Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,gamelog_url
1990-91,25.0,CHI,NBA,SF,17.0,17.0,704.0,22.0,0.564,0.06,0.358,6.9,19.9,13.6,21.8,3.2,2.0,14.4,25.2,1.2,1.7,2.9,0.197,3.8,2.7,6.5,1.5,,pippesc01,
1991-92,26.0,CHI,NBA,SF,22.0,22.0,899.0,20.1,0.544,0.074,0.477,8.0,18.1,13.1,25.8,2.5,2.0,15.1,23.6,1.3,1.8,3.1,0.168,4.3,2.4,6.6,2.0,,pippesc01,
1992-93,27.0,CHI,NBA,SF,19.0,19.0,789.0,16.9,0.504,0.052,0.355,5.8,14.6,10.2,21.8,2.8,1.2,15.8,26.2,0.3,1.1,1.4,0.083,1.1,0.8,2.0,0.8,,pippesc01,
1993-94,28.0,CHI,NBA,SF,10.0,10.0,384.0,22.8,0.521,0.23,0.265,5.7,20.6,13.4,23.8,3.5,1.4,14.5,31.9,0.5,0.7,1.2,0.149,4.0,1.6,5.6,0.7,,pippesc01,
1994-95,29.0,CHI,NBA,SF,10.0,10.0,396.0,18.9,0.549,0.29,0.542,7.7,18.6,13.3,23.8,1.9,2.1,14.3,22.1,0.7,0.6,1.2,0.15,3.8,2.1,5.9,0.8,,pippesc01,
1995-96,30.0,CHI,NBA,SF,18.0,18.0,742.0,19.4,0.473,0.366,0.279,9.7,15.8,12.6,24.9,3.5,2.0,11.3,22.2,1.3,1.7,3.0,0.195,4.8,3.0,7.8,1.8,,pippesc01,
1996-97,31.0,CHI,NBA,SF,19.0,19.0,753.0,18.1,0.526,0.366,0.278,5.4,15.0,10.0,17.3,2.1,2.2,13.7,24.9,0.9,1.4,2.3,0.145,3.8,1.3,5.1,1.4,,pippesc01,
1997-98,32.0,CHI,NBA,SF,21.0,21.0,836.0,19.5,0.5,0.269,0.456,7.0,15.7,11.1,23.6,3.1,1.9,12.6,23.0,1.4,1.5,2.9,0.166,3.1,2.5,5.6,1.6,,pippesc01,
1998-99,33.0,HOU,NBA,SF,4.0,4.0,172.0,18.7,0.448,0.314,0.371,13.0,17.3,15.2,22.5,2.2,1.3,13.8,24.7,0.2,0.1,0.3,0.081,2.8,0.0,2.7,0.2,,pippesc01,
1999-00,34.0,POR,NBA,SF,16.0,16.0,614.0,17.5,0.522,0.354,0.354,4.6,19.0,11.8,20.8,2.9,0.9,13.9,21.2,0.8,1.0,1.8,0.14,2.7,2.6,5.3,1.1,,pippesc01,
2000-01,35.0,POR,NBA,SF,3.0,3.0,117.0,9.8,0.489,0.447,0.237,1.9,14.4,8.1,11.3,3.6,1.2,22.2,21.5,-0.2,0.1,-0.2,-0.063,-3.4,1.6,-1.8,0.0,,pippesc01,
2001-02,36.0,POR,NBA,SF,3.0,3.0,99.0,21.5,0.576,0.282,0.205,8.7,23.5,15.8,36.5,2.1,1.8,19.0,23.4,0.2,0.1,0.3,0.152,4.6,3.8,8.4,0.3,,pippesc01,
2002-03,37.0,POR,NBA,SF,4.0,1.0,75.0,9.5,0.503,0.409,0.091,3.1,14.1,8.6,27.1,0.0,0.0,23.4,18.1,0.0,0.0,0.0,-0.013,-1.6,-1.5,-3.2,0.0,,pippesc01,
1983-84,23.0,DAL,NBA,C,4.0,,32.0,9.9,0.581,0.0,0.333,0.0,26.5,12.2,14.3,0.0,5.4,22.5,17.8,0.0,0.0,0.0,0.037,-8.5,5.1,-3.4,0.0,,westma01,
1984-85,24.0,CLE,NBA,C,4.0,4.0,68.0,3.1,0.556,0.0,1.0,9.0,22.5,15.9,6.5,1.4,0.0,41.0,7.3,0.0,0.1,0.0,0.019,-6.0,1.3,-4.7,0.0,,westma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,westma01,
1988-89,28.0,PHO,NBA,C,12.0,12.0,227.0,13.5,0.659,0.0,0.28,9.2,14.7,11.9,3.3,1.4,5.0,18.8,11.8,0.3,0.4,0.7,0.138,-1.4,2.9,1.5,0.2,,westma01,
1989-90,29.0,PHO,NBA,C,16.0,16.0,544.0,13.5,0.582,0.0,0.385,11.6,20.9,16.6,1.3,0.4,4.5,14.6,13.8,0.5,0.9,1.4,0.122,-0.5,1.4,1.0,0.4,,westma01,
1990-91,30.0,PHO,NBA,C,4.0,4.0,93.0,12.6,0.636,0.0,0.467,9.3,13.4,11.2,3.5,1.1,7.0,14.2,9.9,0.1,0.1,0.2,0.122,-1.5,2.4,0.9,0.1,,westma01,
1991-92,31.0,PHO,NBA,C,8.0,0.0,96.0,12.2,0.71,0.0,0.421,9.9,10.9,10.4,2.9,1.0,2.6,8.2,10.6,0.2,0.1,0.3,0.137,-0.2,0.5,0.3,0.1,,westma01,
1992-93,32.0,PHO,NBA,C,24.0,24.0,469.0,10.7,0.574,0.0,0.582,9.2,15.0,12.2,3.3,0.4,4.5,14.6,11.1,0.5,0.4,0.8,0.086,-2.4,0.9,-1.5,0.1,,westma01,
1993-94,33.0,PHO,NBA,C,7.0,6.0,69.0,8.3,0.438,0.0,0.667,16.7,15.6,16.2,0.0,0.0,7.0,17.1,14.6,0.0,0.0,0.0,0.03,-6.5,-1.6,-8.2,-0.1,,westma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,westma01,
1995-96,35.0,DET,NBA,C,3.0,3.0,78.0,14.0,0.524,0.0,0.619,9.7,17.6,13.5,2.4,0.7,1.1,7.0,18.4,0.1,-0.1,0.1,0.041,-1.6,0.0,-1.6,0.0,,westma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,westma01,
1997-98,37.0,IND,NBA,C,4.0,0.0,11.0,2.9,0.452,0.0,1.5,12.2,0.0,5.9,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.048,-7.4,-2.9,-10.2,0.0,,westma01,
1998-99,38.0,ATL,NBA,C,9.0,0.0,68.0,-1.4,0.34,0.0,0.4,5.3,11.3,8.2,5.3,1.7,1.1,33.8,12.8,-0.2,0.1,-0.1,-0.101,-10.4,1.4,-9.1,-0.1,,westma01,
2016-17,20.0,MIL,NBA,SG,3.0,0.0,10.0,18.8,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.174,7.7,-1.2,6.6,0.0,,vaughra01,
2016-17,27.0,WAS,NBA,PF,13.0,13.0,373.0,12.3,0.495,0.262,0.214,5.6,20.2,12.9,8.8,1.6,4.1,11.7,20.8,-0.1,0.5,0.4,0.052,-1.4,0.2,-1.2,0.1,,morrima02,
2017-18,28.0,WAS,NBA,PF,6.0,6.0,181.0,13.5,0.552,0.245,0.204,9.2,20.4,14.8,8.0,1.1,2.4,10.1,14.5,0.2,0.1,0.4,0.096,-0.6,0.4,-0.2,0.1,,morrima02,
2018-19,29.0,OKC,NBA,PF,5.0,0.0,59.0,11.3,0.476,0.438,0.563,7.2,16.8,11.9,12.1,0.8,4.3,9.1,15.9,0.1,0.0,0.1,0.074,-2.5,2.1,-0.4,0.0,,morrima02,
2019-20,30.0,LAL,NBA,PF,21.0,2.0,385.0,8.8,0.608,0.704,0.092,3.7,15.8,9.8,7.0,0.8,0.8,14.3,13.5,0.3,0.4,0.7,0.083,-2.0,0.3,-1.6,0.0,,morrima02,
2020-21,31.0,LAL,NBA,PF,4.0,1.0,38.0,4.1,0.387,0.444,0.667,11.4,0.0,5.9,11.9,0.0,2.6,14.7,16.0,0.0,0.0,0.0,-0.025,-5.8,-1.3,-7.1,0.0,,morrima02,
2021-22,32.0,MIA,NBA,PF,1.0,0.0,3.0,-39.3,0.0,0.0,0.0,0.0,40.7,19.6,0.0,0.0,0.0,50.0,29.7,-0.1,0.0,0.0,-0.772,-33.7,-6.6,-40.3,0.0,,morrima02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morrima02,
2023-24,34.0,DAL,NBA,PF,1.0,0.0,12.0,-4.2,0.3,0.6,0.0,0.0,37.9,19.1,0.0,0.0,0.0,16.7,22.7,-0.1,0.0,-0.1,-0.217,-11.6,-1.4,-12.9,0.0,,morrima02,
1960-61,22.0,STL,NBA,SF,5.0,,47.0,9.3,0.415,,0.333,,,,11.5,,,,,0.0,0.0,0.0,0.013,,,,,,lacoufr01,
2021-22,22.0,MEM,NBA,SG,3.0,0.0,22.0,3.6,0.322,0.2,0.2,9.1,25.4,16.8,6.6,4.3,0.0,15.5,24.0,-0.1,0.0,-0.1,-0.111,-12.4,0.8,-11.5,-0.1,,culveja01,
1958-59,26.0,NYK,NBA,SG,2.0,,77.0,10.9,0.364,,0.4,,,,23.7,,,,,-0.1,0.1,0.0,0.0,,,,,,gueriri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gueriri01,
1963-64,31.0,STL,NBA,SG,12.0,,428.0,15.9,0.526,,0.503,,,,17.4,,,,,1.1,0.1,1.2,0.137,,,,,,gueriri01,
1964-65,32.0,STL,NBA,SG,4.0,,125.0,15.1,0.454,,0.385,,,,25.5,,,,,0.0,0.2,0.2,0.083,,,,,,gueriri01,
1965-66,33.0,STL,NBA,SG,10.0,,399.0,17.2,0.535,,0.478,,,,27.5,,,,,0.8,0.3,1.1,0.133,,,,,,gueriri01,
1966-67,34.0,STL,NBA,SG,9.0,,228.0,13.8,0.484,,0.349,,,,25.3,,,,,0.3,0.2,0.5,0.101,,,,,,gueriri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gueriri01,
1968-69,36.0,ATL,NBA,SG,3.0,,32.0,6.3,0.307,,0.5,,,,26.9,,,,,0.0,0.1,0.0,0.039,,,,,,gueriri01,
1969-70,37.0,ATL,NBA,SG,2.0,,56.0,20.1,0.685,,0.333,,,,9.9,,,,,0.3,0.1,0.4,0.3,,,,,,gueriri01,
1988-89,25.0,PHI,NBA,C,3.0,0.0,22.0,-3.9,0.258,0.0,0.667,0.0,35.1,17.7,0.0,0.0,0.0,20.5,9.8,-0.1,0.0,0.0,-0.087,-12.0,-1.3,-13.3,-0.1,,welpch01,
2017-18,23.0,PHI,NBA,C,8.0,8.0,278.0,18.1,0.519,0.21,0.442,8.7,30.4,19.4,14.8,1.2,4.6,15.0,29.3,0.0,0.5,0.6,0.096,1.4,0.4,1.8,0.3,,embiijo01,
2018-19,24.0,PHI,NBA,C,11.0,11.0,334.0,21.8,0.559,0.245,0.566,7.2,29.0,18.7,17.9,1.2,6.7,16.8,30.4,0.4,0.6,1.0,0.15,2.5,2.6,5.1,0.6,,embiijo01,
2019-20,25.0,PHI,NBA,C,4.0,4.0,145.0,26.6,0.6,0.216,0.797,8.0,28.9,18.2,7.5,2.1,3.2,13.0,34.6,0.3,0.2,0.5,0.165,5.1,1.0,6.2,0.3,,embiijo01,
2020-21,26.0,PHI,NBA,C,11.0,11.0,357.0,26.2,0.631,0.208,0.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,0.7,0.8,1.5,0.197,4.7,2.8,7.5,0.9,,embiijo01,
2021-22,27.0,PHI,NBA,C,10.0,10.0,385.0,19.1,0.59,0.205,0.553,7.0,26.2,17.0,9.9,0.5,1.9,13.8,28.4,0.5,0.4,0.9,0.117,1.1,-1.0,0.1,0.2,,embiijo01,
2022-23,28.0,PHI,NBA,C,9.0,9.0,336.0,20.3,0.561,0.183,0.549,5.4,25.6,15.3,12.7,0.9,8.1,15.6,31.0,0.1,0.5,0.6,0.09,0.9,1.0,1.9,0.3,,embiijo01,
2023-24,29.0,PHI,NBA,C,6.0,6.0,248.0,26.3,0.592,0.293,0.586,9.0,20.1,14.8,26.4,1.5,3.1,13.0,35.7,0.7,0.3,1.0,0.193,6.8,1.6,8.4,0.7,,embiijo01,
2018-19,20.0,LAC,NBA,PG,6.0,6.0,173.0,16.6,0.596,0.3,0.333,2.4,8.2,5.2,16.4,1.6,2.4,6.8,17.8,0.4,-0.1,0.3,0.085,2.1,0.8,2.9,0.2,,gilgesh01,
2019-20,21.0,OKC,NBA,SG,7.0,7.0,279.0,13.1,0.569,0.389,0.256,1.2,12.3,6.9,16.9,1.2,1.3,13.0,17.8,0.3,0.3,0.6,0.1,0.6,1.2,1.8,0.3,,gilgesh01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gilgesh01,
2023-24,25.0,OKC,NBA,PG,10.0,10.0,399.0,25.5,0.582,0.165,0.362,2.3,17.1,10.0,29.6,1.7,4.0,7.8,32.2,1.1,0.9,1.9,0.233,5.9,3.3,9.2,1.1,,gilgesh01,
2024-25,26.0,OKC,NBA,PG,16.0,16.0,584.0,26.0,0.58,0.231,0.425,3.8,12.9,8.3,31.4,2.1,1.5,8.1,32.3,2.0,1.0,3.0,0.247,6.3,2.6,8.9,1.6,,gilgesh01,
1959-60,22.0,BOS,NBA,SF,7.0,,41.0,12.4,0.339,,0.333,,,,8.8,,,,,-0.1,0.1,0.0,0.027,,,,,,guarige01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guarige01,
1961-62,24.0,BOS,NBA,SF,5.0,,26.0,-0.6,0.294,,0.625,,,,4.5,,,,,-0.1,0.0,0.0,-0.084,,,,,,guarige01,
1974-75,25.0,HOU,NBA,PG,4.0,,8.0,35.3,1.0,,0.0,0.0,14.2,7.1,47.5,5.8,0.0,,,0.1,0.0,0.1,0.388,7.6,10.0,17.6,0.0,,wohlda01,
1976-77,22.0,DET,NBA,C,3.0,,57.0,5.5,0.311,,0.538,7.0,9.1,8.1,6.5,0.8,4.1,,,-0.2,0.0,-0.2,-0.148,-8.6,0.8,-7.8,-0.1,,douglle01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,douglle01,
1980-81,26.0,KCK,NBA,C,15.0,,318.0,4.3,0.475,0.0,1.094,6.5,17.4,11.9,4.9,0.7,0.6,27.5,9.4,-0.2,0.4,0.1,0.019,-4.8,-0.6,-5.4,-0.3,,douglle01,
2020-21,22.0,NYK,NBA,PF,5.0,0.0,65.0,15.1,0.624,0.391,0.261,6.2,15.6,10.6,5.8,0.0,1.5,10.5,19.5,0.1,0.1,0.2,0.12,0.5,1.0,1.6,0.1,,toppiob01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toppiob01,
2022-23,24.0,NYK,NBA,PF,11.0,1.0,175.0,14.6,0.533,0.614,0.071,6.5,18.8,12.7,7.1,2.4,1.7,10.0,20.4,0.1,0.3,0.4,0.115,1.6,1.6,3.2,0.2,,toppiob01,
2023-24,25.0,IND,NBA,PF,17.0,0.0,343.0,18.5,0.634,0.415,0.185,3.5,21.8,12.8,11.9,0.9,1.6,8.8,21.1,0.7,0.2,0.9,0.125,2.7,0.0,2.6,0.4,,toppiob01,
2024-25,26.0,IND,NBA,PF,16.0,0.0,273.0,15.6,0.591,0.393,0.224,4.2,17.6,11.3,11.9,1.8,1.7,10.6,21.6,0.3,0.3,0.6,0.098,-0.2,0.5,0.3,0.2,,toppiob01,
2024-25,23.0,MIN,NBA,SG,5.0,0.0,28.0,20.2,0.814,0.2,0.8,8.4,20.5,14.6,5.3,3.6,0.0,12.9,12.0,0.1,0.0,0.1,0.237,0.8,6.1,6.8,0.1,,clarkja02,
2014-15,27.0,BOS,NBA,SF,3.0,0.0,14.0,-0.4,0.333,0.333,0.0,0.0,8.0,3.9,12.3,0.0,0.0,0.0,19.1,0.0,0.0,0.0,-0.124,-8.0,-1.2,-9.2,0.0,,datomlu01,
1968-69,29.0,SDR,NBA,PG,6.0,,102.0,16.1,0.481,,0.28,,,,42.6,,,,,0.1,0.0,0.1,0.043,,,,,,williar01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,williar01,
1971-72,32.0,BOS,NBA,PG,11.0,,173.0,12.1,0.446,,0.313,,,7.9,24.6,,,,,0.0,0.1,0.1,0.018,,,,,,williar01,
1972-73,33.0,BOS,NBA,PG,10.0,,156.0,14.4,0.475,,0.17,,,8.7,33.8,,,,,0.1,0.2,0.3,0.091,,,,,,williar01,
1973-74,34.0,BOS,NBA,PG,12.0,,96.0,18.0,0.442,,0.296,4.5,20.7,12.7,39.7,3.4,0.0,,,0.0,0.2,0.2,0.114,0.2,2.7,2.9,0.1,,williar01,
1948-49,28.0,ROC,BAA,SF,4.0,,,,0.375,,0.537,,,,,,,,,0.0,0.2,0.2,,,,,,,johnsar01,
1949-50,29.0,ROC,NBA,SF,2.0,,,,0.579,,1.0,,,,,,,,,0.2,-0.1,0.2,,,,,,,johnsar01,
1950-51,30.0,ROC,NBA,SF,14.0,,,,0.555,,0.729,,,,,,,,,1.6,0.8,2.4,,,,,,,johnsar01,
1951-52,31.0,ROC,NBA,SF,6.0,,166.0,13.8,0.475,,1.185,,,,28.3,,,,,0.1,0.3,0.5,0.133,,,,,,johnsar01,
1952-53,32.0,ROC,NBA,SF,3.0,,87.0,15.4,0.516,,1.5,,,,17.6,,,,,0.2,0.2,0.4,0.209,,,,,,johnsar01,
1948-49,26.0,ROC,BAA,,4.0,,,,0.34,,0.4,,,,,,,,,0.0,0.0,0.0,,,,,,,currafr01,
1949-50,27.0,ROC,NBA,,2.0,,,,0.336,,0.143,,,,,,,,,0.0,0.0,0.0,,,,,,,currafr01,
1972-73,24.0,GSW,NBA,C,9.0,,45.0,9.8,0.388,,0.267,,,14.9,9.4,,,,,-0.1,0.0,0.0,-0.019,,,,,,johnsge02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johnsge02,
1974-75,26.0,GSW,NBA,C,17.0,,321.0,17.9,0.588,,0.429,16.7,23.3,20.0,6.3,1.3,7.2,,,0.6,0.8,1.3,0.201,2.6,1.8,4.4,0.5,,johnsge02,
1975-76,27.0,GSW,NBA,C,13.0,,261.0,17.4,0.609,,0.352,14.8,19.9,17.3,8.1,2.5,4.8,,,0.5,0.4,0.9,0.174,1.1,2.0,3.2,0.3,,johnsge02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johnsge02,
1978-79,30.0,NJN,NBA,C,2.0,,70.0,20.0,0.65,,0.143,9.8,25.1,16.7,4.0,1.3,5.1,15.2,13.4,0.1,0.1,0.2,0.159,1.1,2.2,3.2,0.1,,johnsge02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johnsge02,
1980-81,32.0,SAS,NBA,C,7.0,,165.0,14.2,0.51,0.0,0.385,18.0,28.9,23.5,4.5,0.9,5.7,18.7,9.4,0.2,0.1,0.3,0.093,-1.3,1.4,0.2,0.1,,johnsge02,
1981-82,33.0,SAS,NBA,C,9.0,,175.0,8.9,0.539,0.0,0.625,6.8,21.3,13.7,7.9,1.6,4.7,28.2,3.2,0.1,0.2,0.3,0.09,-3.1,4.2,1.1,0.1,,johnsge02,
1982-83,34.0,ATL,NBA,C,1.0,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,-3.1,-1.9,-5.0,0.0,,johnsge02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johnsge02,
1984-85,36.0,NJN,NBA,C,1.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.022,-3.0,-2.3,-5.4,0.0,,johnsge02,
1968-69,23.0,SDR,NBA,SG,5.0,,76.0,11.1,0.467,,0.162,,,,4.1,,,,,0.0,0.0,0.0,0.028,,,,,,rileypa01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rileypa01,
1970-71,25.0,LAL,NBA,SG,7.0,,135.0,13.3,0.447,,0.159,,,5.4,16.9,,,,,0.0,0.0,0.0,0.01,,,,,,rileypa01,
1971-72,26.0,LAL,NBA,SG,15.0,,244.0,4.7,0.368,,0.162,,,5.4,8.2,,,,,-0.6,0.3,-0.3,-0.056,,,,,,rileypa01,
1972-73,27.0,LAL,NBA,SG,7.0,,53.0,5.4,0.333,,0.0,,,4.3,19.3,,,,,-0.2,0.1,-0.1,-0.123,,,,,,rileypa01,
1973-74,28.0,LAL,NBA,SG,5.0,,106.0,8.1,0.377,,0.08,2.4,3.0,2.7,15.8,1.7,0.0,,,-0.2,0.0,-0.2,-0.079,-4.4,-1.1,-5.5,-0.1,,rileypa01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rileypa01,
1975-76,30.0,PHO,NBA,SG,5.0,,27.0,10.5,0.421,,0.067,0.0,0.0,0.0,29.9,0.0,0.0,,,0.0,0.0,0.0,-0.069,-1.9,-3.3,-5.2,0.0,,rileypa01,
2015-16,22.0,TOR,NBA,SG,18.0,3.0,206.0,11.4,0.462,0.371,0.114,2.2,14.2,7.9,5.1,3.4,0.9,6.4,17.7,0.0,0.3,0.2,0.055,-0.8,1.5,0.7,0.1,,powelno01,
2016-17,23.0,TOR,NBA,SG,9.0,5.0,227.0,13.0,0.567,0.415,0.293,2.7,12.2,7.5,10.6,2.3,1.2,13.9,22.2,0.0,0.3,0.3,0.061,-0.1,0.5,0.4,0.1,,powelno01,
2017-18,24.0,TOR,NBA,SG,6.0,0.0,40.0,1.3,0.381,0.5,0.286,0.0,6.3,3.1,7.1,0.0,0.0,6.0,19.0,-0.1,0.0,-0.1,-0.115,-6.3,-4.2,-10.4,-0.1,,powelno01,
2018-19,25.0,TOR,NBA,SG,23.0,0.0,366.0,12.2,0.558,0.492,0.151,1.5,13.9,7.7,11.4,1.2,0.0,8.2,18.2,0.4,0.4,0.7,0.095,-0.4,0.8,0.4,0.2,,powelno01,
2019-20,26.0,TOR,NBA,SG,11.0,0.0,273.0,14.5,0.629,0.5,0.279,1.5,8.9,5.1,6.6,1.1,1.2,8.6,20.6,0.4,0.4,0.8,0.136,1.0,0.5,1.5,0.2,,powelno01,
2020-21,27.0,POR,NBA,SF,6.0,6.0,216.0,14.3,0.608,0.342,0.237,1.6,5.2,3.5,8.3,1.2,2.6,7.7,19.0,0.3,0.0,0.3,0.064,0.4,-0.7,-0.3,0.1,,powelno01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powelno01,
2022-23,29.0,LAC,NBA,SG,5.0,3.0,167.0,17.6,0.608,0.421,0.408,2.6,8.1,5.2,10.4,1.2,0.9,8.2,24.6,0.4,-0.1,0.3,0.093,2.0,-0.8,1.2,0.1,,powelno01,
2023-24,30.0,LAC,NBA,SG,6.0,0.0,179.0,9.1,0.57,0.475,0.246,1.9,8.8,5.4,1.9,0.9,0.0,9.4,19.0,0.1,0.0,0.1,0.029,-1.6,-1.0,-2.6,0.0,,powelno01,
2024-25,31.0,LAC,NBA,SG,7.0,7.0,238.0,13.0,0.578,0.449,0.202,0.5,8.0,4.2,10.7,1.7,0.7,11.0,21.2,0.1,0.1,0.2,0.047,-1.1,0.1,-1.0,0.1,,powelno01,
2014-15,22.0,GSW,NBA,PF,5.0,0.0,10.0,19.7,0.667,0.0,0.0,11.0,32.3,21.8,0.0,0.0,8.0,25.0,17.9,0.0,0.0,0.0,0.121,1.1,2.6,3.7,0.0,,mcadoja01,
2015-16,23.0,GSW,NBA,PF,8.0,0.0,38.0,8.5,0.434,0.0,1.0,0.0,22.5,11.4,7.0,3.9,4.2,14.8,7.8,0.0,0.1,0.1,0.079,-4.9,4.9,0.0,0.0,,mcadoja01,
2016-17,24.0,GSW,NBA,PF,13.0,0.0,56.0,16.5,0.611,0.294,0.353,10.3,14.4,12.5,0.0,1.7,2.9,4.8,15.8,0.1,0.1,0.2,0.182,0.2,0.3,0.5,0.0,,mcadoja01,
2020-21,26.0,ATL,NBA,PG,5.0,0.0,33.0,6.2,0.444,0.2,0.8,0.0,16.4,8.3,19.4,3.0,5.2,37.2,14.4,-0.1,0.1,0.0,-0.019,-6.7,4.9,-1.8,0.0,,dunnkr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dunnkr01,
2024-25,30.0,LAC,NBA,PG,7.0,6.0,153.0,12.3,0.5,0.636,0.0,7.6,10.9,9.2,8.0,2.7,2.3,2.2,13.6,0.2,0.1,0.3,0.096,-1.6,2.7,1.1,0.1,,dunnkr01,
1969-70,30.0,LAL,NBA,PF,11.0,,148.0,15.1,0.532,,0.451,,,,14.2,,,,,0.3,0.1,0.4,0.123,,,,,,tresvjo01,
1970-71,31.0,BAL,NBA,PF,18.0,,484.0,10.9,0.463,,0.416,,,12.8,5.5,,,,,0.1,0.7,0.8,0.083,,,,,,tresvjo01,
1971-72,32.0,BAL,NBA,PF,6.0,,180.0,10.1,0.445,,0.229,,,17.7,5.3,,,,,0.0,-0.1,-0.1,-0.028,,,,,,tresvjo01,
1972-73,33.0,BAL,NBA,PF,5.0,,50.0,9.2,0.358,,0.267,,,17.9,8.0,,,,,-0.1,0.0,-0.1,-0.127,,,,,,tresvjo01,
1954-55,22.0,BOS,NBA,SG,5.0,,30.0,29.1,0.511,,0.417,,,,8.4,,,,,0.1,0.0,0.1,0.182,,,,,,palazto01,
1955-56,23.0,BOS,NBA,SF,2.0,,7.0,-5.4,0.2,,0.0,,,,0.0,,,,,-0.1,0.0,-0.1,-0.416,,,,,,palazto01,
1956-57,24.0,SYR,NBA,SF,5.0,,87.0,16.1,0.425,,0.184,,,,12.5,,,,,0.0,0.1,0.2,0.09,,,,,,palazto01,
1957-58,25.0,SYR,NBA,SF,3.0,,25.0,-1.8,0.27,,0.429,,,,0.0,,,,,-0.2,0.0,-0.1,-0.247,,,,,,palazto01,
1958-59,26.0,SYR,NBA,SF,8.0,,67.0,10.3,0.359,,0.318,,,,13.1,,,,,-0.2,0.0,-0.2,-0.12,,,,,,palazto01,
2020-21,22.0,PHO,NBA,C,22.0,22.0,801.0,19.5,0.674,0.0,0.226,9.9,25.3,18.1,4.7,1.1,2.8,9.8,16.3,1.9,1.5,3.4,0.203,2.1,0.9,3.0,1.0,,aytonde01,
2021-22,23.0,PHO,NBA,C,13.0,13.0,397.0,23.5,0.653,0.024,0.201,10.2,24.1,17.4,9.3,0.6,2.4,9.6,22.9,1.2,0.2,1.4,0.167,3.4,0.2,3.6,0.6,,aytonde01,
2022-23,24.0,PHO,NBA,C,10.0,10.0,319.0,13.9,0.553,0.0,0.207,10.9,24.4,17.8,4.4,0.9,1.8,12.3,19.0,0.1,0.2,0.3,0.047,-1.9,-1.6,-3.5,-0.1,,aytonde01,
2011-12,19.0,UTA,NBA,C,4.0,0.0,43.0,12.7,0.426,0.0,0.063,17.9,22.2,19.8,4.5,0.0,7.5,19.6,20.6,-0.1,0.0,0.0,-0.047,-3.8,-0.7,-4.5,0.0,,kanteen01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kanteen01,
2015-16,23.0,OKC,NBA,C,18.0,0.0,323.0,22.4,0.617,0.119,0.381,16.5,21.7,19.2,2.6,0.8,2.7,11.0,20.8,1.1,0.4,1.5,0.219,2.9,-1.0,1.9,0.3,,kanteen01,
2016-17,24.0,OKC,NBA,C,5.0,0.0,45.0,10.9,0.432,0.0,0.154,6.8,15.2,10.8,3.8,0.0,8.5,6.7,28.3,-0.1,0.0,0.0,-0.045,-4.9,-2.9,-7.8,-0.1,,kanteen01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kanteen01,
2018-19,26.0,POR,NBA,C,16.0,14.0,461.0,16.9,0.555,0.027,0.281,11.9,23.5,17.7,6.5,1.2,1.6,13.7,17.9,0.7,0.3,1.0,0.106,1.0,-1.3,-0.3,0.2,,kanteen01,
2019-20,27.0,BOS,NBA,C,11.0,0.0,102.0,18.9,0.539,0.024,0.238,21.8,25.4,23.7,12.0,0.0,0.0,7.9,22.0,0.2,0.1,0.4,0.178,0.7,-1.9,-1.2,0.0,,kanteen01,
2020-21,28.0,POR,NBA,C,5.0,0.0,56.0,6.4,0.563,0.0,0.25,12.7,14.1,13.4,0.0,0.0,3.3,25.3,9.6,0.0,0.0,0.0,0.004,-5.3,-3.0,-8.3,-0.1,,kanteen01,
