Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,gamelog_url
1995-96,22.0,SAC,NBA,PG,4.0,4.0,121.0,12.9,0.508,0.19,0.286,2.0,10.2,6.1,17.6,3.5,0.0,16.0,21.1,0.0,0.2,0.2,0.082,-1.5,1.5,0.0,0.1,,edneyty01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edneyty01,
2000-01,27.0,IND,NBA,PG,2.0,0.0,10.0,10.8,0.269,0.143,0.143,0.0,0.0,0.0,62.2,5.5,0.0,0.0,34.7,0.0,0.0,0.0,-0.159,0.0,-0.8,-0.8,0.0,,edneyty01,
1949-50,27.0,SHE,NBA,,3.0,,,,0.397,,0.588,,,,,,,,,0.0,0.0,0.0,,,,,,,schoomi01,
1976-77,24.0,LAL,NBA,PF,11.0,,333.0,13.4,0.488,,0.367,6.9,11.0,9.0,15.4,2.4,0.6,,,0.2,0.3,0.5,0.071,0.6,-0.1,0.5,0.2,,forddo01,
1977-78,25.0,LAL,NBA,PF,1.0,,10.0,-1.5,0.0,,0.0,19.9,33.2,26.2,0.0,4.9,0.0,25.0,15.8,-0.1,0.0,0.0,-0.196,-11.4,-1.6,-13.0,0.0,,forddo01,
1978-79,26.0,LAL,NBA,PF,8.0,,138.0,8.3,0.527,,0.1,1.8,15.1,9.0,6.4,1.0,0.8,11.3,10.9,0.1,0.1,0.1,0.04,-2.7,0.5,-2.2,0.0,,forddo01,
1974-75,26.0,HOU,NBA,PF,8.0,,304.0,20.9,0.617,,0.375,8.1,15.7,11.9,11.4,0.2,0.7,,,1.3,-0.1,1.2,0.193,5.1,-1.3,3.9,0.5,,tomjaru01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomjaru01,
1976-77,28.0,HOU,NBA,PF,12.0,,457.0,15.4,0.532,,0.175,5.7,10.1,7.9,7.4,0.7,0.4,,,1.1,0.0,1.1,0.115,1.6,-0.9,0.6,0.3,,tomjaru01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomjaru01,
1978-79,30.0,HOU,NBA,PF,2.0,,64.0,12.0,0.397,,0.217,8.9,11.7,10.1,5.1,0.8,0.8,3.8,15.5,0.0,0.0,0.0,0.031,0.8,-2.3,-1.4,0.0,,tomjaru01,
1979-80,31.0,HOU,NBA,PF,7.0,,185.0,6.4,0.416,0.109,0.203,7.5,17.5,12.5,7.4,0.5,0.0,16.7,19.0,-0.2,0.0,-0.3,-0.067,-4.7,-1.8,-6.5,-0.2,,tomjaru01,
1980-81,32.0,HOU,NBA,PF,8.0,,31.0,-1.9,0.258,0.333,0.667,7.0,15.5,11.1,0.0,0.0,0.0,14.7,19.0,-0.1,0.0,-0.1,-0.168,-8.7,-4.8,-13.5,-0.1,,tomjaru01,
2019-20,20.0,MIA,NBA,SG,21.0,5.0,706.0,12.9,0.557,0.462,0.195,1.2,15.8,8.7,17.9,0.6,0.3,12.3,22.0,0.3,0.5,0.8,0.053,0.6,-0.8,-0.2,0.3,,herroty01,
2020-21,21.0,MIA,NBA,SG,4.0,0.0,93.0,7.9,0.45,0.5,0.184,1.0,13.1,6.8,12.8,0.5,1.0,6.8,20.8,-0.1,0.0,-0.1,-0.05,-0.8,-1.3,-2.2,0.0,,herroty01,
2021-22,22.0,MIA,NBA,SG,15.0,0.0,381.0,12.6,0.49,0.387,0.149,2.1,16.3,9.0,18.5,1.2,1.7,12.3,25.7,-0.3,0.5,0.2,0.03,-0.5,-0.5,-1.0,0.1,,herroty01,
2022-23,23.0,MIA,NBA,SG,1.0,1.0,19.0,20.4,0.667,0.444,0.0,0.0,12.2,6.0,18.8,0.0,5.3,10.0,23.7,0.0,0.0,0.1,0.136,3.4,-0.6,2.8,0.0,,herroty01,
2023-24,24.0,MIA,NBA,SG,5.0,5.0,185.0,10.2,0.51,0.551,0.128,0.0,11.8,5.7,25.2,0.6,0.0,14.5,25.5,-0.3,0.0,-0.2,-0.059,-0.6,-0.8,-1.4,0.0,,herroty01,
2024-25,25.0,MIA,NBA,SG,4.0,4.0,144.0,9.7,0.512,0.446,0.154,0.0,12.4,5.8,13.5,0.7,0.0,11.5,25.3,-0.1,-0.3,-0.4,-0.135,-2.9,-3.7,-6.6,-0.2,,herroty01,
1991-92,22.0,POR,NBA,PG,14.0,0.0,52.0,4.8,0.278,0.0,0.222,4.7,9.3,7.0,18.1,4.9,1.3,13.2,18.9,-0.1,0.1,-0.1,-0.053,-6.9,2.0,-4.9,0.0,,packro01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,packro01,
1993-94,24.0,DEN,NBA,PG,12.0,0.0,332.0,12.0,0.496,0.169,0.466,1.8,7.8,4.9,29.9,3.0,1.2,24.4,26.2,-0.4,0.3,-0.1,-0.014,-1.9,0.1,-1.8,0.0,,packro01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,packro01,
2001-02,32.0,MIN,NBA,PG,3.0,0.0,10.0,-15.4,0.276,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.5,27.6,-0.1,0.0,-0.1,-0.374,-21.0,-5.6,-26.6,-0.1,,packro01,
2002-03,33.0,NOH,NBA,PG,4.0,0.0,42.0,8.5,0.524,0.0,0.231,0.0,2.9,1.5,16.9,0.0,0.0,6.5,17.0,0.1,0.0,0.1,0.07,-5.2,-2.0,-7.2,-0.1,,packro01,
2023-24,22.0,ORL,NBA,SF,7.0,7.0,259.0,17.7,0.539,0.33,0.427,4.1,17.1,10.3,20.9,1.0,3.3,6.9,22.2,0.5,0.6,1.1,0.203,2.3,2.6,4.9,0.5,,wagnefr01,
2024-25,23.0,ORL,NBA,SF,5.0,5.0,195.0,19.0,0.51,0.322,0.226,1.6,13.9,7.2,29.9,1.6,1.1,7.3,32.0,0.1,0.1,0.2,0.058,3.3,1.3,4.6,0.3,,wagnefr01,
2019-20,25.0,TOR,NBA,SF,2.0,0.0,9.0,13.9,0.5,0.0,0.0,0.0,0.0,0.0,16.1,5.4,0.0,0.0,9.8,0.0,0.0,0.0,0.151,-1.2,1.7,0.5,0.0,,watsopa01,
2020-21,27.0,DAL,NBA,C,6.0,0.0,63.0,14.0,0.727,0.0,0.333,5.3,25.3,14.8,6.6,1.7,6.9,22.5,9.6,0.1,0.1,0.1,0.107,-2.5,3.4,0.8,0.0,,caulewi01,
2011-12,20.0,UTA,NBA,PF,4.0,1.0,116.0,18.5,0.482,0.0,0.806,11.6,24.7,17.4,3.1,2.3,4.2,9.3,20.1,0.1,0.1,0.2,0.086,1.3,0.9,2.2,0.1,,favorde01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,favorde01,
2016-17,25.0,UTA,NBA,PF,11.0,2.0,225.0,17.0,0.575,0.0,0.371,8.0,24.1,16.0,7.6,1.9,2.4,5.3,16.1,0.4,0.3,0.7,0.145,0.8,2.0,2.8,0.3,,favorde01,
2017-18,26.0,UTA,NBA,C,11.0,9.0,286.0,16.4,0.618,0.074,0.485,7.4,14.1,10.7,7.1,1.4,3.4,10.8,14.3,0.5,0.4,0.9,0.146,1.0,1.9,2.9,0.4,,favorde01,
2018-19,27.0,UTA,NBA,C,5.0,2.0,103.0,27.8,0.665,0.083,0.528,14.7,23.3,18.9,7.8,1.9,10.0,10.1,20.5,0.4,0.2,0.5,0.248,4.1,3.7,7.9,0.3,,favorde01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,favorde01,
2020-21,29.0,UTA,NBA,C,11.0,0.0,145.0,14.7,0.686,0.0,0.391,15.9,20.8,18.4,2.9,0.7,6.2,18.2,10.1,0.3,0.1,0.4,0.125,-1.8,1.0,-0.7,0.0,,favorde01,
1983-84,27.0,UTA,NBA,C,11.0,,254.0,11.5,0.516,0.0,0.415,8.6,24.3,16.6,4.6,0.9,7.4,24.8,10.5,-0.1,0.4,0.3,0.059,-3.1,3.4,0.3,0.1,,eatonma01,
1984-85,28.0,UTA,NBA,C,5.0,5.0,158.0,9.6,0.391,0.0,0.206,7.0,20.0,13.8,4.2,1.1,9.4,24.4,12.3,-0.3,0.4,0.1,0.016,-4.6,5.3,0.7,0.1,,eatonma01,
1985-86,29.0,UTA,NBA,C,4.0,4.0,157.0,16.6,0.497,0.0,0.053,8.4,16.9,12.4,8.8,0.3,7.1,6.4,17.3,0.1,0.1,0.3,0.088,-0.9,2.6,1.7,0.1,,eatonma01,
1986-87,30.0,UTA,NBA,C,5.0,5.0,193.0,13.9,0.519,0.0,0.61,9.7,23.7,16.6,2.3,0.3,6.6,7.1,12.3,0.2,0.4,0.6,0.14,-1.3,2.4,1.1,0.2,,eatonma01,
1987-88,31.0,UTA,NBA,C,11.0,11.0,461.0,10.1,0.526,0.0,0.554,7.5,17.5,12.9,3.9,1.3,4.3,14.8,9.0,0.2,0.8,0.9,0.095,-2.2,3.1,0.9,0.3,,eatonma01,
1988-89,32.0,UTA,NBA,C,3.0,3.0,99.0,10.8,0.572,0.0,0.647,11.0,23.7,17.1,1.4,0.5,1.2,24.3,11.5,0.0,0.1,0.1,0.041,-1.4,0.1,-1.3,0.0,,eatonma01,
1989-90,33.0,UTA,NBA,C,5.0,5.0,128.0,9.1,0.495,0.0,0.294,6.7,20.9,13.4,0.0,1.2,7.6,17.2,7.8,0.0,0.2,0.2,0.058,-3.8,3.1,-0.7,0.0,,eatonma01,
1990-91,34.0,UTA,NBA,C,9.0,9.0,255.0,6.5,0.537,0.0,0.387,8.1,16.6,12.6,2.7,0.2,3.3,16.2,7.5,0.1,0.4,0.5,0.086,-3.2,1.5,-1.6,0.0,,eatonma01,
1991-92,35.0,UTA,NBA,C,16.0,16.0,473.0,9.7,0.631,0.0,0.587,8.2,15.5,11.9,1.2,0.8,5.2,16.0,6.6,0.4,0.5,0.9,0.091,-1.1,1.9,0.8,0.3,,eatonma01,
1992-93,36.0,UTA,NBA,C,5.0,5.0,117.0,13.6,0.53,0.0,0.211,15.9,16.6,16.2,2.7,0.0,5.1,8.8,9.2,0.2,0.1,0.3,0.124,0.5,1.4,1.9,0.1,,eatonma01,
1981-82,23.0,NJN,NBA,SF,2.0,,44.0,1.8,0.295,0.091,0.182,0.0,22.4,10.8,9.7,1.1,0.0,14.4,13.5,-0.1,0.1,0.0,-0.053,-9.9,-0.3,-10.1,-0.1,,okoremi01,
1982-83,24.0,NJN,NBA,SF,2.0,,18.0,1.2,0.25,0.0,0.0,6.1,33.8,19.3,21.8,0.0,0.0,20.0,22.7,-0.1,0.0,-0.1,-0.203,-10.5,-2.7,-13.2,-0.1,,okoremi01,
1983-84,25.0,NJN,NBA,SF,11.0,,216.0,7.4,0.446,0.017,0.102,8.7,9.7,9.2,14.6,0.7,1.2,16.3,13.9,0.0,0.3,0.3,0.056,-1.0,-0.6,-1.7,0.0,,okoremi01,
1984-85,26.0,NJN,NBA,SF,3.0,0.0,34.0,5.8,0.381,0.0,0.286,3.1,27.4,15.4,13.9,0.0,0.0,11.3,10.5,0.0,0.0,0.0,-0.016,-4.5,-0.6,-5.1,0.0,,okoremi01,
1985-86,27.0,NJN,NBA,SF,2.0,0.0,21.0,-3.2,0.167,0.167,0.0,5.3,6.2,5.7,12.3,4.6,3.0,33.3,17.5,-0.1,0.0,-0.1,-0.258,-10.7,0.1,-10.6,0.0,,okoremi01,
1975-76,24.0,MIL,NBA,PF,3.0,,33.0,2.6,0.2,,0.0,0.0,15.8,9.3,3.6,1.4,0.0,,,-0.1,0.0,-0.1,-0.106,-2.8,-0.6,-3.4,0.0,,restake01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restake01,
1979-80,28.0,SAS,NBA,SF,3.0,,74.0,18.6,0.594,0.036,0.321,11.3,12.3,11.7,6.6,0.0,0.7,5.9,19.4,0.2,-0.1,0.2,0.112,1.3,-1.7,-0.3,0.0,,restake01,
1980-81,29.0,SAS,NBA,SF,3.0,,11.0,-0.2,0.333,0.0,0.0,0.0,22.2,11.2,0.0,0.0,5.3,25.0,15.1,0.0,0.0,0.0,-0.154,-10.5,-0.6,-11.0,0.0,,restake01,
1973-74,22.0,NYA,ABA,SF,5.0,,23.0,31.0,0.535,0.0,0.25,26.1,12.5,19.1,21.9,0.0,0.0,5.3,32.9,0.1,0.0,0.2,0.347,11.4,-2.7,8.7,0.1,,schaebi01,
1971-72,24.0,CHI,NBA,PG,4.0,,144.0,16.6,0.473,,0.264,,,8.3,31.7,,,,,0.1,0.1,0.2,0.064,,,,,,vanlino01,
1972-73,25.0,CHI,NBA,PG,7.0,,258.0,10.3,0.372,,0.116,,,6.4,21.3,,,,,-0.7,0.5,-0.2,-0.037,,,,,,vanlino01,
1973-74,26.0,CHI,NBA,PG,11.0,,466.0,14.8,0.489,,0.326,2.2,9.2,5.3,24.6,1.8,0.4,,,0.5,0.0,0.5,0.052,-0.7,0.1,-0.5,0.2,,vanlino01,
1974-75,27.0,CHI,NBA,PG,13.0,,547.0,13.6,0.489,,0.506,3.4,9.4,6.4,17.5,1.8,0.5,,,0.4,0.7,1.1,0.097,-0.3,0.0,-0.3,0.2,,vanlino01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vanlino01,
1976-77,29.0,CHI,NBA,PG,3.0,,134.0,10.1,0.329,,0.632,4.2,9.8,6.8,30.3,3.5,0.4,,,-0.3,0.2,-0.1,-0.036,-2.7,1.5,-1.2,0.0,,vanlino01,
2003-04,27.0,DEN,NBA,C,4.0,0.0,60.0,7.9,0.582,0.0,0.167,1.8,16.8,8.6,5.1,1.8,1.3,18.9,11.7,0.0,0.0,0.1,0.057,-6.1,2.6,-3.5,0.0,,elsonfr01,
2004-05,28.0,DEN,NBA,C,1.0,0.0,6.0,1.3,0.0,0.0,0.0,0.0,61.6,29.2,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,-0.094,-5.2,-1.6,-6.8,0.0,,elsonfr01,
2005-06,29.0,DEN,NBA,C,5.0,2.0,75.0,4.9,0.6,0.0,0.0,6.7,10.6,8.4,4.2,2.8,0.0,37.5,4.7,0.0,0.1,0.1,0.073,-6.6,1.5,-5.0,-0.1,,elsonfr01,
2006-07,30.0,SAS,NBA,C,20.0,8.0,230.0,11.8,0.625,0.023,0.455,11.6,20.1,15.9,1.4,1.9,2.0,26.5,14.8,0.1,0.4,0.5,0.103,-4.1,1.4,-2.7,0.0,,elsonfr01,
1976-77,26.0,POR,NBA,SF,12.0,,94.0,9.5,0.532,,0.12,7.0,8.8,7.9,5.5,1.9,1.2,,,0.0,0.1,0.2,0.084,-0.3,-0.5,-0.8,0.0,,calhoco01,
1977-78,27.0,POR,NBA,SF,6.0,,109.0,11.4,0.53,,0.241,6.3,7.8,7.1,4.0,0.9,0.5,8.6,13.9,0.1,0.1,0.2,0.091,1.4,-0.8,0.5,0.1,,calhoco01,
2013-14,20.0,CHA,NBA,SF,4.0,4.0,91.0,12.0,0.541,0.037,0.37,10.6,25.8,17.9,12.0,0.0,2.0,20.3,20.7,0.0,0.1,0.0,0.017,-3.3,0.8,-2.5,0.0,,kiddgmi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiddgmi01,
2019-20,26.0,DAL,NBA,PF,6.0,0.0,55.0,5.0,0.421,0.643,0.429,3.9,8.0,6.0,6.9,0.9,1.6,5.7,13.8,0.0,0.0,-0.1,-0.045,-3.6,-1.4,-5.0,0.0,,kiddgmi01,
1975-76,28.0,PHI,NBA,SF,3.0,,134.0,12.9,0.437,,0.217,4.7,10.1,7.3,11.9,3.9,0.9,,,0.1,0.1,0.2,0.078,0.7,1.8,2.5,0.1,,mixst01,
1976-77,29.0,PHI,NBA,SF,19.0,,412.0,14.4,0.588,,0.421,5.5,10.2,7.9,14.4,2.3,0.4,,,0.8,0.4,1.2,0.138,1.8,0.7,2.4,0.5,,mixst01,
1977-78,30.0,PHI,NBA,SF,10.0,,235.0,25.1,0.674,,0.524,7.6,10.8,9.4,22.1,2.8,0.2,10.6,18.2,1.1,0.4,1.5,0.311,7.0,1.9,9.0,0.6,,mixst01,
1978-79,31.0,PHI,NBA,SF,9.0,,179.0,14.6,0.572,,0.254,7.3,12.8,10.2,11.8,1.5,0.0,14.4,16.5,0.4,0.1,0.5,0.129,1.2,-0.5,0.8,0.1,,mixst01,
1979-80,32.0,PHI,NBA,SF,17.0,,200.0,16.1,0.522,0.0,0.292,5.7,11.1,8.5,10.7,1.9,1.4,12.2,26.0,0.1,0.3,0.4,0.098,1.4,-1.0,0.4,0.1,,mixst01,
1980-81,33.0,PHI,NBA,SF,16.0,,206.0,13.5,0.498,0.013,0.338,11.0,12.0,11.5,7.2,0.9,0.5,11.1,20.3,0.3,0.1,0.4,0.083,1.6,-2.2,-0.6,0.1,,mixst01,
1981-82,34.0,PHI,NBA,SF,7.0,,50.0,19.3,0.598,0.045,0.318,9.3,15.2,12.4,19.1,0.0,0.0,13.8,24.4,0.1,0.0,0.2,0.157,5.2,-1.6,3.7,0.1,,mixst01,
1982-83,35.0,LAL,NBA,SF,8.0,,26.0,3.8,0.554,0.0,0.6,0.0,4.2,2.1,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.074,-5.3,-2.1,-7.5,0.0,,mixst01,
2001-02,25.0,BOS,NBA,PF,16.0,16.0,703.0,16.0,0.51,0.342,0.201,3.7,18.1,11.0,14.9,1.8,0.7,13.7,26.7,0.3,1.2,1.4,0.097,1.3,-0.1,1.2,0.6,,walkean02,
2002-03,26.0,BOS,NBA,PF,10.0,10.0,440.0,11.9,0.466,0.256,0.125,5.3,17.2,11.4,19.2,2.1,0.7,16.6,24.0,-0.5,0.7,0.1,0.014,-1.2,-0.4,-1.6,0.0,,walkean02,
2003-04,27.0,DAL,NBA,PF,5.0,5.0,140.0,15.6,0.382,0.164,0.115,14.2,20.8,17.1,13.4,2.1,1.6,12.3,20.8,0.0,0.1,0.1,0.051,0.6,-0.5,0.1,0.1,,walkean02,
2004-05,28.0,BOS,NBA,PF,6.0,6.0,224.0,13.7,0.459,0.183,0.106,8.9,15.4,12.1,13.0,1.7,2.5,14.2,27.7,-0.3,0.4,0.1,0.02,0.6,-0.3,0.2,0.1,,walkean02,
2005-06,29.0,MIA,NBA,PF,23.0,23.0,862.0,10.6,0.5,0.523,0.191,2.3,14.9,8.9,11.0,1.4,0.8,13.3,19.5,-0.2,1.4,1.2,0.067,0.5,0.2,0.7,0.6,,walkean02,
2006-07,30.0,MIA,NBA,PF,4.0,0.0,92.0,15.9,0.562,0.432,0.297,2.6,9.6,6.0,12.3,1.1,0.9,8.7,23.6,0.2,0.0,0.2,0.094,3.4,-0.1,3.3,0.1,,walkean02,
1967-68,26.0,DNR,ABA,SF,5.0,,198.0,23.7,0.563,0.011,0.295,,,11.9,6.4,,,7.4,21.5,0.6,0.1,0.7,0.174,,,,,,murrewi01,
1968-69,27.0,MMF,ABA,SF,12.0,,456.0,15.5,0.503,0.022,0.212,,,9.9,6.7,,,8.8,17.4,0.4,0.3,0.7,0.078,,,,,,murrewi01,
1969-70,28.0,KEN,ABA,SF,7.0,,35.0,-6.7,0.303,0.091,0.455,,,14.7,3.7,,,31.3,20.9,-0.1,0.0,-0.1,-0.136,,,,,,murrewi01,
2021-22,21.0,NOP,NBA,SF,6.0,0.0,120.0,10.2,0.64,0.864,0.227,2.8,12.6,7.4,3.4,1.3,0.7,4.0,9.0,0.2,0.0,0.2,0.09,0.5,0.1,0.5,0.1,,murphtr02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,murphtr02,
2023-24,23.0,NOP,NBA,SF,4.0,4.0,168.0,7.7,0.479,0.625,0.0,1.8,16.1,8.4,9.1,1.5,3.6,14.3,14.6,-0.2,0.2,0.0,0.008,-1.9,1.5,-0.4,0.1,,murphtr02,
2013-14,22.0,CHI,NBA,SG,5.0,0.0,46.0,-0.3,0.222,0.556,0.0,0.0,15.6,7.5,6.9,1.2,1.7,10.0,10.5,-0.1,0.1,-0.1,-0.073,-8.1,1.0,-7.1,-0.1,,snellto01,
2014-15,23.0,CHI,NBA,SF,11.0,0.0,140.0,6.3,0.47,0.614,0.091,0.8,12.3,6.7,7.0,0.0,1.7,9.9,16.5,0.0,0.1,0.1,0.032,-3.0,-1.1,-4.1,-0.1,,snellto01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snellto01,
2016-17,25.0,MIL,NBA,SG,6.0,6.0,185.0,10.8,0.682,0.705,0.0,1.2,8.4,4.6,8.0,0.3,0.5,4.3,11.9,0.3,0.2,0.5,0.14,1.2,0.4,1.5,0.2,,snellto01,
2017-18,26.0,MIL,NBA,SG,7.0,2.0,134.0,3.5,0.396,0.875,0.0,1.0,10.0,5.8,4.0,1.2,2.7,11.1,9.8,-0.2,0.1,-0.1,-0.025,-3.3,-1.0,-4.3,-0.1,,snellto01,
2018-19,27.0,MIL,NBA,SF,9.0,0.0,28.0,4.6,0.417,0.333,0.0,7.4,3.5,5.4,0.0,1.7,3.2,14.3,10.8,0.0,0.0,0.0,0.026,-4.2,0.6,-3.6,0.0,,snellto01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snellto01,
2020-21,29.0,ATL,NBA,SG,9.0,0.0,66.0,-5.7,0.156,0.688,0.0,0.0,8.2,4.1,3.9,1.5,1.3,20.0,13.4,-0.3,0.1,-0.3,-0.2,-9.4,-2.3,-11.7,-0.2,,snellto01,
1969-70,24.0,LAS,ABA,C,17.0,,664.0,14.1,0.528,0.0,0.379,,,15.8,7.9,,,21.1,19.5,0.8,0.9,1.7,0.121,,,,,,raymocr01,
1970-71,25.0,MMP,ABA,C,2.0,,17.0,15.2,0.508,0.0,0.286,,,,9.1,,,20.2,,0.0,0.0,0.1,0.143,,,,,,raymocr01,
1971-72,26.0,FLO,ABA,C,4.0,,62.0,24.3,0.658,0.0,0.13,,,16.2,5.5,,,3.9,15.5,0.2,0.1,0.3,0.229,,,,,,raymocr01,
2023-24,21.0,NOP,NBA,SG,3.0,0.0,12.0,-12.4,0.0,0.75,0.0,0.0,19.6,9.0,0.0,0.0,0.0,0.0,14.6,-0.1,0.0,-0.1,-0.322,-14.8,-5.4,-20.2,-0.1,,hawkijo01,
1987-88,23.0,BOS,NBA,PF,9.0,0.0,26.0,19.2,0.727,0.182,0.0,4.7,13.8,9.3,0.0,0.0,2.4,8.3,20.9,0.1,0.0,0.1,0.154,2.4,1.3,3.7,0.0,,lohaubr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lohaubr01,
1989-90,25.0,MIL,NBA,PF,4.0,4.0,147.0,9.2,0.475,0.4,0.0,3.4,20.3,11.7,5.5,2.8,4.0,18.4,15.1,-0.2,0.1,-0.1,-0.03,-2.3,1.0,-1.3,0.0,,lohaubr01,
1990-91,26.0,MIL,NBA,PF,3.0,0.0,41.0,3.9,0.415,0.5,0.125,11.3,16.7,13.7,3.6,0.0,0.0,15.1,21.5,-0.1,0.0,-0.1,-0.101,-3.2,-3.9,-7.1,-0.1,,lohaubr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lohaubr01,
1997-98,33.0,SAS,NBA,PF,4.0,0.0,10.0,8.6,0.0,0.0,0.0,0.0,22.4,11.8,14.6,5.6,0.0,0.0,4.9,0.0,0.0,0.0,0.06,-1.8,8.1,6.3,0.0,,lohaubr01,
2000-01,27.0,DAL,NBA,SF,10.0,10.0,434.0,13.7,0.449,0.235,0.22,3.2,10.7,6.8,20.1,1.5,0.3,9.9,26.0,0.0,0.1,0.1,0.013,1.9,-0.6,1.3,0.4,,finlemi01,
2001-02,28.0,DAL,NBA,SF,8.0,8.0,373.0,19.3,0.579,0.25,0.338,3.8,10.5,7.2,7.6,1.6,0.7,8.1,21.6,1.1,0.0,1.0,0.135,3.7,-0.1,3.6,0.5,,finlemi01,
2002-03,29.0,DAL,NBA,SF,20.0,20.0,822.0,17.2,0.554,0.379,0.219,3.3,12.1,7.7,11.4,1.6,1.1,8.6,19.8,1.7,0.2,1.8,0.108,3.6,0.0,3.6,1.2,,finlemi01,
2003-04,30.0,DAL,NBA,SG,5.0,5.0,196.0,10.0,0.449,0.382,0.147,2.6,5.5,3.9,10.0,1.0,1.1,11.1,16.6,0.1,0.0,0.1,0.022,-0.5,-0.9,-1.4,0.0,,finlemi01,
2004-05,31.0,DAL,NBA,SG,13.0,13.0,491.0,12.5,0.528,0.399,0.118,2.9,10.2,6.4,8.7,1.8,0.0,7.5,15.6,0.7,0.0,0.7,0.066,1.1,0.1,1.1,0.4,,finlemi01,
2005-06,32.0,SAS,NBA,SG,13.0,4.0,411.0,13.1,0.598,0.448,0.19,0.3,14.1,7.6,7.1,1.1,0.6,7.3,14.5,0.6,0.2,0.8,0.092,1.2,0.4,1.7,0.4,,finlemi01,
2006-07,33.0,SAS,NBA,SF,20.0,20.0,538.0,15.0,0.576,0.59,0.219,1.8,10.7,6.4,6.8,1.1,0.6,6.2,18.3,1.2,0.5,1.6,0.146,2.3,0.8,3.1,0.7,,finlemi01,
2007-08,34.0,SAS,NBA,SG,17.0,11.0,391.0,8.8,0.514,0.486,0.084,0.3,9.4,4.9,7.0,0.7,0.6,5.1,14.3,0.2,0.4,0.5,0.066,-1.1,0.8,-0.3,0.2,,finlemi01,
2008-09,35.0,SAS,NBA,SF,5.0,5.0,143.0,9.7,0.559,0.441,0.118,2.4,10.7,6.4,5.6,0.4,0.6,10.1,13.8,0.1,0.0,0.1,0.035,-0.9,-1.1,-2.0,0.0,,finlemi01,
2009-10,36.0,BOS,NBA,SF,18.0,0.0,108.0,5.2,0.359,0.55,0.1,1.2,11.0,6.2,5.6,2.0,0.0,0.0,9.2,-0.1,0.2,0.1,0.049,-2.7,0.2,-2.4,0.0,,finlemi01,
2023-24,23.0,MIA,NBA,C,1.0,0.0,2.0,2.3,0.0,1.0,0.0,0.0,60.6,29.3,67.4,0.0,0.0,0.0,24.5,0.0,0.0,0.0,-0.362,-3.8,5.8,2.0,0.0,,robinor01,
1971-72,24.0,BAL,NBA,PF,1.0,,2.0,72.9,1.042,,1.0,,,27.4,0.0,,,,,0.1,0.0,0.1,1.208,,,,,,driscte01,
1972-73,25.0,MIL,NBA,C,6.0,,16.0,-8.4,0.0,,0.0,,,0.0,7.3,,,,,-0.1,0.0,-0.1,-0.312,,,,,,driscte01,
1973-74,26.0,MIL,NBA,PF,9.0,,29.0,22.5,0.551,,0.2,36.6,17.0,25.9,14.4,3.4,1.8,,,0.1,0.1,0.1,0.196,-1.1,1.7,0.6,0.0,,driscte01,
1982-83,26.0,POR,NBA,C,7.0,,228.0,11.6,0.534,0.0,0.23,11.5,16.0,13.7,5.6,0.4,2.0,17.3,18.2,0.1,0.2,0.3,0.058,-1.6,-0.9,-2.5,0.0,,coopewa01,
1983-84,27.0,POR,NBA,C,5.0,,104.0,6.4,0.393,0.0,0.296,11.1,11.9,11.5,5.2,0.5,2.3,14.1,14.3,-0.1,0.0,-0.1,-0.029,-4.8,-1.2,-6.1,-0.1,,coopewa01,
1984-85,28.0,DEN,NBA,C,15.0,12.0,321.0,16.6,0.511,0.0,0.28,10.6,21.3,15.5,8.1,1.1,6.5,10.6,21.0,0.2,0.5,0.8,0.112,-1.1,1.0,-0.1,0.2,,coopewa01,
1985-86,29.0,DEN,NBA,C,8.0,4.0,154.0,9.4,0.48,0.018,0.393,6.9,20.7,13.4,6.2,0.6,1.8,14.3,19.8,-0.1,0.2,0.1,0.027,-5.1,-0.7,-5.8,-0.1,,coopewa01,
1986-87,30.0,DEN,NBA,C,3.0,1.0,41.0,10.6,0.466,0.0,0.167,12.8,30.2,20.4,6.1,0.0,1.4,7.2,12.6,0.0,0.0,0.0,0.012,-2.3,-1.9,-4.2,0.0,,coopewa01,
