Season,Age,Team,Lg,G,FG,FGA,FG%,FT,FTA,FT%,AST,PF,PTS,Awards,player_id,Pos,GS,MP,3P,3PA,2P,2PA,ORB,DRB,TRB,STL,BLK,TOV,3P%,2P%,eFG%
,,,,,,,,,,,,,,,davised01,,,,,,,,,,,,,,,,
2017-18,28.0,POR,NBA,4.0,1.3,2.5,0.5,0.3,1.0,0.25,0.0,1.8,2.8,,davised01,C,0.0,17.8,0.0,0.0,1.3,2.5,1.3,6.8,8.0,0.0,0.3,1.0,,0.5,0.5
2018-19,29.0,BRK,NBA,3.0,2.3,3.3,0.7,0.7,0.7,1.0,0.7,3.0,5.3,,davised01,C,0.0,13.7,0.0,0.0,2.3,3.3,1.3,5.0,6.3,0.0,0.3,0.0,,0.7,0.7
1990-91,22.0,PHI,NBA,4.0,0.5,1.5,0.333,0.5,0.5,1.0,0.3,1.0,1.5,,olivebr01,SG,0.0,3.8,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.3,0.0,0.0,,0.333,0.333
1973-74,22.0,LAL,NBA,3.0,1.7,3.7,0.455,1.7,2.3,0.714,0.3,0.0,5.0,,washike01,PF,,4.7,,,0.0,0.0,3.0,0.3,3.3,0.3,0.0,,,0.455,0.455
,,,,,,,,,,,,,,,washike01,,,,,,,,,,,,,,,,
1979-80,28.0,POR,NBA,3.0,4.3,8.7,0.5,1.7,2.7,0.625,2.0,3.0,10.3,,washike01,PF,,40.3,0.0,0.3,4.3,8.3,4.0,6.3,10.3,0.3,1.3,1.3,0.0,0.52,0.5
1980-81,29.0,POR,NBA,3.0,4.0,7.7,0.522,0.7,0.7,1.0,2.3,3.0,8.7,,washike01,PF,,42.7,0.0,0.3,4.0,7.3,4.7,12.7,17.3,2.7,0.7,2.3,0.0,0.545,0.522
2023-24,23.0,IND,NBA,15.0,7.0,14.3,0.488,1.1,1.3,0.85,8.2,0.9,18.7,,halibty01,PG,15.0,34.8,3.5,9.3,3.5,5.0,0.8,4.0,4.8,1.3,0.7,2.1,0.379,0.693,0.612
2024-25,24.0,IND,NBA,16.0,6.8,14.6,0.466,2.8,3.5,0.804,9.8,1.9,18.8,,halibty01,PG,16.0,35.1,2.4,7.1,4.4,7.5,0.3,5.4,5.7,1.4,0.7,1.9,0.333,0.592,0.547
1949-50,24.0,SHE,NBA,3.0,1.3,3.3,0.4,0.7,1.0,0.667,1.0,3.3,3.3,,phelaja01,,,,,,,,,,,,,,,,
1967-68,25.0,DLC,ABA,8.0,3.8,8.6,0.435,2.5,4.8,0.526,0.8,4.0,10.0,,mcgriel01,C,,25.8,0.0,0.0,3.8,8.6,,,9.0,,,2.8,,0.435,0.435
1968-69,26.0,KEN,ABA,5.0,1.6,4.4,0.364,1.4,2.0,0.7,0.4,3.4,4.6,,mcgriel01,C,,12.2,0.0,0.0,1.6,4.4,,,5.4,,,0.8,,0.364,0.364
1996-97,28.0,SEA,NBA,4.0,1.3,1.5,0.833,0.5,0.5,1.0,0.5,1.0,3.3,,stewala01,SF,0.0,4.0,0.3,0.5,1.0,1.0,0.0,0.3,0.3,0.5,0.3,0.5,0.5,1.0,0.917
1949-50,23.0,TRI,NBA,3.0,1.0,3.0,0.333,1.3,2.7,0.5,0.0,1.3,3.3,,wiermu01,,,,,,,,,,,,,,,,
2017-18,28.0,MIA,NBA,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,babbilu01,SF,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019-20,24.0,DAL,NBA,3.0,7.0,13.3,0.525,6.7,7.7,0.87,0.7,3.0,23.7,,porzikr01,C,3.0,31.3,3.0,5.7,4.0,7.7,1.0,7.7,8.7,0.0,1.0,1.0,0.529,0.522,0.638
2020-21,25.0,DAL,NBA,7.0,4.9,10.3,0.472,2.3,2.7,0.842,1.3,2.7,13.1,,porzikr01,C,7.0,33.3,1.1,3.9,3.7,6.4,1.0,4.4,5.4,1.3,0.7,0.4,0.296,0.578,0.528
,,,,,,,,,,,,,,,porzikr01,,,,,,,,,,,,,,,,
2023-24,28.0,BOS,NBA,7.0,4.0,8.6,0.467,2.9,3.1,0.909,1.1,2.1,12.3,,porzikr01,C,4.0,23.6,1.4,4.1,2.6,4.4,0.6,3.9,4.4,0.7,1.6,0.7,0.345,0.581,0.55
2024-25,29.0,BOS,NBA,11.0,2.3,7.2,0.316,2.8,4.1,0.689,0.7,2.4,7.7,,porzikr01,C,7.0,21.0,0.4,2.4,1.9,4.8,1.9,2.7,4.6,0.9,0.8,0.9,0.154,0.396,0.342
1997-98,26.0,CHH,NBA,6.0,1.0,2.0,0.5,0.3,0.3,1.0,0.0,0.7,2.5,,beckco01,PG,0.0,4.3,0.2,0.3,0.8,1.7,0.2,0.0,0.2,0.7,0.0,0.5,0.5,0.5,0.542
2008-09,24.0,CHI,NBA,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,grayaa01,C,0.0,4.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,,0.0,0.0
,,,,,,,,,,,,,,,grayaa01,,,,,,,,,,,,,,,,
2010-11,26.0,NOH,NBA,6.0,1.5,2.2,0.692,0.5,1.3,0.375,0.3,2.2,3.5,,grayaa01,C,0.0,14.5,0.0,0.0,1.5,2.2,0.5,3.0,3.5,0.3,0.3,0.8,,0.692,0.692
1947-48,22.0,NYK,BAA,3.0,3.7,11.0,0.333,2.7,3.7,0.727,1.3,2.7,10.0,,tanensi01,,,,,,,,,,,,,,,,
1948-49,23.0,BLB,BAA,3.0,2.0,9.7,0.207,1.7,1.7,1.0,3.3,1.7,5.7,,tanensi01,,,,,,,,,,,,,,,,
1976-77,22.0,DET,NBA,3.0,1.3,4.3,0.308,0.7,2.3,0.286,1.0,3.7,3.3,,douglle01,C,,19.0,,,0.0,0.0,1.3,2.0,3.3,0.3,1.7,,,0.308,0.308
,,,,,,,,,,,,,,,douglle01,,,,,,,,,,,,,,,,
1980-81,26.0,KCK,NBA,15.0,1.0,2.1,0.469,1.0,2.3,0.429,0.7,3.1,3.0,,douglle01,C,,21.2,0.0,0.0,1.0,2.1,1.2,3.1,4.3,0.3,0.2,1.2,,0.469,0.469
2020-21,22.0,PHO,NBA,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,,alexaty01,SG,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
1973-74,24.0,SAA,ABA,7.0,7.0,15.0,0.467,3.7,5.4,0.684,4.6,2.1,17.7,,silasja01,PG,,42.0,0.0,0.1,7.0,14.9,1.1,4.3,5.4,2.0,0.1,3.0,0.0,0.471,0.467
1974-75,25.0,SAA,ABA,6.0,6.8,14.5,0.471,5.2,6.7,0.775,10.0,4.5,18.8,,silasja01,PG,,45.2,0.0,0.0,6.8,14.5,1.0,2.0,3.0,1.5,0.2,2.7,,0.471,0.471
1975-76,26.0,SAA,ABA,1.0,3.0,10.0,0.3,4.0,4.0,1.0,0.0,3.0,10.0,,silasja01,PG,,26.0,0.0,0.0,3.0,10.0,2.0,2.0,4.0,1.0,0.0,2.0,,0.3,0.3
,,,,,,,,,,,,,,,silasja01,,,,,,,,,,,,,,,,
1977-78,28.0,SAS,NBA,3.0,1.0,3.3,0.3,0.3,0.7,0.5,0.3,0.3,2.3,,silasja01,PG,,6.3,,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,0.3,0.3
1978-79,29.0,SAS,NBA,14.0,7.3,15.4,0.474,4.5,5.7,0.788,4.7,2.8,19.1,,silasja01,PG,,33.9,,,0.0,0.0,0.9,2.1,3.0,1.5,0.1,2.6,,0.474,0.474
1979-80,30.0,SAS,NBA,3.0,5.3,12.0,0.444,3.7,3.7,1.0,3.0,2.7,14.3,,silasja01,PG,,30.0,0.0,0.0,5.3,12.0,0.3,2.0,2.3,2.0,0.3,1.7,,0.444,0.444
1980-81,31.0,SAS,NBA,7.0,3.9,9.9,0.391,3.7,4.6,0.813,2.7,1.3,11.4,,silasja01,PG,,23.0,0.0,0.0,3.9,9.9,0.7,1.4,2.1,0.6,0.0,2.6,,0.391,0.391
1993-94,23.0,DEN,NBA,12.0,3.6,8.5,0.422,4.2,5.0,0.833,2.2,1.9,11.3,,stithbr01,SG,12.0,34.4,0.0,0.1,3.6,8.4,1.9,2.8,4.7,0.9,0.2,1.2,0.0,0.426,0.422
1994-95,24.0,DEN,NBA,3.0,5.7,10.7,0.531,5.0,6.3,0.789,2.3,2.3,16.7,,stithbr01,SG,1.0,28.3,0.3,2.0,5.3,8.7,1.0,2.0,3.0,0.3,0.3,0.0,0.167,0.615,0.547
2019-20,21.0,POR,NBA,5.0,3.2,9.0,0.356,1.2,1.4,0.857,0.6,3.2,9.6,,trentga02,SF,1.0,30.6,2.0,4.8,1.2,4.2,1.0,1.0,2.0,0.8,0.0,1.0,0.417,0.286,0.467
,,,,,,,,,,,,,,,trentga02,,,,,,,,,,,,,,,,
2021-22,23.0,TOR,NBA,6.0,5.2,13.7,0.378,2.8,3.2,0.895,1.3,1.8,15.3,,trentga02,SG,6.0,33.2,2.2,6.5,3.0,7.2,0.2,1.5,1.7,1.0,0.5,0.5,0.333,0.419,0.457
,,,,,,,,,,,,,,,trentga02,,,,,,,,,,,,,,,,
2024-25,26.0,MIL,NBA,5.0,6.4,12.4,0.516,1.6,2.0,0.8,1.2,1.8,18.8,,trentga02,SG,3.0,34.2,4.4,8.8,2.0,3.6,0.2,2.0,2.2,2.6,0.0,0.6,0.5,0.556,0.694
1998-99,28.0,MIA,NBA,5.0,1.8,5.2,0.346,2.2,3.4,0.647,0.4,1.6,5.8,,weathcl01,SF,0.0,22.4,0.0,0.0,1.8,5.2,0.8,3.4,4.2,1.4,0.2,0.6,,0.346,0.346
1999-00,29.0,MIA,NBA,10.0,2.5,6.0,0.417,1.4,2.4,0.583,0.1,2.3,6.4,,weathcl01,PF,0.0,17.0,0.0,0.0,2.5,6.0,1.8,2.3,4.1,0.4,0.3,0.8,,0.417,0.417
,,,,,,,,,,,,,,,weathcl01,,,,,,,,,,,,,,,,
2003-04,33.0,HOU,NBA,2.0,1.0,2.5,0.4,1.5,3.0,0.5,0.0,1.5,3.5,,weathcl01,PF,0.0,11.0,0.0,0.0,1.0,2.5,1.0,1.0,2.0,0.0,0.0,0.0,,0.4,0.4
2004-05,34.0,HOU,NBA,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,weathcl01,PF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1967-68,23.0,INA,ABA,3.0,5.3,9.3,0.571,1.0,1.7,0.6,1.3,4.3,11.7,,dardeol01,PF,,20.0,0.0,0.0,5.3,9.3,,,9.0,,,1.3,,0.571,0.571
1968-69,24.0,KEN,ABA,7.0,3.7,7.0,0.531,1.4,2.1,0.667,0.9,2.7,9.0,,dardeol01,PF,,14.6,0.1,0.3,3.6,6.7,,,4.4,,,1.0,0.5,0.532,0.541
1969-70,25.0,INA,ABA,8.0,0.3,0.8,0.333,0.0,0.0,,0.3,0.4,0.5,,dardeol01,PF,,2.6,0.0,0.0,0.3,0.8,,,0.5,,,0.4,,0.333,0.333
1998-99,26.0,NYK,NBA,9.0,0.2,0.6,0.4,0.2,0.2,1.0,0.2,0.3,0.7,,brunsri01,PG,0.0,2.0,0.0,0.0,0.2,0.6,0.1,0.0,0.1,0.0,0.0,0.4,,0.4,0.4
1999-00,27.0,NYK,NBA,3.0,0.0,0.3,0.0,0.0,0.0,,0.3,0.7,0.0,,brunsri01,PG,0.0,1.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0
2000-01,28.0,NYK,NBA,2.0,0.0,0.5,0.0,1.5,2.0,0.75,0.0,0.0,1.5,,brunsri01,PG,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,,0.0,0.0
2001-02,29.0,POR,NBA,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,brunsri01,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-12,20.0,SAS,NBA,14.0,3.2,6.4,0.5,0.9,1.1,0.813,0.6,1.6,8.6,,leonaka01,SF,14.0,27.1,1.3,2.9,1.9,3.6,1.3,4.6,5.9,1.2,0.4,0.9,0.45,0.54,0.6
2012-13,21.0,SAS,NBA,21.0,5.5,10.0,0.545,1.5,2.3,0.633,1.0,1.9,13.5,,leonaka01,SF,21.0,36.9,1.1,2.8,4.4,7.2,2.4,6.7,9.0,1.8,0.5,1.1,0.39,0.605,0.6
2013-14,22.0,SAS,NBA,23.0,5.3,10.4,0.51,2.3,3.1,0.736,1.7,2.9,14.3,Finals MVP-1,leonaka01,SF,23.0,32.0,1.3,3.2,4.0,7.2,1.3,5.4,6.7,1.7,0.6,1.3,0.419,0.552,0.575
2014-15,23.0,SAS,NBA,7.0,7.4,15.6,0.477,3.9,5.0,0.771,2.6,2.6,20.3,,leonaka01,SF,7.0,35.7,1.6,3.7,5.9,11.9,1.9,5.6,7.4,1.1,0.6,2.1,0.423,0.494,0.528
2015-16,24.0,SAS,NBA,10.0,8.3,16.6,0.5,4.2,5.1,0.824,2.8,2.1,22.5,,leonaka01,SF,10.0,33.9,1.7,3.9,6.6,12.7,1.4,4.9,6.3,2.6,1.4,1.6,0.436,0.52,0.551
2016-17,25.0,SAS,NBA,12.0,8.8,16.8,0.525,7.9,8.5,0.931,4.6,1.8,27.7,,leonaka01,SF,12.0,35.8,2.1,4.6,6.8,12.3,1.6,6.2,7.8,1.7,0.5,2.2,0.455,0.551,0.587
,,,,,,,,,,,,,,,leonaka01,,,,,,,,,,,,,,,,
2018-19,27.0,TOR,NBA,24.0,10.1,20.7,0.49,8.0,9.0,0.884,3.9,2.3,30.5,Finals MVP-1,leonaka01,SF,24.0,39.1,2.3,6.0,7.8,14.6,2.3,6.8,9.1,1.7,0.7,3.1,0.379,0.536,0.545
2019-20,28.0,LAC,NBA,13.0,10.1,20.6,0.489,6.2,7.2,0.862,5.5,2.2,28.2,,leonaka01,SF,13.0,39.3,1.8,5.6,8.2,15.0,1.8,7.5,9.3,2.3,0.8,2.5,0.329,0.549,0.534
2020-21,29.0,LAC,NBA,11.0,11.1,19.4,0.573,6.0,6.8,0.88,4.4,2.6,30.4,,leonaka01,SF,11.0,39.3,2.2,5.5,8.9,13.8,2.0,5.7,7.7,2.1,0.8,2.2,0.393,0.645,0.629
,,,,,,,,,,,,,,,leonaka01,,,,,,,,,,,,,,,,
2022-23,31.0,LAC,NBA,2.0,12.0,22.0,0.545,7.5,8.5,0.882,6.0,2.5,34.5,,leonaka01,SF,2.0,40.0,3.0,5.0,9.0,17.0,1.5,5.0,6.5,2.0,0.5,3.0,0.6,0.529,0.614
2023-24,32.0,LAC,NBA,2.0,5.5,12.0,0.458,1.0,1.5,0.667,2.0,1.5,12.0,,leonaka01,SF,2.0,29.5,0.0,2.5,5.5,9.5,1.5,6.5,8.0,2.0,0.5,2.0,0.0,0.579,0.458
2024-25,33.0,LAC,NBA,7.0,9.4,17.6,0.537,4.0,5.1,0.778,4.7,1.7,25.0,,leonaka01,SF,7.0,37.9,2.1,5.3,7.3,12.3,1.6,6.0,7.6,1.1,0.7,2.1,0.405,0.593,0.598
1970-71,22.0,TEX,ABA,4.0,4.3,13.0,0.327,1.8,1.8,1.0,3.8,2.5,11.0,,hamiljo01,PG,,25.3,0.8,2.5,3.5,10.5,2.0,3.0,5.0,,,1.0,0.3,0.333,0.356
1971-72,23.0,DLC,ABA,4.0,3.8,11.5,0.326,1.8,2.3,0.778,3.3,2.5,10.0,,hamiljo01,PG,,22.3,0.8,3.3,3.0,8.3,,,2.8,,,0.5,0.231,0.364,0.359
,,,,,,,,,,,,,,,hamiljo01,,,,,,,,,,,,,,,,
1973-74,25.0,KEN,ABA,7.0,2.3,6.7,0.34,1.9,2.4,0.765,3.0,2.6,7.3,,hamiljo01,PG,,18.4,0.9,2.0,1.4,4.7,0.4,2.9,3.3,0.6,0.0,2.4,0.429,0.303,0.404
1975-76,22.0,INA,ABA,2.0,3.5,6.0,0.583,4.0,4.5,0.889,0.0,3.0,11.0,,roundda01,PF,,12.5,0.0,0.0,3.5,6.0,2.0,3.0,5.0,1.0,2.0,0.0,,0.583,0.583
,,,,,,,,,,,,,,,roundda01,,,,,,,,,,,,,,,,
1978-79,25.0,ATL,NBA,9.0,6.8,14.8,0.459,4.0,5.0,0.8,2.8,4.9,17.6,,roundda01,PF,,37.6,,,0.0,0.0,4.9,6.9,11.8,0.9,2.6,2.6,,0.459,0.459
1979-80,26.0,ATL,NBA,5.0,6.4,13.8,0.464,4.4,7.0,0.629,2.2,4.4,17.2,,roundda01,PF,,34.8,0.0,0.2,6.4,13.6,5.0,6.6,11.6,0.8,1.6,2.2,0.0,0.471,0.464
,,,,,,,,,,,,,,,roundda01,,,,,,,,,,,,,,,,
1981-82,28.0,ATL,NBA,2.0,8.5,18.0,0.472,4.0,7.0,0.571,1.0,4.0,21.0,,roundda01,PF,,42.5,0.0,0.0,8.5,18.0,3.0,8.0,11.0,1.0,2.0,3.0,,0.472,0.472
1982-83,29.0,ATL,NBA,3.0,8.0,16.7,0.48,1.7,3.7,0.455,3.3,1.7,17.7,,roundda01,PF,,41.3,0.0,0.3,8.0,16.3,2.0,12.0,14.0,1.3,1.3,3.7,0.0,0.49,0.48
1983-84,30.0,ATL,NBA,5.0,6.0,13.8,0.435,5.0,7.0,0.714,1.6,3.2,17.2,,roundda01,PF,,38.2,0.2,0.2,5.8,13.6,2.4,6.4,8.8,0.4,1.4,3.8,1.0,0.426,0.442
1984-85,31.0,DET,NBA,9.0,3.7,7.6,0.485,1.8,1.9,0.941,1.7,2.3,9.1,,roundda01,PF,8.0,23.9,0.0,0.0,3.7,7.6,2.1,4.6,6.7,0.4,0.7,1.7,,0.485,0.485
1985-86,32.0,WSB,NBA,5.0,5.6,10.6,0.528,2.8,3.4,0.824,2.0,3.4,14.0,,roundda01,PF,0.0,35.4,0.0,0.2,5.6,10.4,2.8,6.4,9.2,0.4,0.8,2.6,0.0,0.538,0.528
2024-25,23.0,HOU,NBA,7.0,3.0,6.3,0.477,0.6,1.1,0.5,0.7,1.9,7.6,,easonta01,PF,0.0,18.9,1.0,2.7,2.0,3.6,1.0,3.3,4.3,1.1,1.0,1.4,0.368,0.56,0.557
2024-25,23.0,MIA,NBA,2.0,0.5,0.5,1.0,0.0,0.0,,0.0,0.5,1.0,,johnske10,SF,0.0,4.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,,1.0,1.0
2018-19,24.0,LAC,NBA,4.0,0.5,1.5,0.333,0.0,0.0,,0.0,0.5,1.3,,thornsi01,SG,0.0,3.0,0.3,0.8,0.3,0.8,0.0,1.0,1.0,0.3,0.0,0.0,0.333,0.333,0.417
2017-18,29.0,MIN,NBA,5.0,1.4,3.2,0.438,1.0,1.4,0.714,0.6,1.2,4.6,,bjeline01,PF,0.0,9.4,0.8,1.4,0.6,1.8,0.8,2.2,3.0,0.6,0.0,0.2,0.571,0.333,0.563
,,,,,,,,,,,,,,,bjeline01,,,,,,,,,,,,,,,,
2020-21,32.0,MIA,NBA,2.0,2.5,5.5,0.455,2.0,3.0,0.667,1.0,2.5,9.0,,bjeline01,PF,0.0,15.0,2.0,4.0,0.5,1.5,0.5,2.0,2.5,1.0,0.5,0.0,0.5,0.333,0.636
2021-22,33.0,GSW,NBA,15.0,1.2,2.3,0.529,0.3,0.5,0.571,1.1,1.4,2.9,,bjeline01,C,0.0,10.0,0.2,0.5,1.0,1.7,0.4,1.7,2.1,0.3,0.1,0.5,0.375,0.577,0.574
2024-25,22.0,HOU,NBA,7.0,6.0,12.1,0.494,3.6,5.1,0.694,3.3,2.6,15.7,,thompam01,SF,7.0,33.0,0.1,0.6,5.9,11.6,2.7,4.1,6.9,1.7,0.9,1.7,0.25,0.506,0.5
2009-10,21.0,OKC,NBA,6.0,7.2,20.5,0.35,9.0,10.3,0.871,2.3,2.8,25.0,,duranke01,SF,6.0,38.5,1.7,5.8,5.5,14.7,1.3,6.3,7.7,0.5,1.3,3.7,0.286,0.375,0.39
2010-11,22.0,OKC,NBA,17.0,9.1,20.3,0.449,8.2,9.8,0.838,2.8,3.1,28.6,,duranke01,SF,17.0,42.5,2.2,6.4,6.9,13.9,1.1,7.1,8.2,0.9,1.1,2.5,0.339,0.5,0.503
2011-12,23.0,OKC,NBA,20.0,9.9,19.2,0.517,6.7,7.7,0.864,3.7,2.6,28.5,,duranke01,SF,20.0,41.9,2.1,5.5,7.9,13.7,0.7,6.8,7.4,1.5,1.2,3.2,0.373,0.575,0.57
2012-13,24.0,OKC,NBA,11.0,10.2,22.4,0.455,8.5,10.2,0.83,6.3,2.4,30.8,,duranke01,SF,11.0,44.1,2.0,6.4,8.2,16.0,0.6,8.4,9.0,1.3,1.1,3.9,0.314,0.511,0.5
2013-14,25.0,OKC,NBA,19.0,10.2,22.2,0.46,6.9,8.6,0.81,3.9,2.2,29.6,,duranke01,SF,19.0,42.9,2.3,6.6,7.9,15.6,1.3,7.6,8.9,1.0,1.3,3.8,0.344,0.508,0.511
,,,,,,,,,,,,,,,duranke01,,,,,,,,,,,,,,,,
2015-16,27.0,OKC,NBA,18.0,9.7,22.6,0.43,7.2,8.1,0.89,3.3,2.1,28.4,,duranke01,SF,18.0,40.3,1.7,6.1,8.0,16.5,0.7,6.4,7.1,1.0,1.0,3.6,0.282,0.485,0.468
2016-17,28.0,GSW,NBA,15.0,9.9,17.9,0.556,6.1,6.9,0.893,4.3,2.6,28.5,Finals MVP-1,duranke01,PF,15.0,35.5,2.5,5.7,7.4,12.1,1.1,6.9,7.9,0.8,1.3,2.5,0.442,0.61,0.627
2017-18,29.0,GSW,NBA,21.0,10.1,20.7,0.487,6.5,7.2,0.901,4.7,2.0,29.0,Finals MVP-1,duranke01,SF,21.0,38.4,2.2,6.6,7.9,14.1,0.6,7.1,7.8,0.7,1.2,2.4,0.341,0.556,0.541
2018-19,30.0,GSW,NBA,12.0,10.4,20.3,0.514,8.5,9.4,0.903,4.5,3.2,32.3,,duranke01,SF,12.0,36.8,2.9,6.7,7.5,13.6,0.1,4.8,4.9,1.1,1.0,3.6,0.438,0.552,0.586
,,,,,,,,,,,,,,,duranke01,,,,,,,,,,,,,,,,
2020-21,32.0,BRK,NBA,12.0,12.1,23.5,0.514,7.3,8.4,0.871,4.4,2.6,34.3,,duranke01,PF,12.0,40.4,2.8,6.8,9.3,16.7,0.4,8.8,9.3,1.5,1.6,3.5,0.402,0.56,0.573
2021-22,33.0,BRK,NBA,4.0,8.0,20.8,0.386,8.5,9.5,0.895,6.3,3.8,26.3,,duranke01,PF,4.0,44.0,1.8,5.3,6.3,15.5,0.5,5.3,5.8,1.0,0.3,5.3,0.333,0.403,0.428
2022-23,34.0,PHO,NBA,11.0,9.7,20.4,0.478,8.0,8.7,0.917,5.5,2.6,29.0,,duranke01,PF,11.0,42.4,1.5,4.6,8.2,15.7,0.6,8.1,8.7,0.8,1.4,3.5,0.333,0.52,0.516
2023-24,35.0,PHO,NBA,4.0,9.3,16.8,0.552,7.0,8.5,0.824,3.3,2.0,26.8,,duranke01,PF,4.0,42.0,1.3,3.0,8.0,13.8,0.3,6.3,6.5,0.5,1.5,2.5,0.417,0.582,0.59
2019-20,26.0,IND,NBA,4.0,2.5,4.0,0.625,0.0,0.0,,1.0,2.5,5.0,,sampsja02,PF,0.0,12.5,0.0,0.0,2.5,4.0,0.3,3.0,3.3,0.5,0.0,0.5,,0.625,0.625
2024-25,20.0,HOU,NBA,3.0,0.0,0.7,0.0,0.0,0.0,,0.3,0.3,0.0,,sheppre01,PG,0.0,3.3,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.0,,0.0
1971-72,21.0,KEN,ABA,2.0,1.5,7.0,0.214,0.0,0.0,,4.0,1.0,3.0,,galemi01,SG,,15.5,0.0,1.0,1.5,6.0,,,2.0,,,0.5,0.0,0.25,0.214
1972-73,22.0,KEN,ABA,12.0,1.9,4.8,0.397,1.7,1.9,0.87,3.3,3.4,5.5,,galemi01,PG,,24.3,0.0,0.2,1.9,4.7,0.7,1.8,2.5,,,1.3,0.0,0.411,0.397
1973-74,23.0,NYA,ABA,14.0,3.4,7.9,0.436,1.4,1.4,0.95,4.1,2.4,8.3,,galemi01,PG,,26.2,0.1,0.1,3.4,7.8,0.7,3.4,4.1,1.4,1.3,1.7,1.0,0.431,0.441
1974-75,24.0,NYA,ABA,3.0,3.0,6.3,0.474,1.0,2.0,0.5,2.3,2.3,7.7,,galemi01,PG,,24.3,0.7,1.3,2.3,5.0,0.3,1.3,1.7,2.3,2.0,0.3,0.5,0.467,0.526
1975-76,25.0,SAA,ABA,7.0,6.4,14.0,0.459,1.9,2.4,0.765,7.1,2.3,14.7,,galemi01,SG,,40.9,0.0,0.3,6.4,13.7,1.3,4.4,5.7,3.4,1.4,3.3,0.0,0.469,0.459
1976-77,26.0,SAS,NBA,2.0,4.5,11.5,0.391,2.0,3.5,0.571,5.0,4.5,11.0,,galemi01,SG,,33.5,,,0.0,0.0,2.5,2.5,5.0,2.0,1.0,,,0.391,0.391
1977-78,27.0,SAS,NBA,6.0,4.2,9.3,0.446,0.3,0.7,0.5,5.2,2.5,8.7,,galemi01,SG,,33.5,,,0.0,0.0,1.2,3.0,4.2,1.2,0.7,2.8,,0.446,0.446
1978-79,28.0,SAS,NBA,14.0,2.7,6.2,0.437,1.4,1.6,0.864,4.0,2.4,6.8,,galemi01,SG,,21.6,,,0.0,0.0,0.7,1.4,2.1,1.1,0.3,1.1,,0.437,0.437
1979-80,29.0,SAS,NBA,3.0,2.7,6.7,0.4,1.3,2.3,0.571,5.3,2.0,7.0,,galemi01,PG,,23.0,0.3,1.3,2.3,5.3,0.3,1.7,2.0,1.7,0.0,1.0,0.25,0.438,0.425
1980-81,30.0,POR,NBA,3.0,1.3,5.3,0.25,0.0,0.0,,3.0,0.7,2.7,,galemi01,PG,,17.0,0.0,0.0,1.3,5.3,0.7,1.0,1.7,1.7,0.0,0.7,,0.25,0.25
1983-84,24.0,DET,NBA,5.0,9.6,20.4,0.471,8.2,10.2,0.804,3.0,4.4,27.4,,tripuke01,SF,,41.6,0.0,0.2,9.6,20.2,2.0,2.6,4.6,2.2,0.0,3.6,0.0,0.475,0.471
1984-85,25.0,DET,NBA,9.0,5.4,13.1,0.415,3.9,4.4,0.875,3.2,2.4,14.8,,tripuke01,SF,9.0,32.0,0.0,0.1,5.4,13.0,2.1,2.2,4.3,0.4,0.3,2.1,0.0,0.419,0.415
1985-86,26.0,DET,NBA,4.0,8.3,17.8,0.465,5.3,5.8,0.913,2.3,3.5,21.8,,tripuke01,SF,4.0,43.8,0.0,0.0,8.3,17.8,2.5,3.3,5.8,0.8,0.5,4.0,,0.465,0.465
1986-87,27.0,UTA,NBA,5.0,2.8,4.0,0.7,0.8,0.8,1.0,0.6,1.2,6.4,,tripuke01,SF,5.0,14.0,0.0,0.6,2.8,3.4,0.2,1.2,1.4,0.8,0.0,1.4,0.0,0.824,0.7
1987-88,28.0,UTA,NBA,2.0,0.5,1.5,0.333,0.0,0.0,,0.5,0.5,1.0,,tripuke01,SF,0.0,4.5,0.0,0.0,0.5,1.5,0.5,0.0,0.5,0.0,0.0,0.5,,0.333,0.333
1972-73,28.0,ATL,NBA,3.0,1.0,2.3,0.429,0.0,0.0,,1.3,2.0,2.0,,wetzejo01,SG,,11.0,,,,,,,0.7,,,,,,
