Season,Age,Team,Lg,G,FG,FGA,FG%,FT,FTA,FT%,AST,PF,PTS,Awards,player_id,Pos,GS,MP,3P,3PA,2P,2PA,ORB,DRB,TRB,STL,BLK,TOV,3P%,2P%,eFG%
2001-02,23.0,NJN,NBA,17.0,0.7,1.9,0.364,1.5,2.2,0.658,0.4,2.8,2.9,,collija04,C,0.0,13.4,0.0,0.0,0.7,1.9,1.4,1.0,2.4,0.3,0.4,0.7,,0.364,0.364
2002-03,24.0,NJN,NBA,20.0,1.7,4.6,0.363,2.6,3.1,0.836,0.9,3.7,5.9,,collija04,C,20.0,26.5,0.0,0.1,1.7,4.5,2.6,3.7,6.3,0.7,0.6,0.9,0.0,0.371,0.363
2003-04,25.0,NJN,NBA,11.0,1.3,3.5,0.368,1.1,1.5,0.75,1.5,4.5,3.6,,collija04,C,11.0,24.2,0.0,0.0,1.3,3.5,1.6,2.4,4.0,0.3,0.9,1.4,,0.368,0.368
2004-05,26.0,NJN,NBA,4.0,1.0,4.3,0.235,0.8,2.0,0.375,0.3,4.8,2.8,,collija04,C,4.0,32.0,0.0,0.0,1.0,4.3,2.3,4.3,6.5,0.5,0.0,1.3,,0.235,0.235
2005-06,27.0,NJN,NBA,11.0,0.8,2.3,0.36,1.2,2.0,0.591,0.3,5.0,2.8,,collija04,C,11.0,27.5,0.0,0.0,0.8,2.3,1.8,3.2,5.0,0.5,0.2,0.8,,0.36,0.36
2006-07,28.0,NJN,NBA,12.0,1.0,1.8,0.571,0.3,0.9,0.364,0.2,3.8,2.3,,collija04,PF,12.0,27.4,0.0,0.0,1.0,1.8,1.3,2.0,3.3,0.6,0.3,1.3,,0.571,0.571
,,,,,,,,,,,,,,,collija04,,,,,,,,,,,,,,,,
2009-10,31.0,ATL,NBA,3.0,1.0,1.7,0.6,0.0,0.0,,0.0,2.3,2.0,,collija04,C,0.0,3.3,0.0,0.0,1.0,1.7,1.0,0.7,1.7,0.0,0.0,0.3,,0.6,0.6
2010-11,32.0,ATL,NBA,12.0,0.8,1.2,0.643,0.3,0.7,0.375,0.1,2.6,1.8,,collija04,C,9.0,13.2,0.0,0.0,0.8,1.2,0.5,0.9,1.4,0.4,0.3,0.4,,0.643,0.643
2011-12,33.0,ATL,NBA,5.0,1.2,2.2,0.545,0.0,0.0,,0.0,3.2,2.4,,collija04,C,4.0,17.0,0.0,0.0,1.2,2.2,0.8,1.6,2.4,0.2,0.0,2.0,,0.545,0.545
1995-96,22.0,SAC,NBA,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,willico02,SF,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,willico02,,,,,,,,,,,,,,,,
1998-99,25.0,SAC,NBA,5.0,4.6,8.0,0.575,1.4,2.0,0.7,1.2,2.6,10.6,,willico02,SF,5.0,26.0,0.0,0.0,4.6,8.0,1.4,1.8,3.2,0.4,0.2,1.2,,0.575,0.575
1999-00,26.0,SAC,NBA,5.0,2.2,3.2,0.688,2.2,2.4,0.917,0.2,1.6,6.6,,willico02,SF,5.0,17.4,0.0,0.0,2.2,3.2,0.8,2.2,3.0,0.2,0.0,1.0,,0.688,0.688
,,,,,,,,,,,,,,,willico02,,,,,,,,,,,,,,,,
2001-02,28.0,DET,NBA,10.0,5.2,11.2,0.464,2.9,3.8,0.763,1.0,3.1,13.3,,willico02,SF,0.0,26.9,0.0,0.2,5.2,11.0,1.9,3.4,5.3,0.9,0.2,2.2,0.0,0.473,0.464
2002-03,29.0,DET,NBA,15.0,2.5,6.0,0.411,2.9,3.9,0.741,1.0,2.5,7.8,,willico02,SF,0.0,15.5,0.0,0.0,2.5,6.0,0.9,1.3,2.2,0.3,0.2,1.3,,0.411,0.411
2003-04,30.0,DET,NBA,22.0,2.0,5.5,0.364,1.7,2.1,0.809,0.7,2.7,5.7,,willico02,PF,0.0,14.9,0.0,0.0,2.0,5.5,0.9,1.3,2.2,0.3,0.1,1.1,0.0,0.367,0.364
2004-05,31.0,SAC,NBA,5.0,1.2,3.2,0.375,2.8,3.6,0.778,0.6,2.2,5.2,,willico02,PF,0.0,8.0,0.0,0.2,1.2,3.0,0.8,0.4,1.2,0.2,0.4,0.8,0.0,0.4,0.375
2005-06,32.0,SAC,NBA,3.0,0.7,1.7,0.4,1.0,1.0,1.0,0.0,1.0,2.3,,willico02,SF,0.0,3.7,0.0,0.0,0.7,1.7,0.0,0.3,0.3,0.0,0.0,0.0,,0.4,0.4
2011-12,23.0,MIA,NBA,19.0,0.6,1.9,0.324,0.4,0.5,0.778,0.6,1.3,1.8,,coleno01,PG,0.0,8.9,0.2,0.6,0.5,1.3,0.1,0.5,0.5,0.4,0.0,0.3,0.25,0.36,0.365
2012-13,24.0,MIA,NBA,21.0,2.3,4.9,0.48,0.7,0.9,0.737,2.0,1.9,6.1,,coleno01,PG,0.0,19.9,0.8,1.5,1.5,3.3,0.3,1.6,1.9,0.7,0.1,1.1,0.531,0.457,0.564
2013-14,25.0,MIA,NBA,20.0,1.6,3.9,0.41,0.7,0.8,0.867,1.8,1.7,4.6,,coleno01,PG,0.0,20.2,0.8,2.0,0.9,1.9,0.1,1.1,1.1,0.5,0.1,1.0,0.375,0.447,0.506
2014-15,26.0,NOP,NBA,4.0,3.8,9.0,0.417,0.5,0.8,0.667,1.8,3.8,8.8,,coleno01,PG,0.0,26.5,0.8,3.5,3.0,5.5,0.3,1.5,1.8,0.0,0.3,2.0,0.214,0.545,0.458
,,,,,,,,,,,,,,,coleno01,,,,,,,,,,,,,,,,
2016-17,28.0,OKC,NBA,4.0,0.5,2.0,0.25,0.0,0.0,,0.3,1.0,1.3,,coleno01,PG,0.0,6.3,0.3,1.0,0.3,1.0,0.0,0.3,0.3,0.0,0.3,0.5,0.25,0.25,0.313
2012-13,24.0,CHI,NBA,3.0,0.3,0.7,0.5,0.3,1.7,0.2,0.0,0.0,1.0,,thomama01,PF,0.0,2.0,0.0,0.0,0.3,0.7,1.3,0.0,1.3,0.0,0.0,0.0,,0.5,0.5
1974-75,23.0,HOU,NBA,8.0,4.4,10.1,0.432,2.1,3.3,0.654,1.5,4.6,10.9,,kunneke01,C,,30.5,,,0.0,0.0,1.4,6.1,7.5,0.5,1.6,,,0.432,0.432
,,,,,,,,,,,,,,,kunneke01,,,,,,,,,,,,,,,,
1976-77,25.0,HOU,NBA,12.0,4.3,8.7,0.49,1.0,1.9,0.522,1.2,4.3,9.5,,kunneke01,C,,27.3,,,0.0,0.0,4.0,4.9,8.9,0.2,0.7,,,0.49,0.49
,,,,,,,,,,,,,,,kunneke01,,,,,,,,,,,,,,,,
1980-81,29.0,POR,NBA,3.0,1.7,3.3,0.5,0.3,1.3,0.25,0.3,2.3,3.7,,kunneke01,C,,14.3,0.0,0.3,1.7,3.0,0.7,2.3,3.0,0.3,0.0,1.0,0.0,0.556,0.5
1946-47,26.0,STB,BAA,3.0,1.3,12.0,0.111,0.7,0.7,1.0,0.3,3.3,3.3,,martido01,,,,,,,,,,,,,,,,
1947-48,27.0,STB,BAA,5.0,1.0,4.0,0.25,0.2,0.2,1.0,0.2,1.2,2.2,,martido01,,,,,,,,,,,,,,,,
1996-97,22.0,NYK,NBA,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,,mccarwa01,PF,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.0,1.0
,,,,,,,,,,,,,,,mccarwa01,,,,,,,,,,,,,,,,
2001-02,27.0,BOS,NBA,14.0,1.2,2.7,0.447,0.5,0.6,0.778,0.3,1.4,3.1,,mccarwa01,PF,0.0,13.9,0.2,1.3,1.0,1.4,0.6,1.9,2.4,0.3,0.0,0.3,0.167,0.7,0.487
2002-03,28.0,BOS,NBA,10.0,3.6,7.5,0.48,0.6,0.7,0.857,2.2,3.5,9.9,,mccarwa01,SF,8.0,35.2,2.1,5.2,1.5,2.3,1.0,3.3,4.3,0.8,0.5,1.1,0.404,0.652,0.62
2003-04,29.0,BOS,NBA,4.0,2.8,5.8,0.478,0.0,0.0,,2.0,1.8,7.0,,mccarwa01,PF,4.0,31.8,1.5,3.8,1.3,2.0,0.8,4.5,5.3,0.5,0.5,1.0,0.4,0.625,0.609
2004-05,30.0,PHO,NBA,8.0,0.3,1.1,0.222,0.0,0.3,0.0,0.4,1.6,0.8,,mccarwa01,PF,0.0,6.9,0.3,0.8,0.0,0.4,0.0,0.8,0.8,0.3,0.3,0.1,0.333,0.0,0.333
2005-06,31.0,LAC,NBA,8.0,0.1,0.5,0.25,0.0,0.0,,0.0,0.3,0.3,,mccarwa01,SF,0.0,1.3,0.0,0.1,0.1,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.333,0.25
2014-15,25.0,GSW,NBA,5.0,0.2,0.4,0.5,0.0,0.0,,0.2,0.2,0.6,,holidju01,SG,0.0,2.2,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.4,1.0,0.0,0.75
,,,,,,,,,,,,,,,holidju01,,,,,,,,,,,,,,,,
2019-20,30.0,IND,NBA,4.0,2.5,5.3,0.476,0.3,0.8,0.333,0.8,2.0,7.3,,holidju01,SF,2.0,32.8,2.0,4.0,0.5,1.3,1.0,2.8,3.8,1.5,1.3,0.8,0.5,0.4,0.667
,,,,,,,,,,,,,,,holidju01,,,,,,,,,,,,,,,,
2023-24,34.0,DEN,NBA,12.0,0.9,2.9,0.314,0.2,0.3,0.5,0.3,1.3,2.9,,holidju01,SG,0.0,12.5,0.9,2.4,0.0,0.5,0.1,1.6,1.7,0.5,0.0,0.3,0.379,0.0,0.471
2010-11,22.0,NYK,NBA,4.0,0.8,3.8,0.2,0.3,1.5,0.167,1.3,0.0,1.8,,fieldla01,SG,4.0,17.8,0.0,1.0,0.8,2.8,0.3,1.0,1.3,0.5,0.8,1.0,0.0,0.273,0.2
2011-12,23.0,NYK,NBA,5.0,3.0,6.2,0.484,1.0,1.4,0.714,1.4,1.0,7.2,,fieldla01,SG,4.0,23.0,0.2,1.0,2.8,5.2,0.8,2.2,3.0,0.6,0.0,1.8,0.2,0.538,0.5
,,,,,,,,,,,,,,,fieldla01,,,,,,,,,,,,,,,,
2013-14,25.0,TOR,NBA,3.0,0.0,0.7,0.0,0.0,0.0,,0.3,0.7,0.0,,fieldla01,SF,0.0,8.7,0.0,0.0,0.0,0.7,0.7,1.7,2.3,1.3,0.3,0.3,,0.0,0.0
1974-75,22.0,WSB,NBA,5.0,0.6,1.8,0.333,0.2,0.4,0.5,0.6,0.2,1.4,,duvalde01,PG,,2.8,,,,,0.0,0.6,0.6,0.0,0.0,,,,
1947-48,24.0,BLB,BAA,11.0,3.5,13.7,0.252,4.1,5.7,0.714,1.1,4.1,11.0,,hermskl01,,,,,,,,,,,,,,,,
1948-49,25.0,WSC,BAA,11.0,3.6,13.5,0.268,5.0,7.5,0.663,1.1,4.8,12.3,,hermskl01,,,,,,,,,,,,,,,,
1949-50,26.0,CHS,NBA,2.0,3.5,12.0,0.292,2.0,2.5,0.8,2.5,6.0,9.0,,hermskl01,,,,,,,,,,,,,,,,
1950-51,27.0,BOS,NBA,2.0,0.5,3.0,0.167,0.0,0.0,,0.0,3.0,1.0,,hermskl01,,,,,,,,,,1.5,,,,,,
1982-83,26.0,POR,NBA,7.0,5.1,10.6,0.486,2.1,2.4,0.882,1.3,4.7,12.4,,coopewa01,C,,32.6,0.0,0.0,5.1,10.6,3.4,4.6,8.0,0.3,1.1,2.4,,0.486,0.486
1983-84,27.0,POR,NBA,5.0,2.0,5.4,0.37,0.8,1.6,0.5,0.8,2.8,4.8,,coopewa01,C,,20.8,0.0,0.0,2.0,5.4,2.2,1.8,4.0,0.2,0.8,1.0,,0.37,0.37
1984-85,28.0,DEN,NBA,15.0,4.5,9.5,0.469,2.0,2.7,0.75,1.3,3.5,10.9,,coopewa01,C,12.0,21.4,0.0,0.0,4.5,9.5,2.3,3.9,6.2,0.5,2.4,1.3,,0.469,0.469
1985-86,29.0,DEN,NBA,8.0,3.0,7.0,0.429,1.9,2.8,0.682,0.9,3.9,7.9,,coopewa01,C,4.0,19.3,0.0,0.1,3.0,6.9,1.4,3.6,5.0,0.3,0.6,1.4,0.0,0.436,0.429
1986-87,30.0,DEN,NBA,3.0,1.7,4.0,0.417,0.7,0.7,1.0,0.7,3.0,4.0,,coopewa01,C,1.0,13.7,0.0,0.0,1.7,4.0,2.0,3.7,5.7,0.0,0.3,0.3,,0.417,0.417
1987-88,31.0,DEN,NBA,9.0,0.9,2.6,0.348,0.2,0.2,1.0,0.7,2.1,2.0,,coopewa01,C,0.0,10.7,0.0,0.0,0.9,2.6,1.8,1.9,3.7,0.3,0.9,0.4,,0.348,0.348
1988-89,32.0,DEN,NBA,3.0,2.0,4.0,0.5,0.0,0.0,,0.7,3.3,4.0,,coopewa01,C,3.0,14.7,0.0,0.0,2.0,4.0,1.3,3.0,4.3,0.3,0.7,0.0,,0.5,0.5
1989-90,33.0,POR,NBA,18.0,1.1,2.6,0.404,0.6,1.1,0.526,0.3,2.2,2.7,,coopewa01,C,0.0,13.8,0.0,0.0,1.1,2.6,1.4,2.6,3.9,0.3,1.6,0.3,,0.404,0.404
1990-91,34.0,POR,NBA,3.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.7,,coopewa01,C,0.0,4.3,0.0,0.0,0.3,0.7,0.3,1.3,1.7,0.0,0.0,0.3,,0.5,0.5
1991-92,35.0,POR,NBA,3.0,0.7,1.3,0.5,0.0,0.0,,0.0,1.3,1.3,,coopewa01,C,0.0,9.0,0.0,0.0,0.7,1.3,0.3,2.3,2.7,0.0,1.0,0.3,,0.5,0.5
2009-10,20.0,OKC,NBA,6.0,2.0,5.2,0.387,2.7,3.2,0.842,1.8,2.3,7.7,,hardeja01,SG,0.0,20.0,1.0,2.7,1.0,2.5,0.2,2.3,2.5,1.0,0.2,0.5,0.375,0.4,0.484
2010-11,21.0,OKC,NBA,17.0,3.9,8.2,0.475,3.9,4.7,0.825,3.6,2.8,13.0,,hardeja01,SG,0.0,31.6,1.4,4.5,2.5,3.7,0.6,4.8,5.4,1.2,0.8,1.6,0.303,0.683,0.558
2011-12,22.0,OKC,NBA,20.0,4.7,10.7,0.435,5.4,6.3,0.857,3.4,3.4,16.3,,hardeja01,SG,0.0,31.5,1.6,3.9,3.1,6.8,0.7,4.5,5.1,1.6,0.1,2.1,0.41,0.449,0.509
2012-13,23.0,HOU,NBA,6.0,7.5,19.2,0.391,8.8,11.0,0.803,4.5,3.0,26.3,,hardeja01,SG,6.0,40.5,2.5,7.3,5.0,11.8,0.8,5.8,6.7,2.0,1.0,4.5,0.341,0.423,0.457
2013-14,24.0,HOU,NBA,6.0,8.3,22.2,0.376,7.5,8.3,0.9,5.8,3.5,26.8,,hardeja01,SG,6.0,43.8,2.7,9.0,5.7,13.2,0.8,3.8,4.7,2.0,0.2,3.5,0.296,0.43,0.436
2014-15,25.0,HOU,NBA,17.0,7.6,17.3,0.439,9.6,10.5,0.916,7.5,2.9,27.2,,hardeja01,SG,17.0,37.4,2.4,6.3,5.2,11.0,0.7,5.0,5.7,1.6,0.4,4.5,0.383,0.471,0.509
2015-16,26.0,HOU,NBA,5.0,8.2,20.0,0.41,7.6,9.0,0.844,7.6,2.6,26.6,,hardeja01,SG,5.0,38.6,2.6,8.4,5.6,11.6,1.4,3.8,5.2,2.4,0.2,5.2,0.31,0.483,0.475
2016-17,27.0,HOU,NBA,11.0,8.2,19.8,0.413,9.2,10.5,0.878,8.5,3.9,28.5,,hardeja01,PG,11.0,37.0,2.9,10.5,5.3,9.4,0.6,4.8,5.5,1.9,0.5,5.4,0.278,0.563,0.486
2017-18,28.0,HOU,NBA,17.0,9.3,22.6,0.41,6.9,7.8,0.887,6.8,2.7,28.6,,hardeja01,SG,17.0,36.5,3.1,10.2,6.2,12.4,0.8,4.4,5.2,2.2,0.6,3.8,0.299,0.502,0.478
2018-19,29.0,HOU,NBA,11.0,9.9,24.0,0.413,7.5,8.9,0.837,6.6,3.7,31.6,,hardeja01,PG,11.0,38.5,4.4,12.5,5.5,11.5,0.8,6.0,6.8,2.2,0.9,4.6,0.35,0.48,0.504
2019-20,30.0,HOU,NBA,12.0,9.1,19.0,0.478,8.2,9.7,0.845,7.7,3.6,29.6,,hardeja01,SG,12.0,37.3,3.3,9.8,5.8,9.3,1.0,4.6,5.6,1.5,0.8,3.8,0.333,0.631,0.564
2020-21,31.0,BRK,NBA,9.0,5.7,12.0,0.472,6.2,6.9,0.903,8.6,2.6,20.2,,hardeja01,PG,9.0,35.8,2.7,7.3,3.0,4.7,0.8,5.6,6.3,1.7,0.7,2.9,0.364,0.643,0.583
2021-22,32.0,PHI,NBA,12.0,5.3,13.2,0.405,5.6,6.3,0.893,8.6,2.4,18.6,,hardeja01,PG,12.0,39.9,2.3,6.3,3.0,6.8,0.9,4.8,5.7,0.8,0.7,4.2,0.368,0.439,0.494
2022-23,33.0,PHI,NBA,11.0,6.5,16.6,0.393,4.4,5.0,0.873,8.3,2.5,20.3,,hardeja01,PG,11.0,38.8,2.8,7.5,3.7,9.2,0.5,5.6,6.2,1.8,0.4,3.2,0.378,0.406,0.478
2023-24,34.0,LAC,NBA,6.0,6.7,14.8,0.449,4.8,5.3,0.906,8.0,2.2,21.2,,hardeja01,PG,6.0,40.3,3.0,7.8,3.7,7.0,0.5,4.0,4.5,1.0,1.0,2.3,0.383,0.524,0.551
2024-25,35.0,LAC,NBA,7.0,6.3,14.4,0.436,3.9,4.7,0.818,9.1,2.3,18.7,,hardeja01,PG,7.0,39.4,2.3,6.3,4.0,8.1,0.6,4.9,5.4,1.3,1.0,3.0,0.364,0.491,0.515
1967-68,27.0,KEN,ABA,5.0,7.6,20.0,0.38,6.2,7.2,0.861,2.6,3.0,23.0,,carrida01,SG,,42.2,1.6,4.2,6.0,15.8,,,5.0,,,2.2,0.381,0.38,0.42
1968-69,28.0,KEN,ABA,7.0,7.3,16.7,0.436,7.4,9.1,0.813,2.7,4.0,24.0,,carrida01,SG,,43.3,2.0,4.0,5.3,12.7,,,3.0,,,2.6,0.5,0.416,0.496
1969-70,29.0,KEN,ABA,12.0,7.3,19.0,0.382,5.8,6.6,0.886,2.4,3.8,21.5,,carrida01,SG,,40.6,1.2,3.2,6.1,15.8,,,3.8,,,2.8,0.368,0.384,0.412
1970-71,30.0,KEN,ABA,19.0,6.8,14.7,0.464,4.6,5.2,0.898,3.6,3.4,19.4,,carrida01,SG,,35.5,1.1,3.1,5.7,11.7,0.6,2.5,3.1,,,2.8,0.362,0.491,0.502
1971-72,31.0,KEN,ABA,2.0,1.5,4.0,0.375,0.0,0.0,,0.5,1.5,3.0,,carrida01,SG,,8.5,0.0,0.5,1.5,3.5,,,0.5,,,2.0,0.0,0.429,0.375
2009-10,25.0,BOS,NBA,17.0,1.4,3.8,0.375,0.7,0.9,0.8,1.1,0.9,4.2,,robinna01,PG,0.0,7.5,0.6,1.9,0.8,1.8,0.2,0.6,0.8,0.4,0.1,0.4,0.333,0.419,0.461
2010-11,26.0,OKC,NBA,3.0,0.7,2.3,0.286,0.7,0.7,1.0,0.3,0.3,2.7,,robinna01,PG,0.0,4.0,0.7,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.429
,,,,,,,,,,,,,,,robinna01,,,,,,,,,,,,,,,,
2012-13,28.0,CHI,NBA,12.0,5.9,13.6,0.436,2.6,3.4,0.756,4.4,3.2,16.3,,robinna01,PG,8.0,33.7,1.8,5.4,4.1,8.2,0.5,2.2,2.7,1.0,0.2,2.7,0.338,0.5,0.503
1971-72,22.0,DNR,ABA,3.0,0.7,2.3,0.286,0.7,0.7,1.0,0.0,0.3,2.0,,roberma01,SF,,6.7,0.0,0.3,0.7,2.0,,,0.7,,,0.7,0.0,0.333,0.286
1972-73,23.0,DNR,ABA,2.0,2.0,4.0,0.5,1.0,1.0,1.0,0.5,2.5,5.0,,roberma01,SF,,12.0,0.0,0.0,2.0,4.0,0.0,1.5,1.5,,,0.0,,0.5,0.5
1973-74,24.0,CAR,ABA,4.0,5.0,12.0,0.417,2.5,3.0,0.833,1.8,2.5,12.5,,roberma01,PF,,29.8,0.0,0.0,5.0,12.0,2.8,3.5,6.3,0.5,0.3,0.5,,0.417,0.417
1974-75,25.0,KEN,ABA,15.0,4.0,7.7,0.522,2.1,2.7,0.756,1.5,1.9,10.1,,roberma01,SF,,17.3,0.0,0.0,4.0,7.7,1.8,1.8,3.6,0.2,0.0,1.2,,0.522,0.522
1997-98,28.0,CLE,NBA,1.0,0.0,1.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,,thomaca01,SG,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0
1967-68,25.0,INA,ABA,3.0,8.7,19.0,0.456,4.3,7.0,0.619,6.7,4.7,21.7,,brownro01,SF,,43.0,0.0,1.0,8.7,18.0,,,10.3,,,4.0,0.0,0.481,0.456
1968-69,26.0,INA,ABA,17.0,9.9,19.4,0.514,7.1,9.1,0.774,3.4,5.1,27.0,,brownro01,SF,,39.3,0.1,0.3,9.9,19.1,,,8.4,,,2.9,0.2,0.519,0.515
1969-70,27.0,INA,ABA,15.0,10.1,21.2,0.475,7.2,8.7,0.824,5.6,3.9,28.5,ABA Playoffs-1,brownro01,SF,,46.2,1.2,3.4,8.9,17.8,,,10.1,,,3.2,0.353,0.498,0.503
1970-71,28.0,INA,ABA,11.0,8.0,17.6,0.454,4.9,6.3,0.783,4.8,3.8,21.8,,brownro01,SF,,43.4,0.9,3.0,7.1,14.6,2.4,5.3,7.6,,,2.0,0.303,0.484,0.479
1971-72,29.0,INA,ABA,20.0,8.0,16.5,0.486,3.7,4.5,0.822,4.1,3.3,20.5,,brownro01,SF,,42.3,0.8,1.7,7.3,14.8,,,6.1,,,1.8,0.441,0.492,0.509
1972-73,30.0,INA,ABA,17.0,4.8,9.4,0.513,2.2,2.9,0.755,2.4,3.4,12.6,,brownro01,SF,,34.4,0.8,1.7,4.1,7.7,1.2,3.2,4.4,,,1.4,0.448,0.527,0.553
1973-74,31.0,INA,ABA,13.0,5.2,11.6,0.444,3.1,3.8,0.816,3.7,3.4,14.1,,brownro01,SF,,34.8,0.7,2.1,4.5,9.5,1.8,4.0,5.8,0.7,1.0,0.8,0.333,0.468,0.474
1974-75,32.0,INA,ABA,14.0,1.6,3.7,0.423,1.1,1.4,0.842,1.5,1.7,4.4,,brownro01,SF,,13.0,0.1,0.6,1.4,3.1,0.6,1.3,1.9,0.3,0.6,0.4,0.25,0.455,0.442
2001-02,25.0,BOS,NBA,16.0,8.2,19.9,0.411,3.1,4.0,0.781,3.3,3.5,22.1,,walkean02,PF,16.0,43.9,2.6,6.8,5.6,13.1,1.4,7.2,8.6,1.5,0.4,3.4,0.385,0.424,0.476
2002-03,26.0,BOS,NBA,10.0,7.3,17.6,0.415,1.1,2.2,0.5,4.3,4.4,17.3,,walkean02,PF,10.0,44.0,1.6,4.5,5.7,13.1,2.0,6.7,8.7,1.7,0.4,3.7,0.356,0.435,0.46
2003-04,27.0,DAL,NBA,5.0,4.4,12.2,0.361,0.8,1.4,0.571,2.4,2.6,9.8,,walkean02,PF,5.0,28.0,0.2,2.0,4.2,10.2,4.6,5.4,10.0,1.2,0.6,1.8,0.1,0.412,0.369
2004-05,28.0,BOS,NBA,6.0,7.2,17.3,0.413,1.2,1.8,0.636,2.3,3.2,16.7,,walkean02,PF,6.0,37.3,1.2,3.2,6.0,14.2,2.7,4.7,7.3,1.2,1.0,3.0,0.368,0.424,0.447
2005-06,29.0,MIA,NBA,23.0,5.0,12.3,0.403,1.3,2.3,0.574,2.4,3.0,13.3,,walkean02,PF,23.0,37.5,2.1,6.4,2.9,5.9,0.7,4.9,5.6,1.0,0.3,2.0,0.324,0.489,0.488
2006-07,30.0,MIA,NBA,4.0,3.8,9.3,0.405,2.3,2.8,0.818,1.5,2.8,11.8,,walkean02,PF,0.0,23.0,2.0,4.0,1.8,5.3,0.5,1.8,2.3,0.5,0.3,1.0,0.5,0.333,0.514
2004-05,31.0,HOU,NBA,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,norrimo01,PG,0.0,3.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1954-55,22.0,BOS,NBA,5.0,2.4,4.8,0.5,1.0,2.0,0.5,0.2,1.4,5.8,,palazto01,SG,,6.0,,,,,,,2.8,,,,,,
1955-56,23.0,BOS,NBA,2.0,0.5,2.5,0.2,0.0,0.0,,0.0,0.5,1.0,,palazto01,SF,,3.5,,,,,,,1.0,,,,,,
1956-57,24.0,SYR,NBA,5.0,3.8,9.8,0.388,1.4,1.8,0.778,1.0,2.2,9.0,,palazto01,SF,,17.4,,,,,,,3.6,,,,,,
1957-58,25.0,SYR,NBA,3.0,1.0,4.7,0.214,1.0,2.0,0.5,0.0,1.3,3.0,,palazto01,SF,,8.3,,,,,,,1.3,,,,,,
1958-59,26.0,SYR,NBA,8.0,1.6,5.5,0.295,1.3,1.8,0.714,0.8,1.3,4.5,,palazto01,SF,,8.4,,,,,,,2.6,,,,,,
1967-68,29.0,NOB,ABA,17.0,8.5,20.4,0.416,6.3,8.8,0.718,2.4,4.2,23.5,,moedo01,SF,,42.1,0.2,0.6,8.2,19.7,,,9.9,,,3.2,0.364,0.418,0.422
1968-69,30.0,OAK,ABA,16.0,7.2,17.8,0.405,5.4,6.9,0.784,1.9,4.2,19.8,,moedo01,SF,,37.1,0.0,0.3,7.2,17.5,,,7.8,,,2.7,0.0,0.411,0.405
1969-70,31.0,CAR,ABA,4.0,6.3,19.0,0.329,3.0,4.0,0.75,6.3,4.8,15.5,,moedo01,SF,,42.0,0.0,1.0,6.3,18.0,,,6.5,,,,0.0,0.347,0.329
1970-71,32.0,VIR,ABA,12.0,7.5,14.8,0.508,2.6,3.4,0.756,3.1,3.6,17.7,,moedo01,SF,,35.1,0.1,0.3,7.4,14.5,1.8,2.9,4.8,,,1.4,0.333,0.511,0.511
1971-72,33.0,VIR,ABA,11.0,3.4,7.7,0.435,2.0,2.3,0.88,2.5,3.6,8.7,,moedo01,SF,,22.3,0.0,0.1,3.4,7.6,,,3.9,,,2.3,0.0,0.44,0.435
1991-92,27.0,NJN,NBA,1.0,2.0,7.0,0.286,0.0,0.0,,1.0,0.0,5.0,,addisra01,SF,0.0,9.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.357
1992-93,28.0,NJN,NBA,5.0,1.4,4.2,0.333,0.6,0.6,1.0,1.0,0.6,3.4,,addisra01,SF,0.0,10.6,0.0,0.0,1.4,4.2,0.6,0.6,1.2,0.6,0.0,0.6,,0.333,0.333
1995-96,28.0,MIA,NBA,3.0,4.0,9.3,0.429,0.0,0.0,,1.7,2.0,9.0,,chapmre01,SG,3.0,29.3,1.0,4.3,3.0,5.0,0.0,2.0,2.0,1.0,0.0,0.3,0.231,0.6,0.482
1996-97,29.0,PHO,NBA,5.0,8.2,16.6,0.494,3.4,5.0,0.68,2.6,2.8,24.2,,chapmre01,SG,5.0,38.2,4.4,9.6,3.8,7.0,0.4,2.8,3.2,0.4,0.0,3.0,0.458,0.543,0.627
1997-98,30.0,PHO,NBA,2.0,3.0,11.5,0.261,3.0,3.5,0.857,2.0,0.5,9.0,,chapmre01,SG,2.0,29.0,0.0,2.5,3.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,0.261
