Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,player_id
2000-01,30.0,NYK,NBA,SF,5.0,5.0,212.0,35.0,86.0,0.407,3.0,14.0,0.214,32.0,72.0,0.444,0.424,19.0,25.0,0.76,3.0,12.0,15.0,17.0,5.0,1.0,20.0,17.0,92.0,0.0,,sprewla01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sprewla01
2003-04,33.0,MIN,NBA,SF,18.0,18.0,771.0,130.0,309.0,0.421,37.0,96.0,0.385,93.0,213.0,0.437,0.481,60.0,77.0,0.779,11.0,68.0,79.0,72.0,29.0,12.0,47.0,35.0,357.0,0.0,,sprewla01
2021-22,22.0,CHI,NBA,SG,5.0,1.0,86.0,8.0,26.0,0.308,3.0,13.0,0.231,5.0,13.0,0.385,0.365,1.0,1.0,1.0,4.0,9.0,13.0,11.0,1.0,0.0,3.0,5.0,20.0,0.0,,dosunay01
2019-20,23.0,MIL,NBA,SG,10.0,1.0,165.0,23.0,51.0,0.451,7.0,21.0,0.333,16.0,30.0,0.533,0.52,13.0,20.0,0.65,8.0,24.0,32.0,12.0,7.0,3.0,10.0,21.0,66.0,0.0,,divindo01
2020-21,24.0,MIL,NBA,SG,3.0,3.0,70.0,3.0,16.0,0.188,2.0,12.0,0.167,1.0,4.0,0.25,0.25,0.0,0.0,,2.0,17.0,19.0,8.0,3.0,1.0,6.0,4.0,8.0,0.0,,divindo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,divindo01
2022-23,26.0,GSW,NBA,SG,13.0,1.0,235.0,24.0,64.0,0.375,15.0,44.0,0.341,9.0,20.0,0.45,0.492,8.0,12.0,0.667,11.0,28.0,39.0,36.0,11.0,3.0,17.0,20.0,71.0,0.0,,divindo01
2023-24,27.0,NYK,NBA,SG,13.0,13.0,466.0,80.0,191.0,0.419,45.0,106.0,0.425,35.0,85.0,0.412,0.537,26.0,30.0,0.867,13.0,39.0,52.0,34.0,16.0,12.0,16.0,29.0,231.0,0.0,,divindo01
2024-25,28.0,MIN,NBA,SG,15.0,0.0,377.0,46.0,126.0,0.365,28.0,88.0,0.318,18.0,38.0,0.474,0.476,10.0,13.0,0.769,12.0,34.0,46.0,50.0,21.0,4.0,28.0,45.0,130.0,0.0,,divindo01
2019-20,25.0,UTA,NBA,PG,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,willini01
2014-15,23.0,DAL,NBA,PF,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,poweldw01
2015-16,24.0,DAL,NBA,PF,4.0,0.0,64.0,9.0,19.0,0.474,0.0,1.0,0.0,9.0,18.0,0.5,0.474,6.0,11.0,0.545,9.0,8.0,17.0,4.0,1.0,0.0,1.0,5.0,24.0,0.0,,poweldw01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poweldw01
2020-21,29.0,DAL,NBA,C,7.0,0.0,52.0,7.0,8.0,0.875,0.0,0.0,,7.0,8.0,0.875,0.875,5.0,6.0,0.833,5.0,8.0,13.0,6.0,2.0,0.0,1.0,8.0,19.0,0.0,,poweldw01
2021-22,30.0,DAL,NBA,C,18.0,18.0,249.0,22.0,35.0,0.629,0.0,2.0,0.0,22.0,33.0,0.667,0.629,14.0,23.0,0.609,17.0,30.0,47.0,4.0,3.0,6.0,9.0,40.0,58.0,0.0,,poweldw01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poweldw01
2023-24,32.0,DAL,NBA,C,13.0,0.0,44.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,4.0,6.0,0.667,3.0,9.0,12.0,3.0,1.0,0.0,3.0,9.0,6.0,0.0,,poweldw01
1963-64,22.0,SFW,NBA,PF,12.0,,410.0,42.0,96.0,0.438,,,,,,,,36.0,53.0,0.679,,,148.0,10.0,,,,46.0,120.0,0.0,,thurmna01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thurmna01
1966-67,25.0,SFW,NBA,C,15.0,,690.0,93.0,215.0,0.433,,,,,,,,52.0,91.0,0.571,,,346.0,47.0,,,,52.0,238.0,0.0,,thurmna01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thurmna01
1968-69,27.0,SFW,NBA,C,6.0,,263.0,40.0,102.0,0.392,,,,,,,,20.0,34.0,0.588,,,117.0,28.0,,,,18.0,100.0,0.0,,thurmna01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thurmna01
1970-71,29.0,SFW,NBA,C,5.0,,192.0,36.0,97.0,0.371,,,,,,,,16.0,20.0,0.8,,,51.0,15.0,,,,20.0,88.0,0.0,,thurmna01
1971-72,30.0,GSW,NBA,C,5.0,,230.0,53.0,122.0,0.434,,,,,,,,21.0,28.0,0.75,,,89.0,26.0,,,,12.0,127.0,0.0,,thurmna01
1972-73,31.0,GSW,NBA,C,11.0,,460.0,64.0,161.0,0.398,,,,,,,,32.0,40.0,0.8,,,145.0,40.0,,,,30.0,160.0,0.0,,thurmna01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thurmna01
1974-75,33.0,CHI,NBA,C,13.0,,254.0,14.0,38.0,0.368,,,,,,,,18.0,37.0,0.486,24.0,63.0,87.0,31.0,5.0,21.0,,36.0,46.0,0.0,,thurmna01
1975-76,34.0,CLE,NBA,C,13.0,,375.0,37.0,79.0,0.468,,,,,,,,13.0,32.0,0.406,38.0,79.0,117.0,28.0,6.0,29.0,,52.0,87.0,0.0,,thurmna01
1976-77,35.0,CLE,NBA,C,1.0,,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,thurmna01
1986-87,24.0,CHI,NBA,PF,3.0,0.0,68.0,6.0,19.0,0.316,0.0,0.0,,6.0,19.0,0.316,0.316,3.0,3.0,1.0,2.0,5.0,7.0,3.0,0.0,1.0,1.0,8.0,15.0,0.0,,sellebr01
1987-88,25.0,CHI,NBA,SF,10.0,4.0,144.0,15.0,43.0,0.349,0.0,0.0,,15.0,43.0,0.349,0.349,15.0,17.0,0.882,10.0,11.0,21.0,8.0,2.0,5.0,5.0,18.0,45.0,0.0,,sellebr01
1988-89,26.0,CHI,NBA,PF,13.0,0.0,177.0,22.0,58.0,0.379,0.0,0.0,,22.0,58.0,0.379,0.379,10.0,12.0,0.833,15.0,16.0,31.0,15.0,3.0,4.0,6.0,21.0,54.0,0.0,,sellebr01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sellebr01
1991-92,29.0,DET,NBA,PF,2.0,0.0,13.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,,sellebr01
1973-74,23.0,NYK,NBA,PF,4.0,,12.0,6.0,12.0,0.5,,,,,,,,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,,1.0,12.0,0.0,,davisme01
1974-75,24.0,NYK,NBA,PF,3.0,,28.0,5.0,12.0,0.417,,,,,,,,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,,2.0,12.0,0.0,,davisme01
1999-00,19.0,IND,NBA,SF,9.0,0.0,21.0,4.0,6.0,0.667,1.0,1.0,1.0,3.0,5.0,0.6,0.75,3.0,6.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,12.0,0.0,,bendejo01
2000-01,20.0,IND,NBA,SF,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,bendejo01
2001-02,21.0,IND,NBA,SF,5.0,0.0,45.0,3.0,6.0,0.5,0.0,1.0,0.0,3.0,5.0,0.6,0.5,0.0,0.0,,0.0,4.0,4.0,2.0,2.0,3.0,5.0,6.0,6.0,0.0,,bendejo01
2002-03,22.0,IND,NBA,SF,3.0,0.0,34.0,5.0,15.0,0.333,3.0,9.0,0.333,2.0,6.0,0.333,0.433,4.0,6.0,0.667,3.0,4.0,7.0,0.0,0.0,2.0,0.0,2.0,17.0,0.0,,bendejo01
2003-04,23.0,IND,NBA,SF,16.0,0.0,200.0,28.0,69.0,0.406,9.0,25.0,0.36,19.0,44.0,0.432,0.471,12.0,16.0,0.75,10.0,18.0,28.0,7.0,2.0,14.0,12.0,19.0,77.0,0.0,,bendejo01
1979-80,23.0,LAL,NBA,PG,3.0,,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,,leebu01
2021-22,21.0,NOP,NBA,SF,6.0,0.0,120.0,9.0,22.0,0.409,9.0,19.0,0.474,0.0,3.0,0.0,0.614,4.0,5.0,0.8,3.0,12.0,15.0,3.0,3.0,1.0,1.0,9.0,31.0,0.0,,murphtr02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,murphtr02
2023-24,23.0,NOP,NBA,SF,4.0,4.0,168.0,18.0,48.0,0.375,10.0,30.0,0.333,8.0,18.0,0.444,0.479,0.0,0.0,,3.0,23.0,26.0,9.0,5.0,6.0,8.0,12.0,46.0,0.0,,murphtr02
2021-22,23.0,NOP,NBA,PG,6.0,0.0,117.0,16.0,33.0,0.485,6.0,16.0,0.375,10.0,17.0,0.588,0.576,10.0,13.0,0.769,2.0,6.0,8.0,9.0,7.0,1.0,7.0,18.0,48.0,0.0,,alvarjo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alvarjo01
2023-24,25.0,NOP,NBA,PG,4.0,0.0,62.0,3.0,20.0,0.15,1.0,14.0,0.071,2.0,6.0,0.333,0.175,0.0,0.0,,0.0,4.0,4.0,9.0,5.0,1.0,4.0,3.0,7.0,0.0,,alvarjo01
1946-47,23.0,STB,BAA,,3.0,,,11.0,29.0,0.379,,,,,,,,0.0,2.0,0.0,,,,0.0,,,,6.0,22.0,0.0,,rouxgi01
1947-48,24.0,STB,BAA,,5.0,,,2.0,24.0,0.083,,,,,,,,3.0,7.0,0.429,,,,0.0,,,,3.0,7.0,0.0,,rouxgi01
1991-92,22.0,BOS,NBA,SF,8.0,0.0,67.0,11.0,23.0,0.478,3.0,6.0,0.5,8.0,17.0,0.471,0.543,4.0,4.0,1.0,3.0,3.0,6.0,4.0,2.0,2.0,2.0,11.0,29.0,0.0,,foxri01
1992-93,23.0,BOS,NBA,SF,4.0,0.0,71.0,7.0,25.0,0.28,1.0,3.0,0.333,6.0,22.0,0.273,0.3,2.0,2.0,1.0,8.0,11.0,19.0,5.0,2.0,1.0,4.0,7.0,17.0,0.0,,foxri01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxri01
1997-98,28.0,LAL,NBA,SF,13.0,13.0,428.0,51.0,114.0,0.447,21.0,53.0,0.396,30.0,61.0,0.492,0.539,19.0,23.0,0.826,18.0,40.0,58.0,51.0,11.0,3.0,21.0,47.0,142.0,0.0,,foxri01
1998-99,29.0,LAL,NBA,SF,8.0,1.0,181.0,24.0,60.0,0.4,4.0,21.0,0.19,20.0,39.0,0.513,0.433,1.0,1.0,1.0,9.0,13.0,22.0,12.0,4.0,5.0,14.0,26.0,53.0,0.0,,foxri01
1999-00,30.0,LAL,NBA,SF,23.0,0.0,331.0,33.0,73.0,0.452,18.0,39.0,0.462,15.0,34.0,0.441,0.575,16.0,21.0,0.762,11.0,27.0,38.0,28.0,9.0,0.0,16.0,68.0,100.0,0.0,,foxri01
2000-01,31.0,LAL,NBA,SF,16.0,16.0,573.0,58.0,129.0,0.45,18.0,57.0,0.316,40.0,72.0,0.556,0.519,26.0,30.0,0.867,13.0,66.0,79.0,57.0,31.0,7.0,36.0,55.0,160.0,0.0,,foxri01
2001-02,32.0,LAL,NBA,SF,19.0,19.0,652.0,67.0,139.0,0.482,15.0,43.0,0.349,52.0,96.0,0.542,0.536,37.0,49.0,0.755,24.0,78.0,102.0,64.0,21.0,6.0,45.0,70.0,186.0,0.0,,foxri01
2002-03,33.0,LAL,NBA,SF,4.0,4.0,79.0,8.0,18.0,0.444,5.0,10.0,0.5,3.0,8.0,0.375,0.583,3.0,4.0,0.75,2.0,4.0,6.0,7.0,1.0,1.0,4.0,15.0,24.0,0.0,,foxri01
2003-04,34.0,LAL,NBA,SF,16.0,3.0,145.0,8.0,20.0,0.4,1.0,7.0,0.143,7.0,13.0,0.538,0.425,1.0,2.0,0.5,6.0,17.0,23.0,18.0,3.0,2.0,9.0,21.0,18.0,0.0,,foxri01
1968-69,22.0,BAL,NBA,PG,3.0,,10.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,1.0,0.0,,,,2.0,0.0,0.0,,ormsba01
1972-73,24.0,BAL,NBA,PF,1.0,,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,patteto01
1975-76,24.0,PHI,NBA,C,3.0,,87.0,8.0,13.0,0.615,,,,8.0,13.0,0.615,0.615,1.0,3.0,0.333,12.0,16.0,28.0,6.0,0.0,9.0,,11.0,17.0,0.0,,catchha01
1976-77,25.0,PHI,NBA,C,8.0,,54.0,2.0,5.0,0.4,,,,2.0,5.0,0.4,0.4,0.0,3.0,0.0,5.0,7.0,12.0,1.0,0.0,4.0,,9.0,4.0,0.0,,catchha01
1977-78,26.0,PHI,NBA,C,7.0,,26.0,3.0,8.0,0.375,,,,3.0,8.0,0.375,0.375,3.0,4.0,0.75,3.0,6.0,9.0,0.0,1.0,3.0,0.0,4.0,9.0,0.0,,catchha01
1978-79,27.0,NJN,NBA,C,2.0,,26.0,1.0,6.0,0.167,,,,1.0,6.0,0.167,0.167,0.0,3.0,0.0,5.0,3.0,8.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,,catchha01
1979-80,28.0,MIL,NBA,C,6.0,,64.0,2.0,6.0,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,2.0,4.0,0.5,5.0,16.0,21.0,2.0,0.0,8.0,2.0,13.0,6.0,0.0,,catchha01
1980-81,29.0,MIL,NBA,PF,7.0,,109.0,3.0,16.0,0.188,0.0,0.0,,3.0,16.0,0.188,0.188,2.0,2.0,1.0,10.0,16.0,26.0,8.0,0.0,11.0,7.0,24.0,8.0,0.0,,catchha01
1981-82,30.0,MIL,NBA,PF,6.0,,26.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,0.0,0.0,,3.0,4.0,7.0,0.0,0.0,3.0,3.0,9.0,4.0,0.0,,catchha01
1982-83,31.0,MIL,NBA,C,9.0,,139.0,9.0,19.0,0.474,0.0,0.0,,9.0,19.0,0.474,0.474,3.0,3.0,1.0,15.0,23.0,38.0,4.0,2.0,10.0,2.0,18.0,21.0,0.0,,catchha01
1983-84,32.0,MIL,NBA,PF,5.0,,25.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,2.0,3.0,5.0,1.0,0.0,0.0,2.0,7.0,3.0,0.0,,catchha01
2004-05,24.0,PHI,NBA,PF,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,davisjo02
1976-77,23.0,POR,NBA,PG,19.0,,682.0,134.0,321.0,0.417,,,,134.0,321.0,0.417,0.417,60.0,88.0,0.682,13.0,39.0,52.0,85.0,47.0,5.0,,74.0,328.0,0.0,,hollili01
1977-78,24.0,POR,NBA,PG,6.0,,223.0,40.0,89.0,0.449,,,,40.0,89.0,0.449,0.449,20.0,29.0,0.69,5.0,24.0,29.0,33.0,7.0,0.0,19.0,21.0,100.0,0.0,,hollili01
1978-79,25.0,POR,NBA,PG,3.0,,66.0,8.0,26.0,0.308,,,,8.0,26.0,0.308,0.308,5.0,7.0,0.714,1.0,2.0,3.0,5.0,3.0,0.0,7.0,8.0,21.0,0.0,,hollili01
1979-80,26.0,PHI,NBA,SG,18.0,,618.0,97.0,233.0,0.416,0.0,10.0,0.0,97.0,223.0,0.435,0.416,54.0,68.0,0.794,17.0,54.0,71.0,113.0,27.0,3.0,46.0,49.0,248.0,0.0,,hollili01
1980-81,27.0,PHI,NBA,PG,16.0,,490.0,67.0,152.0,0.441,0.0,1.0,0.0,67.0,151.0,0.444,0.441,29.0,37.0,0.784,8.0,26.0,34.0,65.0,17.0,1.0,19.0,42.0,163.0,0.0,,hollili01
1981-82,28.0,PHI,NBA,PG,8.0,,114.0,15.0,49.0,0.306,0.0,1.0,0.0,15.0,48.0,0.313,0.306,4.0,6.0,0.667,1.0,8.0,9.0,25.0,9.0,1.0,13.0,11.0,34.0,0.0,,hollili01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hollili01
1983-84,30.0,DET,NBA,PG,2.0,,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,hollili01
1984-85,31.0,HOU,NBA,PG,5.0,1.0,94.0,8.0,26.0,0.308,0.0,0.0,,8.0,26.0,0.308,0.308,1.0,1.0,1.0,1.0,8.0,9.0,18.0,4.0,0.0,7.0,16.0,17.0,0.0,,hollili01
2001-02,21.0,SEA,NBA,PF,5.0,2.0,113.0,14.0,32.0,0.438,7.0,13.0,0.538,7.0,19.0,0.368,0.547,3.0,3.0,1.0,6.0,12.0,18.0,5.0,1.0,1.0,5.0,11.0,38.0,0.0,,radmavl01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radmavl01
2004-05,24.0,SEA,NBA,PF,6.0,0.0,122.0,13.0,35.0,0.371,5.0,21.0,0.238,8.0,14.0,0.571,0.443,1.0,2.0,0.5,1.0,17.0,18.0,3.0,4.0,3.0,6.0,9.0,32.0,0.0,,radmavl01
2005-06,25.0,LAC,NBA,PF,12.0,2.0,246.0,31.0,66.0,0.47,19.0,41.0,0.463,12.0,25.0,0.48,0.614,16.0,23.0,0.696,9.0,39.0,48.0,13.0,7.0,6.0,8.0,35.0,97.0,0.0,,radmavl01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radmavl01
2007-08,27.0,LAL,NBA,SF,21.0,21.0,481.0,67.0,151.0,0.444,29.0,78.0,0.372,38.0,73.0,0.521,0.54,5.0,6.0,0.833,23.0,57.0,80.0,31.0,13.0,1.0,21.0,56.0,168.0,0.0,,radmavl01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radmavl01
2011-12,31.0,ATL,NBA,SF,2.0,0.0,15.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,radmavl01
2012-13,32.0,CHI,NBA,PF,1.0,0.0,10.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,,radmavl01
1995-96,31.0,NYK,NBA,PF,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,grandro01
1993-94,28.0,IND,NBA,PG,16.0,15.0,511.0,45.0,131.0,0.344,6.0,21.0,0.286,39.0,110.0,0.355,0.366,32.0,38.0,0.842,11.0,40.0,51.0,112.0,28.0,1.0,38.0,40.0,128.0,0.0,,workmha01
1994-95,29.0,IND,NBA,PG,17.0,0.0,275.0,24.0,67.0,0.358,2.0,18.0,0.111,22.0,49.0,0.449,0.373,27.0,32.0,0.844,5.0,23.0,28.0,45.0,11.0,0.0,16.0,45.0,77.0,0.0,,workmha01
1995-96,30.0,IND,NBA,PG,5.0,0.0,53.0,7.0,16.0,0.438,3.0,5.0,0.6,4.0,11.0,0.364,0.531,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,5.0,19.0,0.0,,workmha01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workmha01
1998-99,33.0,MIL,NBA,PG,3.0,0.0,53.0,4.0,11.0,0.364,0.0,3.0,0.0,4.0,8.0,0.5,0.364,5.0,6.0,0.833,1.0,2.0,3.0,7.0,3.0,0.0,7.0,7.0,13.0,0.0,,workmha01
1960-61,23.0,SYR,NBA,SF,8.0,,208.0,34.0,95.0,0.358,,,,,,,,32.0,41.0,0.78,,,55.0,12.0,,,,33.0,100.0,0.0,,gambeda01
1961-62,24.0,SYR,NBA,SF,5.0,,170.0,17.0,54.0,0.315,,,,,,,,22.0,25.0,0.88,,,45.0,4.0,,,,22.0,56.0,0.0,,gambeda01
1962-63,25.0,SYR,NBA,SF,5.0,,75.0,10.0,34.0,0.294,,,,,,,,12.0,13.0,0.923,,,16.0,0.0,,,,14.0,32.0,0.0,,gambeda01
1963-64,26.0,PHI,NBA,SF,5.0,,149.0,24.0,60.0,0.4,,,,,,,,21.0,27.0,0.778,,,29.0,8.0,,,,23.0,69.0,0.0,,gambeda01
1964-65,27.0,PHI,NBA,SF,10.0,,132.0,16.0,48.0,0.333,,,,,,,,30.0,34.0,0.882,,,23.0,6.0,,,,31.0,62.0,0.0,,gambeda01
1965-66,28.0,PHI,NBA,SF,5.0,,82.0,11.0,29.0,0.379,,,,,,,,8.0,11.0,0.727,,,14.0,4.0,,,,14.0,30.0,0.0,,gambeda01
1966-67,29.0,PHI,NBA,SF,5.0,,24.0,6.0,11.0,0.545,,,,,,,,6.0,6.0,1.0,,,6.0,2.0,,,,6.0,18.0,0.0,,gambeda01
1992-93,27.0,SEA,NBA,SF,9.0,0.0,30.0,7.0,14.0,0.5,0.0,1.0,0.0,7.0,13.0,0.538,0.5,0.0,0.0,,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,14.0,0.0,,paddige01
1964-65,23.0,PHI,NBA,PF,11.0,,321.0,44.0,130.0,0.338,,,,,,,,25.0,32.0,0.781,,,79.0,24.0,,,,31.0,113.0,0.0,,jackslu01
1965-66,24.0,PHI,NBA,PF,5.0,,163.0,21.0,49.0,0.429,,,,,,,,18.0,22.0,0.818,,,44.0,8.0,,,,21.0,60.0,0.0,,jackslu01
1966-67,25.0,PHI,NBA,PF,15.0,,543.0,64.0,161.0,0.398,,,,,,,,37.0,51.0,0.725,,,176.0,30.0,,,,47.0,165.0,0.0,,jackslu01
1967-68,26.0,PHI,NBA,PF,13.0,,432.0,62.0,158.0,0.392,,,,,,,,24.0,35.0,0.686,,,115.0,16.0,,,,59.0,148.0,0.0,,jackslu01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jackslu01
1969-70,28.0,PHI,NBA,PF,5.0,,73.0,9.0,19.0,0.474,,,,,,,,2.0,2.0,1.0,,,33.0,3.0,,,,11.0,20.0,0.0,,jackslu01
1970-71,29.0,PHI,NBA,C,7.0,,160.0,16.0,38.0,0.421,,,,,,,,7.0,10.0,0.7,,,61.0,11.0,,,,17.0,39.0,0.0,,jackslu01
2015-16,22.0,DET,NBA,PG,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,dinwisp01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinwisp01
2018-19,25.0,BRK,NBA,PG,5.0,0.0,131.0,27.0,62.0,0.435,9.0,24.0,0.375,18.0,38.0,0.474,0.508,10.0,14.0,0.714,4.0,9.0,13.0,8.0,2.0,0.0,8.0,10.0,73.0,0.0,,dinwisp01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinwisp01
2021-22,28.0,DAL,NBA,PG,18.0,3.0,501.0,80.0,192.0,0.417,40.0,96.0,0.417,40.0,96.0,0.417,0.521,55.0,67.0,0.821,8.0,36.0,44.0,65.0,15.0,6.0,29.0,42.0,255.0,0.0,,dinwisp01
2022-23,29.0,BRK,NBA,PG,4.0,4.0,159.0,22.0,51.0,0.431,7.0,18.0,0.389,15.0,33.0,0.455,0.5,15.0,22.0,0.682,1.0,12.0,13.0,26.0,5.0,1.0,12.0,7.0,66.0,0.0,,dinwisp01
2023-24,30.0,LAL,NBA,PG,5.0,0.0,73.0,5.0,14.0,0.357,2.0,8.0,0.25,3.0,6.0,0.5,0.429,3.0,6.0,0.5,1.0,6.0,7.0,8.0,2.0,1.0,1.0,7.0,15.0,0.0,,dinwisp01
1949-50,28.0,AND,NBA,SF,8.0,,,33.0,109.0,0.303,,,,,,,,25.0,30.0,0.833,,,,14.0,,,,27.0,91.0,0.0,,clossbi01
1950-51,29.0,PHW,NBA,SF,2.0,,,2.0,8.0,0.25,,,,,,,,3.0,5.0,0.6,,,8.0,5.0,,,,5.0,7.0,0.0,,clossbi01
1951-52,30.0,FTW,NBA,SF,1.0,,21.0,1.0,6.0,0.167,,,,,,,,3.0,3.0,1.0,,,8.0,4.0,,,,0.0,5.0,0.0,,clossbi01
1989-90,23.0,PHI,NBA,SF,3.0,0.0,10.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,0.4,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,,payneke01
2014-15,25.0,NOP,NBA,SG,4.0,4.0,125.0,14.0,43.0,0.326,2.0,11.0,0.182,12.0,32.0,0.375,0.349,10.0,17.0,0.588,3.0,17.0,20.0,20.0,5.0,1.0,6.0,10.0,40.0,0.0,,evansty01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evansty01
2018-19,29.0,IND,NBA,SG,4.0,0.0,84.0,21.0,48.0,0.438,11.0,20.0,0.55,10.0,28.0,0.357,0.552,8.0,14.0,0.571,0.0,17.0,17.0,3.0,3.0,1.0,6.0,8.0,61.0,0.0,,evansty01
1959-60,23.0,SYR,NBA,SG,3.0,,64.0,12.0,38.0,0.316,,,,,,,,6.0,7.0,0.857,,,14.0,4.0,,,,4.0,30.0,0.0,,barnedi01
1960-61,24.0,SYR,NBA,SG,8.0,,226.0,49.0,112.0,0.438,,,,,,,,26.0,36.0,0.722,,,36.0,12.0,,,,25.0,124.0,0.0,,barnedi01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barnedi01
1962-63,26.0,LAL,NBA,SG,13.0,,370.0,71.0,151.0,0.47,,,,,,,,77.0,97.0,0.794,,,38.0,21.0,,,,35.0,219.0,0.0,,barnedi01
1963-64,27.0,LAL,NBA,SG,5.0,,154.0,21.0,52.0,0.404,,,,,,,,27.0,32.0,0.844,,,8.0,17.0,,,,16.0,69.0,0.0,,barnedi01
1964-65,28.0,LAL,NBA,SG,10.0,,287.0,72.0,150.0,0.48,,,,,,,,31.0,39.0,0.795,,,30.0,33.0,,,,25.0,175.0,0.0,,barnedi01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barnedi01
1967-68,31.0,NYK,NBA,SG,6.0,,211.0,61.0,117.0,0.521,,,,,,,,21.0,29.0,0.724,,,27.0,21.0,,,,24.0,143.0,0.0,,barnedi01
