Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,player_id
2001-02,26.0,SEA,NBA,PG,5.0,0.0,80.0,7.0,17.0,0.412,1.0,3.0,0.333,6.0,14.0,0.429,0.441,5.0,5.0,1.0,1.0,5.0,6.0,10.0,2.0,0.0,1.0,7.0,20.0,0.0,,livinra01
1967-68,25.0,PTP,ABA,PF,14.0,,167.0,19.0,43.0,0.442,0.0,0.0,,19.0,43.0,0.442,0.442,20.0,29.0,0.69,,,69.0,6.0,,,18.0,43.0,58.0,0.0,,portewi01
1980-81,27.0,KCK,NBA,C,10.0,,199.0,24.0,49.0,0.49,0.0,0.0,,24.0,49.0,0.49,0.49,8.0,14.0,0.571,12.0,19.0,31.0,5.0,5.0,7.0,9.0,31.0,56.0,0.0,,meriwjo01
1948-49,28.0,ROC,BAA,PG,4.0,,,18.0,40.0,0.45,,,,,,,,5.0,6.0,0.833,,,,13.0,,,,3.0,41.0,0.0,,holzmre01
1949-50,29.0,ROC,NBA,PG,2.0,,,3.0,9.0,0.333,,,,,,,,1.0,2.0,0.5,,,,0.0,,,,3.0,7.0,0.0,,holzmre01
1950-51,30.0,ROC,NBA,PG,14.0,,,31.0,76.0,0.408,,,,,,,,23.0,34.0,0.676,,,19.0,20.0,,,,14.0,85.0,0.0,,holzmre01
1951-52,31.0,ROC,NBA,PG,6.0,,65.0,3.0,15.0,0.2,,,,,,,,1.0,6.0,0.167,,,6.0,2.0,,,,3.0,7.0,0.0,,holzmre01
1952-53,32.0,ROC,NBA,PG,2.0,,14.0,1.0,5.0,0.2,,,,,,,,1.0,4.0,0.25,,,1.0,1.0,,,,4.0,3.0,0.0,,holzmre01
1991-92,23.0,UTA,NBA,SF,13.0,9.0,257.0,36.0,84.0,0.429,6.0,13.0,0.462,30.0,71.0,0.423,0.464,11.0,11.0,1.0,18.0,32.0,50.0,6.0,6.0,5.0,10.0,30.0,89.0,0.0,,benoida01
1992-93,24.0,UTA,NBA,SF,5.0,5.0,136.0,13.0,41.0,0.317,2.0,9.0,0.222,11.0,32.0,0.344,0.341,9.0,13.0,0.692,7.0,17.0,24.0,5.0,3.0,6.0,2.0,17.0,37.0,0.0,,benoida01
1993-94,25.0,UTA,NBA,SF,16.0,5.0,357.0,48.0,122.0,0.393,3.0,16.0,0.188,45.0,106.0,0.425,0.406,16.0,25.0,0.64,23.0,44.0,67.0,10.0,7.0,11.0,16.0,31.0,115.0,0.0,,benoida01
1994-95,26.0,UTA,NBA,SF,5.0,5.0,167.0,21.0,45.0,0.467,11.0,25.0,0.44,10.0,20.0,0.5,0.589,6.0,9.0,0.667,7.0,21.0,28.0,4.0,2.0,4.0,10.0,10.0,59.0,0.0,,benoida01
1995-96,27.0,UTA,NBA,SF,14.0,5.0,259.0,33.0,70.0,0.471,14.0,28.0,0.5,19.0,42.0,0.452,0.571,7.0,9.0,0.778,6.0,31.0,37.0,7.0,1.0,3.0,14.0,17.0,87.0,0.0,,benoida01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benoida01
2000-01,32.0,UTA,NBA,SF,4.0,0.0,61.0,7.0,19.0,0.368,2.0,6.0,0.333,5.0,13.0,0.385,0.421,7.0,7.0,1.0,1.0,6.0,7.0,2.0,0.0,2.0,2.0,6.0,23.0,0.0,,benoida01
1987-88,24.0,NYK,NBA,SF,4.0,2.0,113.0,31.0,68.0,0.456,0.0,9.0,0.0,31.0,59.0,0.525,0.456,14.0,16.0,0.875,8.0,3.0,11.0,7.0,6.0,1.0,6.0,16.0,76.0,0.0,,newmajo01
1988-89,25.0,NYK,NBA,SF,9.0,9.0,258.0,50.0,107.0,0.467,7.0,28.0,0.25,43.0,79.0,0.544,0.5,38.0,49.0,0.776,13.0,12.0,25.0,17.0,8.0,1.0,18.0,27.0,145.0,0.0,,newmajo01
1989-90,26.0,NYK,NBA,SF,10.0,0.0,231.0,38.0,85.0,0.447,4.0,10.0,0.4,34.0,75.0,0.453,0.471,37.0,49.0,0.755,11.0,10.0,21.0,10.0,9.0,3.0,17.0,41.0,117.0,0.0,,newmajo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newmajo01
1992-93,29.0,CHH,NBA,SF,9.0,9.0,173.0,28.0,55.0,0.509,1.0,5.0,0.2,27.0,50.0,0.54,0.518,11.0,16.0,0.688,7.0,12.0,19.0,18.0,10.0,1.0,15.0,19.0,68.0,0.0,,newmajo01
1993-94,30.0,NJN,NBA,SF,4.0,0.0,54.0,3.0,13.0,0.231,1.0,4.0,0.25,2.0,9.0,0.222,0.269,5.0,7.0,0.714,2.0,3.0,5.0,2.0,2.0,2.0,3.0,11.0,12.0,0.0,,newmajo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newmajo01
2001-02,38.0,DAL,NBA,SF,3.0,2.0,22.0,1.0,7.0,0.143,1.0,6.0,0.167,0.0,1.0,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,,newmajo01
2019-20,20.0,DAL,NBA,PG,6.0,6.0,215.0,64.0,128.0,0.5,16.0,44.0,0.364,48.0,84.0,0.571,0.563,42.0,64.0,0.656,4.0,55.0,59.0,52.0,7.0,3.0,31.0,17.0,186.0,2.0,,doncilu01
2020-21,21.0,DAL,NBA,PG,7.0,7.0,281.0,96.0,196.0,0.49,31.0,76.0,0.408,65.0,120.0,0.542,0.569,27.0,51.0,0.529,4.0,51.0,55.0,72.0,9.0,3.0,32.0,17.0,250.0,1.0,,doncilu01
2021-22,22.0,DAL,NBA,PG,15.0,15.0,552.0,160.0,352.0,0.455,51.0,148.0,0.345,109.0,204.0,0.534,0.527,104.0,135.0,0.77,10.0,137.0,147.0,96.0,27.0,9.0,59.0,44.0,475.0,0.0,,doncilu01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doncilu01
2023-24,24.0,DAL,NBA,PG,22.0,22.0,900.0,225.0,504.0,0.446,68.0,211.0,0.322,157.0,293.0,0.536,0.514,117.0,153.0,0.765,16.0,192.0,208.0,178.0,41.0,8.0,90.0,56.0,635.0,7.0,,doncilu01
2024-25,25.0,LAL,NBA,PG,5.0,5.0,208.0,47.0,104.0,0.452,16.0,46.0,0.348,31.0,58.0,0.534,0.529,41.0,46.0,0.891,2.0,33.0,35.0,29.0,5.0,3.0,20.0,16.0,151.0,0.0,,doncilu01
1949-50,26.0,SYR,NBA,PF,11.0,,,38.0,86.0,0.442,,,,,,,,17.0,34.0,0.5,,,,10.0,,,,50.0,93.0,0.0,,hannual01
1950-51,27.0,SYR,NBA,PF,7.0,,,17.0,39.0,0.436,,,,,,,,8.0,10.0,0.8,,,47.0,17.0,,,,37.0,42.0,0.0,,hannual01
1951-52,28.0,ROC,NBA,PF,6.0,,146.0,16.0,42.0,0.381,,,,,,,,8.0,13.0,0.615,,,26.0,8.0,,,,30.0,40.0,0.0,,hannual01
1952-53,29.0,ROC,NBA,PF,3.0,,52.0,4.0,10.0,0.4,,,,,,,,3.0,8.0,0.375,,,4.0,2.0,,,,16.0,11.0,0.0,,hannual01
1953-54,30.0,ROC,NBA,PF,6.0,,107.0,12.0,29.0,0.414,,,,,,,,15.0,24.0,0.625,,,22.0,5.0,,,,28.0,39.0,0.0,,hannual01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hannual01
1955-56,32.0,STL,NBA,PF,8.0,,159.0,21.0,66.0,0.318,,,,,,,,19.0,35.0,0.543,,,29.0,10.0,,,,36.0,61.0,0.0,,hannual01
1956-57,33.0,STL,NBA,PF,2.0,,6.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,2.0,0.0,0.0,,hannual01
2004-05,24.0,PHO,NBA,SG,15.0,15.0,564.0,62.0,154.0,0.403,32.0,82.0,0.39,30.0,72.0,0.417,0.506,23.0,36.0,0.639,24.0,53.0,77.0,25.0,19.0,3.0,15.0,53.0,179.0,0.0,,richaqu01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,richaqu01
2009-10,29.0,MIA,NBA,SF,5.0,5.0,149.0,18.0,45.0,0.4,9.0,22.0,0.409,9.0,23.0,0.391,0.5,4.0,5.0,0.8,1.0,18.0,19.0,8.0,8.0,1.0,5.0,16.0,49.0,0.0,,richaqu01
2010-11,30.0,ORL,NBA,SF,6.0,1.0,98.0,8.0,15.0,0.533,5.0,10.0,0.5,3.0,5.0,0.6,0.7,2.0,2.0,1.0,3.0,12.0,15.0,2.0,1.0,1.0,2.0,9.0,23.0,0.0,,richaqu01
2011-12,31.0,ORL,NBA,SF,5.0,0.0,74.0,5.0,15.0,0.333,2.0,7.0,0.286,3.0,8.0,0.375,0.4,0.0,0.0,,0.0,22.0,22.0,2.0,1.0,0.0,6.0,6.0,12.0,0.0,,richaqu01
2012-13,32.0,NYK,NBA,SF,5.0,0.0,14.0,2.0,6.0,0.333,2.0,5.0,0.4,0.0,1.0,0.0,0.5,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,,richaqu01
1975-76,23.0,NYA,ABA,C,12.0,,266.0,29.0,57.0,0.509,0.0,0.0,,29.0,57.0,0.509,0.509,2.0,5.0,0.4,34.0,38.0,72.0,9.0,10.0,13.0,9.0,53.0,60.0,0.0,,hugheki01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hugheki01
1978-79,26.0,DEN,NBA,C,3.0,,35.0,1.0,2.0,0.5,,,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,3.0,8.0,11.0,0.0,2.0,0.0,3.0,8.0,3.0,0.0,,hugheki01
1949-50,24.0,SHE,NBA,,3.0,,,4.0,10.0,0.4,,,,,,,,2.0,3.0,0.667,,,,3.0,,,,10.0,10.0,0.0,,phelaja01
1969-70,23.0,CAR,ABA,C,4.0,,51.0,6.0,16.0,0.375,0.0,0.0,,6.0,16.0,0.375,0.375,3.0,3.0,1.0,,,12.0,2.0,,,,11.0,15.0,0.0,,niemari01
1970-71,24.0,FLO,ABA,C,1.0,,2.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,,niemari01
2017-18,21.0,HOU,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,onuakch01
1990-91,22.0,PHI,NBA,PF,4.0,0.0,10.0,4.0,5.0,0.8,0.0,0.0,,4.0,5.0,0.8,0.8,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,,willija01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willija01
1993-94,25.0,NJN,NBA,PF,2.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,2.0,0.5,3.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,,willija01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willija01
1997-98,29.0,NJN,NBA,C,3.0,2.0,116.0,9.0,21.0,0.429,0.0,0.0,,9.0,21.0,0.429,0.429,3.0,6.0,0.5,20.0,22.0,42.0,5.0,2.0,3.0,2.0,8.0,21.0,0.0,,willija01
1986-87,23.0,DEN,NBA,SG,3.0,0.0,19.0,2.0,6.0,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,6.0,9.0,0.667,1.0,4.0,5.0,4.0,0.0,2.0,4.0,1.0,10.0,0.0,,smithot01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smithot01
1988-89,25.0,GSW,NBA,SG,4.0,0.0,49.0,9.0,24.0,0.375,0.0,0.0,,9.0,24.0,0.375,0.375,1.0,2.0,0.5,6.0,7.0,13.0,6.0,2.0,1.0,2.0,5.0,19.0,0.0,,smithot01
2014-15,22.0,LAC,NBA,SG,14.0,2.0,250.0,46.0,105.0,0.438,13.0,35.0,0.371,33.0,70.0,0.471,0.5,12.0,19.0,0.632,6.0,18.0,24.0,16.0,10.0,4.0,12.0,28.0,117.0,0.0,,riverau01
2015-16,23.0,LAC,NBA,SG,6.0,2.0,144.0,26.0,61.0,0.426,4.0,17.0,0.235,22.0,44.0,0.5,0.459,6.0,9.0,0.667,4.0,12.0,16.0,16.0,3.0,0.0,7.0,12.0,62.0,0.0,,riverau01
2016-17,24.0,LAC,NBA,SG,3.0,2.0,90.0,9.0,26.0,0.346,4.0,13.0,0.308,5.0,13.0,0.385,0.423,2.0,2.0,1.0,1.0,7.0,8.0,2.0,1.0,1.0,5.0,6.0,24.0,0.0,,riverau01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riverau01
2018-19,26.0,HOU,NBA,SG,10.0,0.0,215.0,27.0,62.0,0.435,16.0,35.0,0.457,11.0,27.0,0.407,0.565,4.0,6.0,0.667,2.0,19.0,21.0,10.0,5.0,1.0,8.0,31.0,74.0,0.0,,riverau01
2019-20,27.0,HOU,NBA,SG,12.0,0.0,211.0,19.0,61.0,0.311,9.0,35.0,0.257,10.0,26.0,0.385,0.385,10.0,13.0,0.769,2.0,28.0,30.0,16.0,7.0,1.0,8.0,22.0,57.0,0.0,,riverau01
2020-21,28.0,DEN,NBA,SG,10.0,9.0,305.0,30.0,69.0,0.435,19.0,46.0,0.413,11.0,23.0,0.478,0.572,13.0,16.0,0.813,1.0,16.0,17.0,21.0,2.0,3.0,9.0,32.0,92.0,0.0,,riverau01
2021-22,29.0,DEN,NBA,SG,5.0,0.0,108.0,8.0,18.0,0.444,4.0,12.0,0.333,4.0,6.0,0.667,0.556,1.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,1.0,4.0,15.0,21.0,0.0,,riverau01
2022-23,30.0,MIN,NBA,SG,4.0,0.0,46.0,4.0,8.0,0.5,2.0,6.0,0.333,2.0,2.0,1.0,0.625,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,,riverau01
2001-02,25.0,IND,NBA,SG,5.0,0.0,117.0,18.0,36.0,0.5,0.0,0.0,,18.0,36.0,0.5,0.5,3.0,4.0,0.75,0.0,10.0,10.0,4.0,1.0,1.0,3.0,9.0,39.0,0.0,,mercero01
2002-03,26.0,IND,NBA,SG,6.0,0.0,135.0,16.0,49.0,0.327,0.0,0.0,,16.0,49.0,0.327,0.327,7.0,8.0,0.875,2.0,11.0,13.0,7.0,6.0,1.0,5.0,11.0,39.0,0.0,,mercero01
1993-94,24.0,NJN,NBA,C,4.0,1.0,56.0,2.0,9.0,0.222,0.0,0.0,,2.0,9.0,0.222,0.222,8.0,8.0,1.0,4.0,4.0,8.0,3.0,0.0,2.0,3.0,13.0,12.0,0.0,,brownpj01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brownpj01
1996-97,27.0,MIA,NBA,PF,15.0,15.0,451.0,42.0,103.0,0.408,0.0,0.0,,42.0,103.0,0.408,0.408,38.0,53.0,0.717,48.0,81.0,129.0,10.0,9.0,20.0,16.0,40.0,122.0,0.0,,brownpj01
1997-98,28.0,MIA,NBA,PF,5.0,5.0,190.0,19.0,37.0,0.514,0.0,0.0,,19.0,37.0,0.514,0.514,8.0,22.0,0.364,15.0,29.0,44.0,4.0,7.0,3.0,6.0,22.0,46.0,0.0,,brownpj01
1998-99,29.0,MIA,NBA,PF,5.0,5.0,144.0,21.0,45.0,0.467,0.0,1.0,0.0,21.0,44.0,0.477,0.467,9.0,10.0,0.9,14.0,17.0,31.0,5.0,2.0,2.0,3.0,17.0,51.0,0.0,,brownpj01
1999-00,30.0,MIA,NBA,PF,10.0,10.0,308.0,35.0,82.0,0.427,0.0,0.0,,35.0,82.0,0.427,0.427,5.0,6.0,0.833,26.0,56.0,82.0,11.0,8.0,4.0,11.0,42.0,75.0,0.0,,brownpj01
2000-01,31.0,CHH,NBA,C,10.0,10.0,385.0,28.0,67.0,0.418,0.0,0.0,,28.0,67.0,0.418,0.418,24.0,29.0,0.828,41.0,59.0,100.0,11.0,12.0,14.0,12.0,31.0,80.0,0.0,,brownpj01
2001-02,32.0,CHH,NBA,C,9.0,9.0,331.0,32.0,75.0,0.427,0.0,0.0,,32.0,75.0,0.427,0.427,28.0,37.0,0.757,29.0,57.0,86.0,14.0,6.0,12.0,8.0,37.0,92.0,0.0,,brownpj01
2002-03,33.0,NOH,NBA,PF,6.0,6.0,193.0,21.0,44.0,0.477,0.0,0.0,,21.0,44.0,0.477,0.477,19.0,25.0,0.76,20.0,26.0,46.0,6.0,7.0,3.0,5.0,22.0,61.0,0.0,,brownpj01
2003-04,34.0,NOH,NBA,PF,7.0,7.0,256.0,26.0,71.0,0.366,0.0,0.0,,26.0,71.0,0.366,0.366,10.0,11.0,0.909,29.0,39.0,68.0,15.0,3.0,11.0,13.0,16.0,62.0,0.0,,brownpj01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brownpj01
2006-07,37.0,CHI,NBA,PF,10.0,10.0,228.0,33.0,67.0,0.493,0.0,0.0,,33.0,67.0,0.493,0.493,17.0,23.0,0.739,17.0,30.0,47.0,12.0,8.0,2.0,8.0,29.0,83.0,0.0,,brownpj01
2007-08,38.0,BOS,NBA,PF,25.0,0.0,341.0,26.0,56.0,0.464,0.0,1.0,0.0,26.0,55.0,0.473,0.464,21.0,25.0,0.84,18.0,41.0,59.0,12.0,5.0,10.0,12.0,58.0,73.0,0.0,,brownpj01
1991-92,24.0,SAS,NBA,PG,2.0,0.0,15.0,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,,suttogr01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suttogr01
1994-95,27.0,CHH,NBA,PG,3.0,0.0,23.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,suttogr01
1968-69,23.0,MMF,ABA,PF,12.0,,251.0,29.0,65.0,0.446,0.0,0.0,,29.0,65.0,0.446,0.446,19.0,30.0,0.633,,,57.0,8.0,,,14.0,35.0,77.0,0.0,,sparkda01
1947-48,24.0,STB,BAA,C,7.0,,,29.0,118.0,0.246,,,,,,,,22.0,30.0,0.733,,,,6.0,,,,30.0,80.0,0.0,,rochare01
1948-49,25.0,STB,BAA,C,2.0,,,16.0,36.0,0.444,,,,,,,,4.0,5.0,0.8,,,,6.0,,,,6.0,36.0,0.0,,rochare01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rochare01
1951-52,28.0,SYR,NBA,C,7.0,,276.0,41.0,95.0,0.432,,,,,,,,37.0,51.0,0.725,,,48.0,10.0,,,,36.0,119.0,0.0,,rochare01
1952-53,29.0,SYR,NBA,C,2.0,,107.0,10.0,26.0,0.385,,,,,,,,11.0,14.0,0.786,,,17.0,7.0,,,,11.0,31.0,0.0,,rochare01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rochare01
1954-55,31.0,SYR,NBA,C,11.0,,371.0,46.0,110.0,0.418,,,,,,,,44.0,58.0,0.759,,,74.0,14.0,,,,45.0,136.0,0.0,,rochare01
1955-56,32.0,SYR,NBA,C,8.0,,189.0,23.0,68.0,0.338,,,,,,,,22.0,26.0,0.846,,,52.0,15.0,,,,37.0,68.0,0.0,,rochare01
1956-57,33.0,FTW,NBA,C,2.0,,18.0,0.0,5.0,0.0,,,,,,,,4.0,6.0,0.667,,,6.0,0.0,,,,4.0,4.0,0.0,,rochare01
1950-51,21.0,INO,NBA,,1.0,,,2.0,6.0,0.333,,,,,,,,1.0,1.0,1.0,,,1.0,0.0,,,,3.0,5.0,0.0,,lofgrdo01
1951-52,22.0,INO,NBA,SF,2.0,,10.0,0.0,3.0,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,3.0,0.0,0.0,,lofgrdo01
2010-11,24.0,DAL,NBA,SG,6.0,0.0,23.0,4.0,9.0,0.444,1.0,3.0,0.333,3.0,6.0,0.5,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,4.0,0.0,2.0,5.0,9.0,0.0,,breweco01
2011-12,25.0,DEN,NBA,SF,7.0,0.0,116.0,23.0,54.0,0.426,6.0,20.0,0.3,17.0,34.0,0.5,0.481,6.0,8.0,0.75,6.0,8.0,14.0,6.0,7.0,2.0,2.0,11.0,58.0,0.0,,breweco01
2012-13,26.0,DEN,NBA,SF,6.0,0.0,146.0,21.0,68.0,0.309,9.0,36.0,0.25,12.0,32.0,0.375,0.375,14.0,21.0,0.667,3.0,8.0,11.0,7.0,6.0,1.0,7.0,19.0,65.0,0.0,,breweco01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,breweco01
2014-15,28.0,HOU,NBA,SF,17.0,0.0,428.0,72.0,167.0,0.431,12.0,42.0,0.286,60.0,125.0,0.48,0.467,35.0,55.0,0.636,11.0,36.0,47.0,19.0,11.0,4.0,15.0,48.0,191.0,0.0,,breweco01
2015-16,29.0,HOU,NBA,SF,5.0,1.0,77.0,7.0,27.0,0.259,1.0,10.0,0.1,6.0,17.0,0.353,0.278,7.0,8.0,0.875,3.0,4.0,7.0,8.0,0.0,1.0,6.0,13.0,22.0,0.0,,breweco01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,breweco01
2017-18,31.0,OKC,NBA,SG,6.0,6.0,151.0,13.0,25.0,0.52,5.0,11.0,0.455,8.0,14.0,0.571,0.62,6.0,6.0,1.0,4.0,9.0,13.0,5.0,7.0,5.0,2.0,17.0,37.0,0.0,,breweco01
1980-81,23.0,PHI,NBA,C,9.0,,36.0,6.0,18.0,0.333,0.0,0.0,,6.0,18.0,0.333,0.333,0.0,2.0,0.0,1.0,8.0,9.0,2.0,1.0,2.0,1.0,3.0,12.0,0.0,,curetea01
1981-82,24.0,PHI,NBA,PF,12.0,,75.0,13.0,41.0,0.317,0.0,1.0,0.0,13.0,40.0,0.325,0.317,6.0,9.0,0.667,12.0,14.0,26.0,2.0,1.0,1.0,5.0,12.0,32.0,0.0,,curetea01
1982-83,25.0,PHI,NBA,C,5.0,,25.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,0.0,5.0,5.0,1.0,2.0,0.0,3.0,5.0,2.0,0.0,,curetea01
1983-84,26.0,DET,NBA,C,5.0,,93.0,15.0,31.0,0.484,0.0,0.0,,15.0,31.0,0.484,0.484,2.0,6.0,0.333,14.0,19.0,33.0,2.0,2.0,1.0,5.0,9.0,32.0,0.0,,curetea01
1984-85,27.0,DET,NBA,C,9.0,0.0,133.0,16.0,34.0,0.471,0.0,1.0,0.0,16.0,33.0,0.485,0.471,5.0,9.0,0.556,10.0,31.0,41.0,4.0,9.0,2.0,4.0,20.0,37.0,0.0,,curetea01
1985-86,28.0,DET,NBA,PF,4.0,4.0,126.0,17.0,31.0,0.548,0.0,1.0,0.0,17.0,30.0,0.567,0.548,2.0,8.0,0.25,12.0,18.0,30.0,9.0,3.0,0.0,5.0,14.0,36.0,0.0,,curetea01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curetea01
1993-94,36.0,HOU,NBA,PF,10.0,0.0,100.0,8.0,10.0,0.8,0.0,0.0,,8.0,10.0,0.8,0.8,2.0,2.0,1.0,6.0,23.0,29.0,2.0,1.0,2.0,3.0,20.0,18.0,0.0,,curetea01
1995-96,22.0,SEA,NBA,PG,10.0,0.0,24.0,1.0,7.0,0.143,0.0,2.0,0.0,1.0,5.0,0.2,0.143,0.0,0.0,,0.0,4.0,4.0,6.0,2.0,0.0,4.0,3.0,2.0,0.0,,snower01
1996-97,23.0,SEA,NBA,PG,8.0,0.0,48.0,5.0,11.0,0.455,2.0,4.0,0.5,3.0,7.0,0.429,0.545,1.0,2.0,0.5,0.0,2.0,2.0,12.0,4.0,0.0,0.0,7.0,13.0,0.0,,snower01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snower01
1998-99,25.0,PHI,NBA,PG,8.0,8.0,306.0,37.0,88.0,0.42,3.0,13.0,0.231,34.0,75.0,0.453,0.438,22.0,27.0,0.815,3.0,30.0,33.0,57.0,8.0,1.0,25.0,26.0,99.0,0.0,,snower01
1999-00,26.0,PHI,NBA,PG,5.0,4.0,138.0,15.0,31.0,0.484,3.0,4.0,0.75,12.0,27.0,0.444,0.532,4.0,4.0,1.0,0.0,10.0,10.0,35.0,4.0,1.0,7.0,14.0,37.0,0.0,,snower01
2000-01,27.0,PHI,NBA,PG,23.0,9.0,717.0,87.0,210.0,0.414,0.0,7.0,0.0,87.0,203.0,0.429,0.414,40.0,55.0,0.727,26.0,60.0,86.0,104.0,27.0,2.0,45.0,63.0,214.0,0.0,,snower01
2001-02,28.0,PHI,NBA,PG,5.0,5.0,171.0,18.0,56.0,0.321,1.0,6.0,0.167,17.0,50.0,0.34,0.33,17.0,22.0,0.773,3.0,19.0,22.0,27.0,6.0,0.0,15.0,13.0,54.0,0.0,,snower01
2002-03,29.0,PHI,NBA,PG,12.0,12.0,415.0,43.0,102.0,0.422,1.0,10.0,0.1,42.0,92.0,0.457,0.426,51.0,58.0,0.879,9.0,31.0,40.0,67.0,18.0,0.0,30.0,47.0,138.0,0.0,,snower01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snower01
2005-06,32.0,CLE,NBA,PG,13.0,13.0,408.0,32.0,76.0,0.421,0.0,1.0,0.0,32.0,75.0,0.427,0.421,22.0,29.0,0.759,10.0,33.0,43.0,36.0,11.0,3.0,21.0,36.0,86.0,0.0,,snower01
2006-07,33.0,CLE,NBA,PG,19.0,0.0,244.0,12.0,38.0,0.316,0.0,3.0,0.0,12.0,35.0,0.343,0.316,8.0,14.0,0.571,7.0,21.0,28.0,29.0,11.0,2.0,8.0,22.0,32.0,0.0,,snower01
1993-94,26.0,UTA,NBA,C,16.0,16.0,492.0,47.0,105.0,0.448,0.0,0.0,,47.0,105.0,0.448,0.448,33.0,50.0,0.66,61.0,74.0,135.0,7.0,3.0,20.0,24.0,73.0,127.0,0.0,,spencfe01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spencfe01
1995-96,28.0,UTA,NBA,C,18.0,18.0,276.0,23.0,53.0,0.434,0.0,1.0,0.0,23.0,52.0,0.442,0.434,5.0,9.0,0.556,26.0,28.0,54.0,2.0,5.0,22.0,19.0,58.0,51.0,0.0,,spencfe01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spencfe01
2000-01,33.0,NYK,NBA,C,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,spencfe01
1946-47,27.0,STB,BAA,,3.0,,,6.0,39.0,0.154,,,,,,,,8.0,12.0,0.667,,,,0.0,,,,11.0,20.0,0.0,,dollbo01
1947-48,28.0,STB,BAA,,7.0,,,18.0,91.0,0.198,,,,,,,,14.0,26.0,0.538,,,,5.0,,,,18.0,50.0,0.0,,dollbo01
1958-59,23.0,MNL,NBA,C,13.0,,213.0,36.0,103.0,0.35,,,,,,,,22.0,23.0,0.957,,,77.0,5.0,,,,36.0,94.0,0.0,,krebsji01
1959-60,24.0,MNL,NBA,C,9.0,,157.0,23.0,55.0,0.418,,,,,,,,5.0,10.0,0.5,,,47.0,8.0,,,,31.0,51.0,0.0,,krebsji01
