Date,Team,Unnamed: 3,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,player_id
2025-03-18,ATL,@,CHO,"W, 134-102",,10,2,3,0.667,2,3,0.667,0,0,,0,2,2,1,0,1,0,0,6,6.7,6.0,mathega01
2025-03-03,ATL,@,MEM,"W, 132-130",,14,4,6,0.667,3,5,0.6,0,1,0.0,0,2,2,1,0,2,0,3,11,9.5,-8.0,mathega01
2025-02-07,ATL,,MIL,"W, 115-110",,6,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,2,1.0,-12.0,mathega01
2025-04-03,PHI,,MIL,"L, 113-126",,1,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,2.0,wheelph02
2025-04-01,PHI,@,NYK,"L, 91-105",,9,0,4,0.0,0,2,0.0,0,0,,0,1,1,0,0,0,0,1,0,-2.9,2.0,wheelph02
2025-03-30,PHI,,TOR,"L, 109-127",,13,1,4,0.25,0,1,0.0,2,2,1.0,0,1,1,0,1,2,0,0,4,4.3,-1.0,wheelph02
2025-03-29,PHI,,MIA,"L, 95-118",,6,0,3,0.0,0,1,0.0,0,0,,1,0,1,0,0,0,1,0,0,-2.4,0.0,wheelph02
2025-03-26,PHI,,WAS,"L, 114-119",,15,2,9,0.222,0,5,0.0,0,0,,1,3,4,2,0,0,0,0,4,1.5,10.0,wheelph02
2025-01-01,DET,,ORL,"W, 105-96",*,27,8,11,0.727,5,6,0.833,1,2,0.5,0,1,1,4,1,0,5,0,22,16.2,9.0,iveyja01
2024-12-28,DET,@,DEN,"L, 121-134",*,21,7,9,0.778,2,3,0.667,1,1,1.0,1,2,3,1,0,0,3,0,17,12.5,-17.0,iveyja01
2024-12-26,DET,@,SAC,"W, 114-113",*,33,7,13,0.538,3,7,0.429,2,3,0.667,3,3,6,0,0,1,3,2,19,12.2,-1.0,iveyja01
2024-12-23,DET,@,LAL,"W, 117-114",*,29,8,15,0.533,2,4,0.5,0,0,,0,3,3,2,2,0,2,2,18,12.2,5.0,iveyja01
2024-12-21,DET,@,PHO,"W, 133-125",*,30,7,14,0.5,4,6,0.667,2,2,1.0,4,4,8,8,1,0,1,2,20,21.8,6.0,iveyja01
2025-04-28,MIA,,CLE,"L, 83-138",*,32,6,13,0.462,1,4,0.25,0,1,0.0,3,9,12,4,1,0,3,3,13,10.3,-33.0,adebaba01
2025-04-26,MIA,,CLE,"L, 87-124",*,40,9,20,0.45,4,7,0.571,0,0,,4,5,9,1,0,0,6,2,22,9.8,-28.0,adebaba01
2025-04-23,MIA,@,CLE,"L, 112-121",*,42,3,9,0.333,1,5,0.2,4,4,1.0,5,9,14,9,1,0,2,3,11,16.2,1.0,adebaba01
2025-04-20,MIA,@,CLE,"L, 100-121",*,39,10,22,0.455,1,5,0.2,3,6,0.5,4,5,9,3,2,1,1,1,24,19.1,-13.0,adebaba01
2025-04-11,MIA,@,NOP,"W, 153-104",*,22,8,12,0.667,4,6,0.667,3,4,0.75,3,9,12,4,2,0,0,1,23,26.6,46.0,adebaba01
2025-04-28,MIA,,CLE,"L, 83-138",,11,1,4,0.25,0,3,0.0,0,0,,1,3,4,0,1,1,2,1,2,0.5,-30.0,highsha01
2025-04-26,MIA,,CLE,"L, 87-124",,15,1,4,0.25,1,4,0.25,0,0,,0,1,1,1,2,0,0,4,3,2.0,-15.0,highsha01
2025-04-23,MIA,@,CLE,"L, 112-121",,27,6,7,0.857,5,6,0.833,0,0,,1,1,2,1,0,0,1,3,17,14.0,-6.0,highsha01
2025-04-20,MIA,@,CLE,"L, 100-121",,31,3,4,0.75,1,2,0.5,0,0,,2,4,6,2,0,1,1,3,7,7.9,-12.0,highsha01
2025-04-13,MIA,,WAS,"L, 118-119",*,22,5,10,0.5,2,5,0.4,0,0,,1,2,3,1,0,0,1,2,12,7.2,4.0,highsha01
2025-04-13,CHO,@,BOS,"L, 86-93",,20,4,9,0.444,2,5,0.4,2,3,0.667,1,0,1,2,1,0,1,3,12,7.8,-5.0,simsja01
2025-04-11,CHO,@,BOS,"L, 94-130",,16,1,3,0.333,1,2,0.5,1,2,0.5,0,0,0,1,0,0,1,4,4,0.0,-10.0,simsja01
2025-04-09,CHO,@,TOR,"L, 96-126",,24,1,6,0.167,0,3,0.0,2,2,1.0,1,2,3,1,1,1,1,0,4,2.9,-21.0,simsja01
2025-04-08,CHO,,MEM,"L, 100-124",,18,3,5,0.6,0,1,0.0,3,4,0.75,0,0,0,3,1,0,1,1,9,8.0,-1.0,simsja01
2025-04-06,CHO,,CHI,"L, 117-131",,12,2,2,1.0,2,2,1.0,0,0,,1,0,1,1,0,0,1,0,6,5.8,4.0,simsja01
2025-03-25,DAL,@,NYK,"L, 113-128",*,19,0,0,,0,0,,0,0,,0,4,4,0,0,0,0,1,0,0.8,-19.0,edwarke02
2025-03-19,DAL,@,IND,"L, 131-135",*,21,3,5,0.6,3,4,0.75,0,0,,0,2,2,1,1,0,1,5,9,6.0,-15.0,edwarke02
2025-03-16,DAL,,PHI,"L, 125-130",*,27,2,3,0.667,1,2,0.5,0,0,,0,7,7,1,0,1,1,4,5,4.6,-2.0,edwarke02
2025-03-14,DAL,@,HOU,"L, 96-133",*,35,4,10,0.4,2,5,0.4,2,2,1.0,1,5,6,0,1,4,1,2,12,10.8,-19.0,edwarke02
2025-03-12,DAL,@,SAS,"L, 116-126",*,28,6,8,0.75,2,2,1.0,1,2,0.5,0,3,3,0,1,0,2,3,15,10.1,-17.0,edwarke02
2025-05-28,MIN,@,OKC,"L, 94-124",,7,1,2,0.5,1,2,0.5,0,0,,0,0,0,1,0,0,1,0,3,1.7,4.0,minotjo01
2025-05-24,MIN,,OKC,"W, 143-101",,8,0,3,0.0,0,2,0.0,0,0,,0,0,0,0,0,1,1,0,0,-2.4,0.0,minotjo01
2025-05-20,MIN,@,OKC,"L, 88-114",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6.0,minotjo01
2025-05-08,MIN,,GSW,"W, 117-93",,3,1,2,0.5,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,2,1.7,2.0,minotjo01
2025-04-19,MIN,@,LAL,"W, 117-95",,3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1.0,minotjo01
2025-04-11,PHI,,ATL,"L, 110-124",,30,1,11,0.091,0,2,0.0,0,0,,0,0,0,3,0,0,0,1,2,-3.6,-9.0,dowtije01
2025-04-09,PHI,@,WAS,"W, 122-103",,29,11,15,0.733,4,7,0.571,4,6,0.667,0,0,0,3,4,1,1,1,30,28.5,19.0,dowtije01
2025-03-26,PHI,,WAS,"L, 114-119",*,28,5,10,0.5,1,3,0.333,0,0,,0,1,1,3,0,0,0,1,11,8.0,-1.0,dowtije01
2025-03-24,PHI,@,NOP,"L, 99-112",,22,3,8,0.375,0,3,0.0,6,6,1.0,0,1,1,2,1,3,2,3,12,9.2,-9.0,dowtije01
2025-03-23,PHI,@,ATL,"L, 119-132",*,26,7,11,0.636,1,2,0.5,2,3,0.667,2,2,4,3,3,2,2,1,17,17.8,-13.0,dowtije01
2025-02-12,CHO,@,ORL,"L, 86-102",,16,3,7,0.429,1,1,1.0,0,0,,0,0,0,1,0,0,1,1,7,2.6,-10.0,wongis01
2025-02-09,CHO,@,DET,"L, 102-112",,24,6,9,0.667,3,3,1.0,2,2,1.0,0,2,2,1,1,0,2,1,17,13.0,-5.0,wongis01
2025-02-05,CHO,,MIL,"L, 102-112",,16,3,6,0.5,0,2,0.0,0,0,,0,0,0,2,1,0,0,1,6,5.0,19.0,wongis01
2025-02-03,CHO,,WAS,"L, 114-124",,5,1,2,0.5,1,1,1.0,0,0,,0,0,0,1,0,0,2,1,3,0.3,-9.0,wongis01
2025-02-01,CHO,,DEN,"L, 104-107",,11,0,6,0.0,0,1,0.0,0,0,,0,3,3,3,0,0,0,3,0,-2.4,-5.0,wongis01
2025-05-03,LAC,@,DEN,"L, 101-120",*,17,5,10,0.5,1,4,0.25,1,4,0.25,1,1,2,0,1,3,1,0,12,8.9,-11.0,jonesde02
2025-05-01,LAC,,DEN,"W, 111-105",,18,3,8,0.375,2,6,0.333,0,0,,0,2,2,1,1,2,0,2,8,6.5,2.0,jonesde02
2025-04-29,LAC,@,DEN,"L, 115-131",,14,3,6,0.5,1,3,0.333,0,0,,1,0,1,0,0,0,0,0,7,4.7,-10.0,jonesde02
2025-04-26,LAC,,DEN,"L, 99-101",,15,2,5,0.4,0,1,0.0,0,0,,0,1,1,1,0,0,0,0,4,2.3,2.0,jonesde02
2025-04-24,LAC,,DEN,"W, 117-83",,23,4,8,0.5,2,3,0.667,0,2,0.0,1,0,1,0,1,2,1,1,10,6.9,20.0,jonesde02
2025-05-13,CLE,,IND,"L, 105-114",,16,1,2,0.5,0,0,,0,0,,0,0,0,0,1,0,1,1,2,0.6,2.0,okorois01
2025-05-11,CLE,@,IND,"L, 109-129",,19,5,6,0.833,2,2,1.0,1,2,0.5,0,2,2,0,1,0,2,2,13,9.2,15.0,okorois01
2025-05-09,CLE,@,IND,"W, 126-104",,4,0,1,0.0,0,0,,1,2,0.5,0,0,0,0,1,0,0,1,1,0.5,-3.0,okorois01
2025-05-06,CLE,,IND,"L, 119-120",,29,1,2,0.5,0,1,0.0,3,4,0.75,0,2,2,1,2,0,0,2,5,6.1,1.0,okorois01
2025-05-04,CLE,,IND,"L, 112-121",,15,1,4,0.25,0,2,0.0,0,0,,2,0,2,2,0,0,0,0,2,2.4,3.0,okorois01
2025-05-04,HOU,,GSW,"L, 89-103",,12,1,5,0.2,1,3,0.333,0,0,,2,2,4,0,0,0,0,0,3,1.9,-9.0,smithja05
2025-05-02,HOU,@,GSW,"W, 115-107",,19,3,4,0.75,2,3,0.667,0,0,,1,2,3,1,0,0,2,1,8,6.0,9.0,smithja05
2025-04-30,HOU,,GSW,"W, 131-116",,15,2,6,0.333,1,5,0.2,2,2,1.0,0,2,2,0,0,0,1,1,7,2.8,-6.0,smithja05
2025-04-28,HOU,@,GSW,"L, 106-109",,22,2,4,0.5,1,2,0.5,1,2,0.5,1,1,2,3,0,1,1,1,6,6.0,6.0,smithja05
2025-04-26,HOU,@,GSW,"L, 93-104",,26,4,8,0.5,3,5,0.6,1,2,0.5,1,4,5,0,0,2,1,0,12,9.9,-8.0,smithja05
2025-04-13,TOR,@,SAS,"L, 118-125",,2,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-1.0,templga01
2025-04-11,TOR,@,DAL,"L, 102-124",,33,5,12,0.417,0,5,0.0,2,2,1.0,4,1,5,3,1,0,0,0,12,11.8,-14.0,templga01
2025-04-09,TOR,,CHO,"W, 126-96",,9,4,6,0.667,1,3,0.333,0,0,,0,0,0,1,2,0,0,0,9,9.1,5.0,templga01
2025-03-23,TOR,,SAS,"L, 89-123",,3,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3.0,templga01
2025-03-20,TOR,@,GSW,"L, 114-117",,5,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,0.0,-1.0,templga01
2025-02-05,WAS,@,BRK,"W, 119-102",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5.0,davisjo06
2025-01-30,WAS,,LAL,"L, 96-134",,10,0,2,0.0,0,1,0.0,2,2,1.0,0,2,2,0,1,0,1,0,2,1.2,-5.0,davisjo06
2025-01-29,WAS,,TOR,"L, 82-106",,8,0,2,0.0,0,1,0.0,0,2,0.0,1,0,1,1,0,0,1,0,0,-1.8,0.0,davisjo06
2025-01-27,WAS,@,DAL,"L, 108-130",,6,1,2,0.5,0,0,,0,0,,1,1,2,1,1,0,0,1,2,3.3,4.0,davisjo06
2025-01-23,WAS,@,LAC,"L, 93-110",,2,1,2,0.5,0,0,,0,0,,1,0,1,0,0,0,0,0,2,1.7,0.0,davisjo06
2025-03-21,MIN,,NOP,"W, 134-93",*,6,0,3,0.0,0,2,0.0,0,0,,0,0,0,1,0,0,1,2,0,-3.2,1.0,inglejo01
2025-03-07,MIN,@,MIA,"W, 106-104",,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,inglejo01
2025-02-24,MIN,@,OKC,"W, 131-128 (OT)",,5,0,1,0.0,0,1,0.0,0,0,,0,0,0,2,0,0,1,0,0,-0.3,1.0,inglejo01
2025-02-13,MIN,,OKC,"W, 116-101",,2,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1.0,inglejo01
2025-02-12,MIN,,MIL,"L, 101-103",,14,1,4,0.25,1,4,0.25,0,0,,0,4,4,4,0,0,0,0,3,4.6,8.0,inglejo01
2025-04-29,MIL,@,IND,"L, 118-119 (OT)",,11,2,2,1.0,0,0,,0,0,,4,1,5,0,0,0,2,1,4,4.1,-3.0,simsje01
2025-04-27,MIL,,IND,"L, 103-129",,14,2,2,1.0,0,0,,2,2,1.0,2,1,3,1,0,0,0,1,6,7.4,2.0,simsje01
2025-04-25,MIL,,IND,"W, 117-101",,15,2,2,1.0,0,0,,0,1,0.0,4,4,8,0,0,0,0,0,4,7.0,-8.0,simsje01
2025-04-22,MIL,@,IND,"L, 115-123",,8,0,0,,0,0,,0,0,,1,1,2,0,0,0,2,1,0,-1.4,5.0,simsje01
2025-04-19,MIL,@,IND,"L, 98-117",,10,0,0,,0,0,,0,0,,0,2,2,0,0,1,1,2,0,-0.5,3.0,simsje01
2025-04-13,CHO,@,BOS,"L, 86-93",*,18,4,10,0.4,2,7,0.286,4,5,0.8,0,2,2,2,0,1,1,0,14,9.9,-3.0,okogijo01
2025-04-11,CHO,@,BOS,"L, 94-130",*,22,3,10,0.3,2,6,0.333,2,4,0.5,1,4,5,2,1,1,1,2,10,6.6,-10.0,okogijo01
2025-04-08,CHO,,MEM,"L, 100-124",*,18,4,7,0.571,2,5,0.4,2,4,0.5,1,1,2,1,0,0,1,1,12,8.2,-14.0,okogijo01
2025-04-06,CHO,,CHI,"L, 117-131",*,17,0,3,0.0,0,2,0.0,7,8,0.875,1,0,1,2,2,0,2,0,7,6.6,8.0,okogijo01
2025-04-04,CHO,,SAC,"L, 102-125",,12,1,3,0.333,0,2,0.0,4,5,0.8,1,2,3,0,1,1,0,2,6,6.1,-13.0,okogijo01
2025-05-31,NYK,@,IND,"L, 108-125",*,37,10,18,0.556,2,7,0.286,2,3,0.667,3,2,5,3,2,2,1,1,24,21.8,-15.0,anunoog01
2025-05-29,NYK,,IND,"W, 111-94",*,34,3,14,0.214,1,7,0.143,4,4,1.0,2,2,4,0,3,0,1,2,11,5.6,15.0,anunoog01
2025-05-27,NYK,@,IND,"L, 121-130",*,40,7,16,0.438,1,7,0.143,7,9,0.778,1,3,4,1,3,2,2,5,22,15.5,-1.0,anunoog01
2025-05-25,NYK,@,IND,"W, 106-100",*,37,6,9,0.667,4,6,0.667,0,2,0.0,0,2,2,2,1,3,0,3,16,15.2,1.0,anunoog01
2025-05-23,NYK,,IND,"L, 109-114",*,36,6,11,0.545,2,6,0.333,2,2,1.0,1,4,5,1,2,0,1,2,16,13.5,5.0,anunoog01
2025-04-13,PHO,@,SAC,"L, 98-109",*,22,2,4,0.5,0,1,0.0,0,0,,0,5,5,3,0,0,0,0,4,5.6,-18.0,plumlma01
2025-04-11,PHO,,SAS,"W, 117-98",,15,2,2,1.0,0,0,,3,4,0.75,3,3,6,1,2,2,1,2,7,11.3,19.0,plumlma01
2025-04-09,PHO,,OKC,"L, 112-125",,24,1,1,1.0,0,0,,3,6,0.5,0,5,5,2,0,0,1,0,5,5.4,2.0,plumlma01
2025-04-08,PHO,,GSW,"L, 95-133",,12,1,1,1.0,0,0,,1,2,0.5,1,2,3,2,0,0,0,4,3,3.4,-4.0,plumlma01
2025-03-30,PHO,,HOU,"L, 109-148",,12,3,3,1.0,0,0,,3,3,1.0,2,4,6,3,1,1,2,1,9,12.1,0.0,plumlma01
2025-04-29,ORL,@,BOS,"L, 89-120",,14,2,5,0.4,0,2,0.0,1,2,0.5,0,1,1,1,0,0,2,1,5,0.5,-8.0,isaacjo01
2025-04-27,ORL,,BOS,"L, 98-107",,13,1,2,0.5,0,1,0.0,2,2,1.0,1,2,3,0,1,0,0,1,4,4.9,-1.0,isaacjo01
2025-04-25,ORL,,BOS,"W, 95-93",,17,1,1,1.0,0,0,,0,0,,1,2,3,1,1,1,0,1,2,5.0,10.0,isaacjo01
2025-04-23,ORL,@,BOS,"L, 100-109",,7,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,-6.0,isaacjo01
2025-04-20,ORL,@,BOS,"L, 86-103",,18,3,4,0.75,1,1,1.0,0,1,0.0,2,0,2,0,0,0,0,0,7,6.4,-6.0,isaacjo01
2025-04-13,IND,@,CLE,"W, 126-118 (2OT)",,29,5,14,0.357,3,9,0.333,0,0,,0,5,5,6,3,2,0,3,13,14.1,35.0,dennira01
2025-04-11,IND,,ORL,"L, 115-129",,17,4,9,0.444,2,5,0.4,0,0,,0,1,1,3,1,0,1,1,10,7.3,3.0,dennira01
2025-04-04,IND,,UTA,"W, 140-112",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,9.0,dennira01
2025-03-10,IND,@,CHI,"L, 103-121",,8,1,5,0.2,0,3,0.0,0,0,,1,1,2,3,1,0,1,0,2,2.0,1.0,dennira01
2025-02-26,IND,,TOR,"W, 111-91",,4,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,1,2,0,-2.2,-5.0,dennira01
2025-04-13,IND,@,CLE,"W, 126-118 (2OT)",,31,2,8,0.25,0,3,0.0,4,4,1.0,2,6,8,1,1,1,1,1,8,7.4,29.0,freemen01
2025-04-11,IND,,ORL,"L, 115-129",,11,2,4,0.5,0,1,0.0,0,0,,3,0,3,0,0,0,0,2,4,3.3,5.0,freemen01
2025-03-17,IND,@,MIN,"W, 132-130 (OT)",,0,0,0,,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,2,2.0,,freemen01
2025-02-04,IND,@,POR,"L, 89-112",,4,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,1,0,1.0,-3.0,freemen01
2025-01-08,IND,,CHI,"W, 129-113",,16,2,3,0.667,0,0,,2,4,0.5,1,3,4,1,0,0,1,2,6,4.4,-9.0,freemen01
2025-04-13,BRK,,NYK,"L, 105-113",*,38,6,11,0.545,5,8,0.625,1,3,0.333,0,4,4,4,0,0,0,2,18,15.1,-4.0,wilsoja03
2025-04-11,BRK,@,MIN,"L, 91-117",*,35,5,12,0.417,4,8,0.5,0,0,,2,7,9,3,0,1,0,3,14,12.7,-8.0,wilsoja03
2025-04-10,BRK,,ATL,"L, 109-133",,24,6,10,0.6,6,10,0.6,2,4,0.5,0,4,4,3,1,0,0,1,20,18.5,0.0,wilsoja03
2025-04-08,BRK,,NOP,"W, 119-114",*,21,3,9,0.333,2,7,0.286,1,2,0.5,2,2,4,3,1,0,1,2,9,6.8,8.0,wilsoja03
2025-03-31,BRK,@,DAL,"W, 113-109",*,29,4,11,0.364,2,6,0.333,2,2,1.0,0,4,4,4,1,0,1,3,12,8.7,11.0,wilsoja03
2025-05-04,HOU,,GSW,"L, 89-103",*,37,9,16,0.563,0,1,0.0,6,6,1.0,3,6,9,3,1,1,0,2,24,23.3,-11.0,thompam01
2025-05-02,HOU,@,GSW,"W, 115-107",*,36,5,13,0.385,0,1,0.0,4,6,0.667,0,7,7,2,3,0,2,2,14,9.8,10.0,thompam01
2025-04-30,HOU,,GSW,"W, 131-116",*,35,8,12,0.667,1,1,1.0,8,9,0.889,4,2,6,3,5,3,3,2,25,28.2,32.0,thompam01
2025-04-28,HOU,@,GSW,"L, 106-109",*,31,7,12,0.583,0,0,,3,5,0.6,1,8,9,2,1,0,1,3,17,13.9,-17.0,thompam01
2025-04-26,HOU,@,GSW,"L, 93-104",*,37,5,16,0.313,0,0,,1,2,0.5,5,2,7,4,1,1,4,2,11,5.2,-9.0,thompam01
2025-04-09,WAS,,PHI,"L, 103-122",,30,3,9,0.333,0,3,0.0,2,3,0.667,2,2,4,3,4,0,2,3,8,7.4,-25.0,martija02
2025-04-03,WAS,,ORL,"L, 97-109",,22,2,7,0.286,1,2,0.5,2,2,1.0,0,2,2,1,1,0,0,1,7,4.8,-23.0,martija02
2025-03-31,WAS,,MIA,"L, 94-120",,18,2,4,0.5,0,2,0.0,0,0,,0,4,4,1,2,0,2,3,4,2.7,-8.0,martija02
2025-03-29,WAS,,BRK,"L, 112-115",,30,5,10,0.5,1,4,0.25,2,2,1.0,2,4,6,3,0,0,0,3,13,11.5,9.0,martija02
2025-03-27,WAS,,IND,"L, 109-162",,23,2,3,0.667,0,0,,0,0,,1,0,1,2,0,0,1,0,4,3.8,-37.0,martija02
2025-04-13,ATL,,ORL,"W, 117-105",*,30,9,14,0.643,0,2,0.0,1,2,0.5,2,1,3,4,0,0,1,0,19,15.9,2.0,mannte01
2025-04-11,ATL,@,PHI,"W, 124-110",,19,2,7,0.286,1,3,0.333,0,0,,1,1,2,1,0,0,0,1,5,2.2,6.0,mannte01
2025-04-10,ATL,@,BRK,"W, 133-109",,25,6,9,0.667,1,2,0.5,1,2,0.5,2,1,3,0,1,0,0,3,14,11.2,12.0,mannte01
2025-04-08,ATL,@,ORL,"L, 112-119",,30,0,5,0.0,0,4,0.0,0,0,,2,2,4,5,1,0,3,2,0,-0.8,1.0,mannte01
2025-04-06,ATL,,UTA,"W, 147-134",,26,3,5,0.6,1,2,0.5,3,3,1.0,2,3,5,1,1,0,0,4,10,10.1,15.0,mannte01
2025-04-13,TOR,@,SAS,"L, 118-125",,21,3,7,0.429,1,4,0.25,7,7,1.0,0,0,0,0,0,0,1,1,14,8.9,-5.0,lawsoaj01
2025-04-11,TOR,@,DAL,"L, 102-124",,32,3,10,0.3,1,4,0.25,5,6,0.833,2,8,10,2,1,0,0,3,12,10.8,-10.0,lawsoaj01
2025-04-09,TOR,,CHO,"W, 126-96",,28,5,9,0.556,2,5,0.4,2,4,0.5,2,4,6,7,1,0,0,1,14,17.0,18.0,lawsoaj01
2025-04-06,TOR,@,BRK,"W, 120-109",,22,5,9,0.556,1,3,0.333,2,3,0.667,0,1,1,0,2,0,2,2,13,7.8,-6.0,lawsoaj01
2025-04-04,TOR,,DET,"L, 105-117",,23,2,7,0.286,1,4,0.25,4,6,0.667,1,2,3,1,1,2,1,2,9,6.7,-2.0,lawsoaj01
2025-04-29,ORL,@,BOS,"L, 89-120",*,30,6,15,0.4,2,4,0.5,5,7,0.714,2,7,9,6,0,0,3,5,19,12.8,-15.0,banchpa01
2025-04-27,ORL,,BOS,"L, 98-107",*,40,12,32,0.375,2,6,0.333,5,9,0.556,3,4,7,3,0,1,4,5,31,11.9,-8.0,banchpa01
2025-04-25,ORL,,BOS,"W, 95-93",*,42,10,25,0.4,2,4,0.5,7,8,0.875,2,4,6,1,2,0,4,4,29,14.8,-3.0,banchpa01
2025-04-23,ORL,@,BOS,"L, 100-109",*,43,12,25,0.48,2,6,0.333,6,11,0.545,2,7,9,7,0,2,0,4,32,25.5,-6.0,banchpa01
2025-04-20,ORL,@,BOS,"L, 86-103",*,42,14,27,0.519,4,7,0.571,4,6,0.667,3,8,11,4,1,1,4,0,36,26.9,-4.0,banchpa01
2025-04-29,MIL,@,IND,"L, 118-119 (OT)",*,44,9,17,0.529,1,2,0.5,11,17,0.647,2,18,20,13,2,2,7,5,30,29.6,-2.0,antetgi01
2025-04-27,MIL,,IND,"L, 103-129",*,34,9,20,0.45,0,1,0.0,10,11,0.909,4,11,15,6,1,0,2,1,28,26.1,-28.0,antetgi01
2025-04-25,MIL,,IND,"W, 117-101",*,32,14,19,0.737,0,0,,9,10,0.9,3,9,12,6,1,0,5,2,37,33.1,24.0,antetgi01
2025-04-22,MIL,@,IND,"L, 115-123",*,40,14,20,0.7,0,0,,6,10,0.6,7,11,18,7,0,1,4,2,34,33.0,-11.0,antetgi01
2025-04-19,MIL,@,IND,"L, 98-117",*,38,14,23,0.609,0,2,0.0,8,15,0.533,3,9,12,1,1,2,5,2,36,24.8,-18.0,antetgi01
2025-05-14,GSW,@,MIN,"L, 110-121",,10,1,4,0.25,1,4,0.25,0,0,,0,3,3,0,0,0,2,1,3,-0.9,9.0,postqu01
2025-05-12,GSW,,MIN,"L, 110-117",,5,2,4,0.5,1,2,0.5,0,0,,1,1,2,1,0,0,0,1,5,4.3,14.0,postqu01
2025-05-10,GSW,,MIN,"L, 97-102",,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6.0,postqu01
2025-05-08,GSW,@,MIN,"L, 93-117",*,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-13.0,postqu01
2025-05-06,GSW,@,MIN,"W, 99-88",,6,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,14.0,postqu01
2025-05-31,IND,,NYK,"W, 125-108",,25,7,11,0.636,2,4,0.5,2,2,1.0,1,5,6,0,0,3,1,2,18,15.6,-6.0,toppiob01
2025-05-29,IND,@,NYK,"L, 94-111",,18,4,10,0.4,0,4,0.0,3,3,1.0,0,4,4,0,0,0,1,2,11,5.0,-26.0,toppiob01
2025-05-27,IND,,NYK,"W, 130-121",,18,2,3,0.667,1,2,0.5,0,0,,0,2,2,2,2,0,0,3,5,6.5,-1.0,toppiob01
2025-05-25,IND,,NYK,"L, 100-106",,14,3,6,0.5,0,1,0.0,2,2,1.0,1,3,4,0,0,0,2,2,8,3.8,19.0,toppiob01
2025-05-23,IND,@,NYK,"W, 114-109",,19,2,6,0.333,0,1,0.0,0,0,,0,2,2,2,0,0,1,2,4,0.8,-11.0,toppiob01
2024-12-21,ORL,,MIA,"W, 121-114",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-9.0,wagnemo01
2024-12-19,ORL,,OKC,"L, 99-105",,19,4,7,0.571,0,1,0.0,2,4,0.5,0,0,0,2,0,0,1,1,10,5.9,-9.0,wagnemo01
2024-12-15,ORL,,NYK,"L, 91-100",,26,10,15,0.667,4,7,0.571,8,11,0.727,0,6,6,1,2,0,3,4,32,24.2,-1.0,wagnemo01
2024-12-10,ORL,@,MIL,"L, 109-114",,19,6,6,1.0,1,1,1.0,0,0,,1,2,3,1,1,0,1,1,13,12.8,-14.0,wagnemo01
2024-12-08,ORL,,PHO,"W, 115-110",,17,3,8,0.375,1,3,0.333,3,6,0.5,2,4,6,3,2,1,0,2,10,11.0,6.0,wagnemo01
2025-05-31,NYK,@,IND,"L, 108-125",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,4.0,achiupr01
2025-05-29,NYK,,IND,"W, 111-94",,6,1,2,0.5,0,0,,0,1,0.0,0,1,1,0,1,0,0,1,2,1.5,6.0,achiupr01
2025-05-27,NYK,@,IND,"L, 121-130",,2,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,0.0,achiupr01
2025-05-16,NYK,,BOS,"W, 119-81",,9,2,6,0.333,0,1,0.0,2,2,1.0,2,1,3,0,0,0,1,0,6,3.3,2.0,achiupr01
2025-05-14,NYK,@,BOS,"L, 102-127",,3,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-1.0,achiupr01
2025-04-13,SAS,,TOR,"W, 125-118",,27,10,14,0.714,1,4,0.25,2,5,0.4,3,6,9,0,0,1,2,0,23,18.6,9.0,johnske04
2025-04-09,SAS,@,GSW,"W, 114-111",,31,8,17,0.471,1,5,0.2,4,4,1.0,3,5,8,2,1,0,1,3,21,16.1,20.0,johnske04
