Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,% of FGA by Distance,% of FGA by Distance.1,% of FGA by Distance.2,% of FGA by Distance.3,% of FGA by Distance.4,% of FGA by Distance.5,FG% by Distance,FG% by Distance.1,FG% by Distance.2,FG% by Distance.3,FG% by Distance.4,FG% by Distance.5,% of FG Ast'd,% of FG Ast'd.1,Dunks,Dunks.1,Corner 3s,Corner 3s.1,Heaves,Heaves.1,Unnamed: 31,player_id,Unnamed: 12,Unnamed: 20,Unnamed: 25,Unnamed: 22,Unnamed: 28,Unnamed: 23,Unnamed: 26,Unnamed: 29,Unnamed: 30,Unnamed: 21,Unnamed: 27,Unnamed: 19,Unnamed: 24,Unnamed: 17,Unnamed: 18
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,millspa01,,,,,,,,,,,,,,,
2006-07,21,UTA,NBA,PF,82,1,1472,.525,4.0,.992,.666,.161,.068,.098,.008,.527,.611,.313,.370,.410,.333,.601,1.000,.101,38,.000,,0,0,ROY-6,millspa01,,,,,,,,,,,,,,,
2007-08,22,UTA,NBA,PF,82,2,1702,.504,5.4,.992,.572,.195,.074,.151,.008,.508,.589,.418,.351,.395,.000,.621,,.064,26,.000,,1,0,,millspa01,,,,,,,,,,,,,,,
2008-09,23,UTA,NBA,PF,76,38,2290,.534,5.0,.995,.619,.135,.101,.139,.005,.537,.636,.366,.368,.385,.000,.648,,.119,79,.000,,1,0,6MOY-17,millspa01,,,,,,,,,,,,,,,
2009-10,24,UTA,NBA,PF,82,8,2277,.538,7.1,.987,.494,.131,.159,.203,.013,.543,.661,.394,.395,.469,.111,.721,.000,.067,42,.111,.000,0,0,6MOY-7,millspa01,,,,,,,,,,,,,,,
2010-11,25,UTA,NBA,PF,76,76,2605,.531,9.6,.977,.347,.188,.166,.275,.023,.535,.697,.392,.482,.460,.391,.678,1.000,.043,35,.087,.500,2,0,,millspa01,,,,,,,,,,,,,,,
2011-12,26,UTA,NBA,PF,64,62,2100,.495,8.9,.964,.334,.257,.156,.217,.036,.505,.726,.457,.239,.412,.226,.558,.857,.075,57,.258,.375,0,0,,millspa01,,,,,,,,,,,,,,,
2012-13,27,UTA,NBA,PF,78,78,2375,.490,8.9,.955,.353,.253,.147,.202,.045,.498,.683,.380,.357,.424,.333,.608,.923,.054,41,.256,.600,1,0,,millspa01,,,,,,,,,,,,,,,
2013-14,28,ATL,NBA,PF,74,73,2482,.461,10.4,.798,.345,.239,.104,.110,.202,.487,.620,.428,.385,.296,.358,.641,.974,.040,34,.193,.366,2,1,AS,millspa01,,,,,,,,,,,,,,,
2014-15,29,ATL,NBA,PF,73,73,2390,.476,9.8,.768,.377,.214,.086,.090,.232,.513,.638,.427,.275,.417,.356,.590,.948,.057,44,.241,.442,0,0,AS,millspa01,,,,,,,,,,,,,,,
2015-16,30,ATL,NBA,PF,81,81,2647,.470,9.9,.782,.363,.205,.131,.084,.218,.512,.630,.385,.464,.378,.319,.644,.973,.046,40,.181,.190,1,0,"DPOY-5,AS,DEF2",millspa01,,,,,,,,,,,,,,,
2016-17,31,ATL,NBA,PF,69,67,2343,.442,12.2,.752,.254,.216,.184,.098,.248,.486,.611,.395,.475,.379,.311,.558,.947,.017,15,.166,.450,1,0,AS,millspa01,,,,,,,,,,,,,,,
2017-18,32,DEN,NBA,PF,38,37,1143,.464,11.3,.740,.200,.326,.168,.048,.260,.506,.644,.486,.452,.238,.345,.491,.949,.039,16,.177,.500,1,0,,millspa01,,,,,,,,,,,,,,,
2018-19,33,DEN,NBA,PF,70,65,1895,.484,10.0,.761,.340,.295,.111,.015,.239,.522,.668,.408,.419,.200,.365,.564,1.000,.072,43,.208,.424,1,1,,millspa01,,,,,,,,,,,,,,,
2019-20,34,DEN,NBA,PF,51,48,1240,.482,10.8,.717,.340,.247,.098,.032,.283,.500,.671,.315,.419,.357,.435,.631,1.000,.050,19,.274,.441,0,0,,millspa01,,,,,,,,,,,,,,,
2020-21,35,DEN,NBA,PF,56,36,1162,.476,12.5,.643,.244,.309,.080,.010,.357,.550,.694,.500,.375,.000,.343,.613,.980,.040,13,.196,.464,0,0,,millspa01,,,,,,,,,,,,,,,
2021-22,36,2TM,NBA,C,33,1,376,.391,10.2,.696,.348,.235,.087,.009,.304,.463,.525,.444,.300,.000,.229,.459,.875,.052,3,.314,.091,0,0,,millspa01,,,,,,,,,,,,,,,
2021-22,36,BRK,NBA,C,24,0,270,.376,10.2,.682,.365,.200,.082,.012,.318,.448,.516,.412,.286,.000,.222,.423,.833,.047,3,.296,.125,0,0,,millspa01,,,,,,,,,,,,,,,
2021-22,36,PHI,NBA,C,9,1,106,.433,10.2,.733,.300,.333,.100,.000,.267,.500,.556,.500,.333,,.250,.545,1.000,.067,0,.375,.000,0,0,,millspa01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,thornal01,,,,,,,,,,,,,,,
2007-08,24,LAC,NBA,PF,79,31,2158,.429,12.8,.851,.285,.092,.147,.327,.149,.447,.617,.413,.352,.351,.331,.544,.930,.042,35,.031,.250,3,0,ROY-4,thornal01,,,,,,,,,,,,,,,
2008-09,25,LAC,NBA,SF,71,67,2654,.446,10.8,.925,.352,.111,.140,.322,.075,.462,.611,.410,.333,.373,.253,.572,.900,.076,74,.089,.000,4,0,,thornal01,,,,,,,,,,,,,,,
2009-10,26,2TM,NBA,SF,75,46,2079,.473,10.6,.954,.374,.095,.161,.324,.046,.479,.652,.375,.349,.374,.355,.621,.636,.056,35,.065,.500,1,0,,thornal01,,,,,,,,,,,,,,,
2009-10,26,LAC,NBA,SF,51,30,1405,.478,9.7,.970,.396,.098,.163,.313,.030,.482,.648,.444,.333,.361,.357,.637,1.000,.061,25,.143,.500,1,0,,thornal01,,,,,,,,,,,,,,,
2009-10,26,WAS,NBA,SF,24,16,674,.463,11.6,.921,.329,.088,.157,.347,.079,.472,.662,.211,.382,.400,.353,.585,.333,.046,10,.000,,0,0,,thornal01,,,,,,,,,,,,,,,
2010-11,27,2TM,NBA,PF,71,23,1383,.476,10.9,.940,.295,.179,.148,.318,.060,.496,.717,.390,.500,.350,.154,.582,1.000,.053,21,.500,.000,1,0,,thornal01,,,,,,,,,,,,,,,
2010-11,27,WAS,NBA,SF,49,23,1069,.471,11.3,.924,.306,.165,.131,.321,.076,.497,.690,.389,.512,.362,.160,.600,1.000,.046,15,.480,.000,1,0,,thornal01,,,,,,,,,,,,,,,
2010-11,27,GSW,NBA,PF,22,0,314,.490,10.5,.990,.260,.221,.202,.308,.010,.495,.815,.391,.476,.313,.000,.529,,.077,6,1.000,.000,0,0,,thornal01,,,,,,,,,,,,,,,
2011-12,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thornal01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,purviro01,,,,,,,,,,,,,,,
2017-18,23,ORL,NBA,SG,16,2,290,.327,18.6,.514,.121,.047,.103,.243,.486,.400,.538,.400,.364,.346,.250,.591,.846,.009,0,.288,.200,1,0,,purviro01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,3-10,,,,,,,%FGA,#,,,Att.,Md.,,pullizy01,,,,,,Awards,,,,,,,,,
2024-25,23,MEM,NBA,SG,3,0,3,.000,8.8,1.000,.000,1.000,.000,.000,.000,.000,.000,,,,,,,.000,0,,,0,0,,pullizy01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,clingdo01,,,,,,,,,,,,,,,
2024-25,20,POR,NBA,C,67,37,1324,.539,5.8,.853,.617,.222,.009,.006,.147,.582,.680,.338,.000,.500,.286,.602,1.000,.207,58,.102,.400,0,0,,clingdo01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,,,Att.,Md.,,portech01,,,,,,2P,%3PA,Awards,,,,,,,
2000-01,22,GSW,NBA,SF,51,35,1147,.389,9.6,.989,.267,.236,.225,.261,.011,.393,.647,.248,.320,.328,.000,,,.040,13,,,0,0,,portech01,,,,,,.682,.000,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,wisemja01,,,,,,,,,,,,,,,
2020-21,19,GSW,NBA,C,39,27,836,.519,9.0,.897,.356,.285,.101,.155,.103,.542,.794,.419,.243,.386,.316,.827,.833,.258,84,.079,.333,0,0,,wisemja01,,,,,,,,,,,,,,,
2021-22,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wisemja01,,,,,,,,,,,,,,,
2022-23,21,2TM,NBA,C,45,22,867,.558,6.3,.941,.366,.407,.086,.056,.059,.580,.742,.536,.310,.263,.200,.697,1.000,.239,72,.050,.000,0,0,,wisemja01,,,,,,,,,,,,,,,
2022-23,21,GSW,NBA,C,21,0,262,.628,5.9,.979,.415,.372,.128,.064,.021,.630,.795,.629,.250,.333,.500,.810,1.000,.383,30,.000,,0,0,,wisemja01,,,,,,,,,,,,,,,
2022-23,21,DET,NBA,C,24,22,605,.531,6.6,.927,.347,.420,.069,.053,.073,.559,.718,.505,.353,.231,.167,.646,1.000,.184,42,.056,.000,0,0,,wisemja01,,,,,,,,,,,,,,,
2023-24,22,DET,NBA,C,63,6,1091,.613,4.8,.993,.446,.433,.079,.036,.007,.617,.787,.515,.375,.273,.000,.706,,.282,81,.000,,1,0,,wisemja01,,,,,,,,,,,,,,,
2024-25,23,IND,NBA,C,1,0,5,.500,14.1,.750,.000,.500,.000,.250,.250,.667,,1.000,,.000,.000,1.000,,.000,0,.000,,0,0,,wisemja01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,speigma01,,,,,,,,,,,,,,,
2008-09,21,PHI,NBA,C,79,2,1263,.502,8.0,.984,.472,.114,.173,.225,.016,.506,.624,.439,.368,.398,.250,.764,1.000,.177,81,.250,.000,2,0,,speigma01,,,,,,,,,,,,,,,
2009-10,22,PHI,NBA,C,62,1,1016,.477,9.1,.989,.363,.185,.164,.277,.011,.483,.559,.500,.342,.455,.000,.618,,.090,34,.000,,2,0,,speigma01,,,,,,,,,,,,,,,
2010-11,23,PHI,NBA,C,64,1,734,.495,10.6,.986,.333,.131,.172,.351,.014,.498,.670,.316,.380,.461,.250,.643,1.000,.076,20,.000,,1,0,,speigma01,,,,,,,,,,,,,,,
2011-12,24,MEM,NBA,PF,60,54,1345,.453,9.1,.994,.336,.244,.143,.270,.006,.456,.549,.370,.371,.462,.000,.643,,.066,26,.333,.000,1,0,,speigma01,,,,,,,,,,,,,,,
2012-13,25,2TM,NBA,C,79,3,1300,.445,10.0,.983,.320,.209,.139,.315,.017,.448,.545,.279,.395,.484,.300,.732,1.000,.062,29,.400,.500,2,0,,speigma01,,,,,,,,,,,,,,,
2012-13,25,MEM,NBA,C,40,2,579,.429,9.8,.980,.332,.227,.146,.275,.020,.430,.488,.304,.444,.456,.400,.721,1.000,.057,11,.600,.667,1,0,,speigma01,,,,,,,,,,,,,,,
2012-13,25,CLE,NBA,C,39,1,721,.457,10.3,.985,.312,.196,.134,.344,.015,.461,.590,.258,.356,.500,.200,.739,1.000,.065,18,.200,.000,1,0,,speigma01,,,,,,,,,,,,,,,
2013-14,26,GSW,NBA,C,79,3,982,.441,10.4,.930,.342,.195,.095,.299,.070,.455,.609,.419,.357,.333,.258,.663,1.000,.063,26,.129,.000,0,0,,speigma01,,,,,,,,,,,,,,,
2014-15,27,GSW,NBA,C,76,9,1207,.492,10.6,.972,.316,.141,.102,.413,.028,.498,.632,.418,.500,.423,.278,.776,.800,.056,33,.222,.250,2,0,6MOY-7,speigma01,,,,,,,,,,,,,,,
2015-16,28,GSW,NBA,C,72,0,832,.432,12.5,.864,.252,.147,.079,.386,.136,.439,.513,.358,.278,.455,.387,.803,.917,.050,17,.097,.333,1,0,,speigma01,,,,,,,,,,,,,,,
2016-17,29,LAC,NBA,C,82,2,1286,.445,16.1,.495,.245,.126,.055,.068,.505,.520,.634,.420,.333,.459,.372,.667,.981,.036,15,.112,.452,3,0,,speigma01,,,,,,,,,,,,,,,
2017-18,30,ORL,NBA,C,52,3,675,.395,20.1,.332,.074,.120,.072,.066,.668,.448,.500,.452,.520,.304,.369,.615,.977,.014,4,.056,.538,0,0,,speigma01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,3-10,16-3P,3P,,,,,%FGA,#,%3PA,3P%,Att.,Md.,,bentibe01,,,,,,,,,,,Awards,,,,
2016-17,21,DAL,NBA,PF,3,0,10,.000,15.6,.667,.000,.333,.000,.333,.333,.000,.000,.000,.000,,,,,.000,0,1.000,.000,0,0,,bentibe01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,thybuma01,,,,,,,,,,,,,,,
2019-20,22,PHI,NBA,SG,65,14,1287,.423,16.6,.408,.272,.079,.030,.026,.592,.519,.653,.286,.250,.143,.357,.732,1.000,.136,32,.338,.415,1,0,,thybuma01,,,,,,,,,,,,,,,
2020-21,23,PHI,NBA,SG,65,8,1298,.420,16.1,.412,.255,.123,.025,.008,.588,.590,.742,.367,.167,.500,.301,.661,1.000,.128,27,.434,.242,0,0,"DPOY-11,DEF2",thybuma01,,,,,,,,,,,,,,,
2021-22,24,PHI,NBA,SG,66,50,1685,.500,13.1,.520,.407,.097,.017,.000,.480,.673,.795,.276,.000,,.313,.733,.956,.203,60,.486,.371,0,0,"DPOY-11,DEF2",thybuma01,,,,,,,,,,,,,,,
2022-23,25,2TM,NBA,SF,71,28,1200,.435,15.4,.415,.265,.138,.012,.000,.585,.533,.642,.343,.333,,.365,.768,.963,.091,21,.486,.375,1,0,,thybuma01,,,,,,,,,,,,,,,
2022-23,25,PHI,NBA,SF,49,6,591,.431,14.9,.457,.293,.155,.009,.000,.543,.547,.647,.389,.000,,.333,.759,1.000,.095,9,.508,.313,1,0,,thybuma01,,,,,,,,,,,,,,,
2022-23,25,POR,NBA,SG,22,22,609,.438,16.0,.380,.241,.124,.015,.000,.620,.519,.636,.294,.500,,.388,.778,.939,.088,12,.471,.425,0,0,,thybuma01,,,,,,,,,,,,,,,
2023-24,26,POR,NBA,SF,65,19,1487,.397,19.3,.271,.132,.120,.013,.006,.729,.535,.643,.421,.750,.000,.346,.630,1.000,.025,8,.385,.382,1,0,,thybuma01,,,,,,,,,,,,,,,
2024-25,27,POR,NBA,SG,15,5,312,.477,15.6,.455,.148,.295,.011,.000,.545,.525,.769,.423,.000,,.438,.571,1.000,.091,7,.458,.364,0,0,,thybuma01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,rhodero01,,,,,,,,,,,,,,,
1997-98,24,HOU,NBA,SF,58,13,1070,.367,11.6,.974,.485,.131,.085,.272,.026,.370,.459,.175,.269,.337,.250,.536,.500,.062,15,.000,,1,0,,rhodero01,,,,,,,,,,,,,,,
1998-99,25,2TM,NBA,SF,13,1,156,.250,12.5,.865,.385,.096,.077,.308,.135,.267,.400,.200,.000,.188,.143,.583,.000,.019,1,.143,.000,0,0,,rhodero01,,,,,,,,,,,,,,,
1998-99,25,HOU,NBA,SF,3,0,33,.250,11.6,1.000,.625,.000,.000,.375,.000,.250,.400,,,.000,,.500,,.125,1,,,0,0,,rhodero01,,,,,,,,,,,,,,,
1998-99,25,VAN,NBA,SG,10,1,123,.250,13.3,.841,.341,.114,.091,.295,.159,.270,.400,.200,.000,.231,.143,.600,.000,.000,0,.143,.000,0,0,,rhodero01,,,,,,,,,,,,,,,
1999-00,26,DAL,NBA,SF,1,0,8,.000,14.6,1.000,.667,.000,.000,.333,.000,.000,.000,,,.000,,,,.000,0,,,0,0,,rhodero01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,mcleoro01,,,,,,,,,,,,,,,
1998-99,23,ATL,NBA,SF,34,0,348,.380,11.7,.939,.172,.301,.209,.258,.061,.399,.536,.367,.176,.524,.100,.639,1.000,.018,3,.000,,0,0,,mcleoro01,,,,,,,,,,,,,,,
1999-00,24,ATL,NBA,SF,44,20,860,.395,12.6,.961,.151,.163,.370,.277,.039,.404,.620,.407,.374,.326,.154,.605,.500,.006,1,.154,.000,0,0,,mcleoro01,,,,,,,,,,,,,,,
2000-01,25,2TM,NBA,SF,35,25,922,.437,12.7,.934,.145,.184,.358,.247,.066,.461,.667,.410,.387,.488,.091,.643,1.000,.003,0,.273,.167,0,0,,mcleoro01,,,,,,,,,,,,,,,
2000-01,25,ATL,NBA,SF,34,25,907,.436,12.3,.936,.142,.185,.361,.248,.064,.460,.660,.410,.387,.488,.095,.648,1.000,.003,0,.286,.167,0,0,,mcleoro01,,,,,,,,,,,,,,,
2000-01,25,PHI,NBA,SF,1,0,15,.500,13.1,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,.000,,.000,0,.000,,0,0,,mcleoro01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,16-3P,3P,,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,,cookech01,,,,,,,,,Awards,,,,,,
2017-18,23,NOP,NBA,SG,13,0,38,.143,18.0,.429,.143,.143,.000,.143,.571,.167,.000,.500,.000,.125,,.000,1.000,.000,0,.375,.333,0,0,,cookech01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,#,,,,,,,,,,,,,,,,,,,,Att.,Md.,,edwarje01,Awards,,,,,,,,,,,,,,
2024-25,24,MIN,NBA,C,2,0,5,0,,,,,,,,,,,,,,,,,,,,0,0,,edwarje01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,,,,%FGA,#,,,Att.,Md.,,trybace01,,,,2P,,,,,,,Awards,,,,
2002-03,23,MEM,NBA,C,15,0,86,.250,6.3,1.000,.450,.300,.150,.100,.000,.250,.444,.167,.000,.000,,,,.150,2,,,0,0,,trybace01,,,,.600,,,,,,,,,,,
2003-04,24,2TM,NBA,C,7,0,15,.000,11.8,1.000,.000,.500,.500,.000,.000,.000,,.000,.000,,,,,.000,0,,,0,0,,trybace01,,,,,,,,,,,,,,,
2003-04,24,PHO,NBA,C,4,0,10,.000,10.9,1.000,.000,.500,.500,.000,.000,.000,,.000,.000,,,,,.000,0,,,0,0,,trybace01,,,,,,,,,,,,,,,
2003-04,24,NYK,NBA,C,3,0,5,.000,12.8,1.000,.000,.500,.500,.000,.000,.000,,.000,.000,,,,,.000,0,,,0,0,,trybace01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,quickim01,,,,,,,,,,,,,,,
2020-21,21,NYK,NBA,PG,64,3,1243,.395,18.4,.478,.059,.209,.148,.062,.522,.401,.618,.397,.360,.306,.389,.198,.610,.005,3,.079,.375,0,0,,quickim01,,,,,,,,,,,,,,,
2021-22,22,NYK,NBA,PG,78,3,1802,.392,18.4,.453,.090,.167,.130,.066,.547,.448,.631,.421,.404,.354,.346,.299,.526,.004,2,.104,.390,0,0,6MOY-10,quickim01,,,,,,,,,,,,,,,
2022-23,23,NYK,NBA,SG,81,21,2344,.448,16.5,.515,.127,.205,.127,.056,.485,.521,.681,.500,.471,.346,.370,.263,.720,.009,8,.271,.366,1,0,6MOY-2,quickim01,,,,,,,,,,,,,,,
2023-24,24,2TM,NBA,SG,68,38,1985,.434,16.8,.516,.114,.224,.125,.053,.484,.471,.696,.405,.446,.319,.395,.387,.667,.006,5,.189,.293,0,0,,quickim01,,,,,,,,,,,,,,,
2023-24,24,NYK,NBA,SG,30,0,720,.454,16.9,.516,.101,.203,.152,.060,.484,.509,.647,.471,.529,.350,.395,.398,.719,.003,1,.278,.289,0,0,,quickim01,,,,,,,,,,,,,,,
2023-24,24,TOR,NBA,PG,38,38,1265,.422,16.7,.515,.122,.236,.109,.048,.485,.448,.721,.371,.377,.296,.395,.380,.636,.007,4,.137,.297,0,0,,quickim01,,,,,,,,,,,,,,,
2024-25,25,TOR,NBA,PG,33,33,918,.420,17.3,.486,.103,.235,.112,.037,.514,.465,.578,.437,.429,.438,.378,.384,.741,.002,1,.107,.375,1,0,,quickim01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,engliki01,,,,,,,,,,,,,,,
2012-13,24,DET,NBA,SG,41,0,407,.375,15.9,.554,.268,.063,.027,.196,.446,.452,.600,.143,.333,.364,.280,.679,.929,.009,1,.420,.286,0,0,,engliki01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,wagnemo01,,,,,,,,,,,,,,,
2018-19,21,LAL,NBA,C,43,5,446,.415,13.7,.550,.374,.135,.023,.018,.450,.521,.531,.565,.000,.667,.286,.694,1.000,.029,4,.052,.000,0,0,,wagnemo01,,,,,,,,,,,,,,,
2019-20,22,WAS,NBA,C,45,5,835,.545,9.6,.699,.489,.188,.015,.008,.301,.645,.777,.340,.500,.000,.313,.767,1.000,.090,21,.163,.385,0,0,,wagnemo01,,,,,,,,,,,,,,,
2020-21,23,3TM,NBA,C,45,24,722,.454,12.5,.603,.306,.271,.009,.017,.397,.529,.643,.419,.000,.500,.341,.863,.968,.105,22,.187,.294,0,0,,wagnemo01,,,,,,,,,,,,,,,
2020-21,23,WAS,NBA,C,25,13,375,.508,11.8,.656,.303,.311,.016,.025,.344,.613,.730,.526,.000,.667,.310,.918,.923,.148,17,.190,.250,0,0,,wagnemo01,,,,,,,,,,,,,,,
2020-21,23,BOS,NBA,C,9,1,61,.286,11.9,.571,.357,.214,.000,.000,.429,.250,.000,.667,,,.333,1.000,1.000,.071,0,.167,1.000,0,0,,wagnemo01,,,,,,,,,,,,,,,
2020-21,23,ORL,NBA,C,11,10,286,.409,13.6,.538,.301,.226,.000,.011,.462,.440,.643,.190,,.000,.372,.727,1.000,.054,5,.186,.250,0,0,,wagnemo01,,,,,,,,,,,,,,,
2021-22,24,ORL,NBA,C,63,3,960,.497,14.4,.492,.316,.169,.000,.008,.508,.672,.752,.552,,.000,.328,.763,.985,.149,50,.119,.375,0,0,,wagnemo01,,,,,,,,,,,,,,,
2022-23,25,ORL,NBA,C,57,18,1109,.500,12.2,.588,.379,.189,.008,.013,.412,.631,.733,.453,.333,.400,.313,.782,.980,.134,42,.178,.310,0,0,,wagnemo01,,,,,,,,,,,,,,,
2023-24,26,ORL,NBA,C,80,1,1415,.601,7.6,.792,.504,.272,.005,.009,.208,.673,.799,.460,.333,.400,.330,.796,.974,.091,48,.322,.324,1,0,,wagnemo01,,,,,,,,,,,,,,,
2024-25,27,ORL,NBA,C,30,1,564,.562,9.5,.699,.486,.201,.008,.004,.301,.649,.711,.540,.000,.000,.360,.690,1.000,.076,18,.307,.391,0,0,,wagnemo01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,huntede01,,,,,,,,,,,,,,,
2019-20,22,ATL,NBA,SF,63,62,2018,.410,15.6,.555,.225,.133,.085,.111,.445,.454,.591,.297,.379,.421,.355,.564,.944,.037,19,.336,.363,1,0,,huntede01,,,,,,,,,,,,,,,
2020-21,23,ATL,NBA,SF,23,19,678,.484,14.8,.617,.226,.129,.153,.109,.383,.582,.661,.563,.474,.593,.326,.629,.903,.044,10,.326,.290,1,0,,huntede01,,,,,,,,,,,,,,,
2021-22,24,ATL,NBA,SF,53,52,1577,.442,13.7,.661,.214,.174,.151,.106,.339,.474,.650,.410,.402,.328,.379,.644,.919,.042,21,.405,.405,0,0,,huntede01,,,,,,,,,,,,,,,
2022-23,25,ATL,NBA,SF,67,67,2126,.461,14.4,.652,.157,.176,.193,.114,.348,.521,.651,.421,.522,.489,.350,.584,.900,.044,32,.406,.397,0,0,,huntede01,,,,,,,,,,,,,,,
2023-24,26,ATL,NBA,SF,57,37,1681,.459,16.1,.541,.166,.149,.137,.089,.459,.521,.682,.485,.429,.424,.385,.674,.906,.027,13,.322,.398,0,0,,huntede01,,,,,,,,,,,,,,,
2024-25,27,2TM,NBA,SF,64,9,1740,.470,16.5,.491,.150,.192,.100,.050,.509,.537,.649,.473,.487,.553,.405,.637,.911,.039,26,.281,.367,2,0,,huntede01,,,,,,,,,,,,,,,
2024-25,27,ATL,NBA,SF,37,4,1064,.461,16.4,.498,.144,.199,.100,.055,.502,.531,.662,.449,.490,.556,.393,.685,.938,.045,18,.259,.391,1,0,,huntede01,,,,,,,,,,,,,,,
2024-25,27,CLE,NBA,SF,27,5,676,.485,16.6,.478,.159,.178,.100,.041,.522,.550,.628,.521,.481,.545,.426,.549,.867,.030,8,.319,.333,1,0,,huntede01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,hawessp01,,,,,,,,,,,,,,,
