Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,player_id,3P%
1972-73,23.0,BAL,NBA,PF,1.0,,7.0,0.0,15.4,0.0,,,,,,,0.0,0.0,,,,5.1,0.0,,,,5.1,0.0,,lovest01,
1973-74,24.0,LAL,NBA,PF,2.0,,9.0,8.0,12.0,0.667,,,,,,,8.0,12.0,0.667,4.0,8.0,12.0,4.0,4.0,0.0,,0.0,24.0,,lovest01,
1952-53,25.0,INO,NBA,SG,2.0,,51.0,2.8,9.9,0.286,,,,,,,0.7,2.8,0.25,,,4.9,3.5,,,,3.5,6.4,,rhodege01,
1958-59,26.0,NYK,NBA,SG,2.0,,77.0,4.2,16.4,0.257,,,,,,,5.6,6.5,0.857,,,8.4,7.0,,,,5.1,14.0,,gueriri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gueriri01,
1963-64,31.0,STL,NBA,SG,12.0,,428.0,6.3,14.2,0.444,,,,,,,5.6,7.1,0.788,,,4.2,4.1,,,,4.5,18.3,,gueriri01,
1964-65,32.0,STL,NBA,SG,4.0,,125.0,7.2,18.7,0.385,,,,,,,5.5,7.2,0.76,,,2.3,6.0,,,,4.0,19.9,,gueriri01,
1965-66,33.0,STL,NBA,SG,10.0,,399.0,6.5,14.3,0.453,,,,,,,5.6,6.9,0.816,,,3.3,7.1,,,,3.7,18.6,,gueriri01,
1966-67,34.0,STL,NBA,SG,9.0,,228.0,5.7,13.6,0.419,,,,,,,3.8,4.7,0.8,,,3.6,6.2,,,,3.6,15.2,,gueriri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gueriri01,
1968-69,36.0,ATL,NBA,SG,3.0,,32.0,1.1,4.5,0.25,,,,,,,1.1,2.3,0.5,,,5.6,7.9,,,,9.0,3.4,,gueriri01,
1969-70,37.0,ATL,NBA,SG,2.0,,56.0,8.4,13.5,0.619,,,,,,,4.5,4.5,1.0,,,5.1,2.6,,,,3.9,21.2,,gueriri01,
1954-55,22.0,MNL,NBA,PF,7.0,,76.0,0.9,10.4,0.091,,,,,,,1.4,4.7,0.3,,,8.5,0.0,,,,7.6,3.3,,kalafed01,
1955-56,23.0,MNL,NBA,SF,3.0,,55.0,5.9,13.7,0.429,,,,,,,9.8,12.4,0.789,,,13.7,1.3,,,,8.5,21.6,,kalafed01,
1956-57,24.0,MNL,NBA,SF,5.0,,104.0,7.3,12.5,0.583,,,,,,,7.3,10.7,0.677,,,8.3,3.1,,,,6.9,21.8,,kalafed01,
2016-17,22.0,CHI,NBA,SF,6.0,0.0,136.0,4.0,8.7,0.455,1.6,4.2,2.4,4.5,0.529,0.545,2.1,2.1,1.0,0.8,4.8,5.6,0.8,0.3,0.3,1.9,3.2,11.6,,zipsepa01,0.375
1979-80,23.0,PHI,NBA,PF,4.0,,6.0,0.0,24.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,,toonebe01,0.0
2003-04,24.0,BOS,NBA,SF,4.0,0.0,123.0,4.7,11.7,0.4,1.2,2.9,3.5,8.8,0.4,0.45,3.2,4.7,0.688,0.9,2.6,3.5,4.1,0.6,0.0,3.5,2.0,13.8,,davisri01,0.4
2004-05,25.0,BOS,NBA,SG,7.0,2.0,240.0,4.8,11.1,0.432,0.5,1.4,4.3,9.7,0.446,0.453,3.0,3.9,0.769,0.7,3.0,3.7,2.1,1.4,0.3,3.2,3.4,13.1,,davisri01,0.333
2011-12,25.0,BOS,NBA,C,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,,willise01,
2012-13,24.0,BRK,NBA,SG,7.0,0.0,40.0,2.7,7.2,0.375,0.0,0.9,2.7,6.3,0.429,0.375,1.8,1.8,1.0,0.9,3.6,4.5,2.7,0.0,0.0,2.7,2.7,7.2,,brookma01,0.0
2018-19,20.0,SAS,NBA,SG,6.0,0.0,21.0,5.1,13.7,0.375,0.0,1.7,5.1,12.0,0.429,0.375,0.0,0.0,,0.0,3.4,3.4,5.1,0.0,0.0,0.0,0.0,10.3,,walkelo01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walkelo01,
2022-23,24.0,LAL,NBA,SG,13.0,0.0,179.0,5.8,12.1,0.483,2.6,6.8,3.2,5.2,0.615,0.592,1.8,2.4,0.75,0.2,2.2,2.4,2.2,1.4,0.2,0.8,3.2,16.1,,walkelo01,0.382
2012-13,20.0,GSW,NBA,SF,12.0,12.0,461.0,5.6,12.7,0.444,1.5,4.1,4.1,8.6,0.482,0.503,2.3,2.7,0.857,1.4,4.6,6.0,1.2,0.5,0.4,1.2,2.6,15.1,,barneha02,0.365
2013-14,21.0,GSW,NBA,SF,7.0,0.0,156.0,4.4,11.1,0.396,1.8,4.8,2.5,6.2,0.407,0.479,2.1,3.7,0.563,1.6,4.8,6.5,1.8,0.2,0.7,1.2,3.0,12.7,,barneha02,0.381
2014-15,22.0,GSW,NBA,SF,21.0,21.0,681.0,4.7,10.6,0.44,1.2,3.3,3.5,7.3,0.478,0.495,1.3,1.8,0.735,2.4,3.4,5.8,1.7,0.9,0.6,1.2,2.4,11.8,,barneha02,0.355
2015-16,23.0,GSW,NBA,SF,24.0,23.0,743.0,4.0,10.3,0.385,1.3,3.7,2.7,6.6,0.409,0.446,1.3,1.6,0.765,1.3,4.1,5.4,1.5,0.8,0.2,0.9,2.2,10.5,,barneha02,0.342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barneha02,
2022-23,30.0,SAC,NBA,PF,7.0,7.0,196.0,4.6,11.0,0.417,1.1,4.6,3.5,6.4,0.543,0.467,3.5,4.8,0.731,1.8,2.6,4.4,0.9,1.5,0.4,0.6,0.9,13.8,,barneha02,0.24
1977-78,25.0,PHO,NBA,SF,2.0,,25.0,4.3,10.1,0.429,,,,,,,0.0,0.0,,2.9,2.9,5.8,4.3,1.4,1.4,2.9,7.2,8.6,,griffgr01,
2021-22,19.0,PHI,NBA,SG,5.0,0.0,13.0,8.3,16.6,0.5,0.0,2.8,8.3,13.8,0.6,0.5,0.0,0.0,,0.0,11.1,11.1,5.5,0.0,0.0,0.0,2.8,16.6,,sprinja01,0.0
2022-23,20.0,PHI,NBA,SG,4.0,0.0,17.0,8.5,8.5,1.0,0.0,0.0,8.5,8.5,1.0,1.0,2.1,4.2,0.5,0.0,0.0,0.0,0.0,2.1,0.0,2.1,4.2,19.1,,sprinja01,
2023-24,21.0,BOS,NBA,SG,4.0,0.0,22.0,3.3,4.9,0.667,0.0,0.0,3.3,4.9,0.667,0.667,0.0,0.0,,0.0,4.9,4.9,1.6,0.0,1.6,3.3,1.6,6.5,,sprinja01,
2011-12,22.0,NYK,NBA,PF,4.0,0.0,25.0,5.8,13.0,0.444,0.0,1.4,5.8,11.5,0.5,0.444,2.9,2.9,1.0,4.3,7.2,11.5,0.0,0.0,0.0,2.9,8.6,14.4,,harrejo01,0.0
2009-10,26.0,CLE,NBA,PG,3.0,0.0,4.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,willija04,0.0
1967-68,23.0,KEN,ABA,PG,5.0,,224.0,7.4,16.7,0.442,2.4,5.9,5.0,10.8,0.463,0.514,4.2,5.0,0.839,,,3.9,3.7,,,3.2,1.4,21.4,,dampilo01,0.405
1968-69,24.0,KEN,ABA,PG,7.0,,326.0,5.5,15.5,0.357,1.8,6.1,3.8,9.4,0.4,0.414,4.4,5.1,0.87,,,3.3,3.1,,,2.4,1.9,17.2,,dampilo01,0.291
1969-70,25.0,KEN,ABA,PG,12.0,,526.0,5.0,13.6,0.369,1.7,5.2,3.3,8.3,0.393,0.432,2.8,3.6,0.774,,,3.1,5.5,,,2.6,2.5,14.5,,dampilo01,0.329
1970-71,26.0,KEN,ABA,PG,19.0,,828.0,5.1,13.2,0.385,1.0,3.0,4.1,10.2,0.404,0.421,2.9,3.9,0.742,1.0,2.3,3.4,7.8,,,2.3,2.4,14.0,,dampilo01,0.319
1971-72,27.0,KEN,ABA,PG,6.0,,254.0,4.1,9.8,0.42,1.6,3.3,2.6,6.5,0.391,0.5,1.4,2.3,0.625,,,2.7,6.4,,,2.3,2.4,11.2,,dampilo01,0.478
1972-73,28.0,KEN,ABA,PG,12.0,,411.0,5.7,11.0,0.516,0.9,1.9,4.8,9.1,0.529,0.556,1.8,2.6,0.7,0.5,1.7,2.2,3.4,,,1.7,3.1,14.1,,dampilo01,0.455
1973-74,29.0,KEN,ABA,PG,8.0,,229.0,6.8,14.0,0.483,1.1,2.2,5.7,11.8,0.48,0.522,2.2,2.8,0.778,0.5,2.0,2.5,5.0,0.9,0.0,3.0,1.3,16.8,,dampilo01,0.5
1974-75,30.0,KEN,ABA,PG,15.0,,604.0,6.4,12.6,0.509,0.3,0.8,6.1,11.9,0.518,0.521,2.0,2.3,0.868,0.5,1.6,2.1,6.7,1.1,0.4,1.7,2.0,15.1,,dampilo01,0.385
1975-76,31.0,KEN,ABA,PG,10.0,,393.0,6.1,11.8,0.519,0.7,1.5,5.4,10.4,0.522,0.55,1.6,1.8,0.9,0.3,0.9,1.2,7.1,1.0,0.5,1.5,1.8,14.7,,dampilo01,0.5
1976-77,32.0,SAS,NBA,PG,2.0,,62.0,2.3,9.3,0.25,,,0.0,0.0,0.25,0.25,2.3,2.3,1.0,0.0,1.7,1.7,5.2,0.6,0.6,,2.3,7.0,,dampilo01,
1977-78,33.0,SAS,NBA,PG,6.0,,129.0,4.7,10.3,0.459,,,0.0,0.0,0.459,0.459,0.3,1.1,0.25,0.3,1.7,2.0,4.2,1.1,0.6,1.1,2.0,9.8,,dampilo01,
1978-79,34.0,SAS,NBA,PG,7.0,,55.0,5.2,9.2,0.571,,,0.0,0.0,0.571,0.571,2.6,4.6,0.571,0.7,2.6,3.3,5.2,2.0,0.7,0.7,5.2,13.1,,dampilo01,
2014-15,23.0,MIL,NBA,PG,6.0,6.0,191.0,6.2,14.7,0.423,0.0,0.9,6.2,13.8,0.452,0.423,1.3,2.3,0.583,0.2,4.9,5.1,5.5,1.3,1.1,3.0,2.6,13.8,,cartemi01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartemi01,
2016-17,25.0,CHI,NBA,PG,5.0,0.0,53.0,4.1,10.2,0.4,0.0,0.7,4.1,9.5,0.429,0.4,1.4,2.7,0.5,0.7,2.0,2.7,4.1,1.4,0.7,4.1,4.1,9.5,,cartemi01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartemi01,
2018-19,27.0,ORL,NBA,PG,5.0,0.0,92.0,4.7,12.1,0.387,0.8,3.1,3.9,9.0,0.435,0.419,2.7,3.1,0.875,0.8,7.0,7.8,4.7,1.2,0.0,3.1,4.7,12.9,,cartemi01,0.25
1974-75,25.0,SAA,ABA,PF,2.0,,10.0,7.2,18.0,0.4,0.0,0.0,7.2,18.0,0.4,0.4,0.0,0.0,,10.8,7.2,18.0,0.0,0.0,0.0,0.0,7.2,14.4,,frankwi01,
1971-72,23.0,BOS,NBA,C,11.0,,441.0,5.8,12.7,0.455,,,0.0,0.0,0.455,0.455,2.3,3.8,0.596,,,12.4,2.7,,,,4.1,13.9,,cowenda01,
1972-73,24.0,BOS,NBA,C,13.0,,598.0,7.8,16.4,0.473,,,0.0,0.0,0.473,0.473,1.6,2.5,0.659,,,13.0,2.9,,,,3.3,17.2,,cowenda01,
1973-74,25.0,BOS,NBA,C,18.0,,772.0,7.5,17.3,0.435,,,0.0,0.0,0.435,0.435,2.2,2.8,0.797,2.8,8.4,11.2,3.1,1.0,0.8,,4.0,17.2,,cowenda01,
1974-75,26.0,BOS,NBA,C,11.0,,479.0,7.6,17.7,0.428,,,0.0,0.0,0.428,0.428,1.7,2.0,0.885,3.7,9.9,13.6,3.5,1.4,0.5,,3.8,16.9,,cowenda01,
1975-76,27.0,BOS,NBA,C,18.0,,798.0,7.0,15.4,0.457,,,0.0,0.0,0.457,0.457,3.0,3.9,0.759,3.9,9.4,13.4,3.7,1.0,0.6,,3.8,17.1,,cowenda01,
1976-77,28.0,BOS,NBA,C,9.0,,379.0,6.3,14.1,0.446,,,0.0,0.0,0.446,0.446,1.6,2.1,0.773,2.8,10.0,12.7,3.4,0.8,1.2,,3.5,14.2,,cowenda01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cowenda01,
1979-80,31.0,BOS,NBA,C,9.0,,301.0,5.9,12.3,0.476,0.0,0.2,5.9,12.1,0.485,0.476,1.2,1.3,0.909,2.2,5.7,7.9,2.5,1.1,0.8,1.0,4.4,12.9,,cowenda01,0.0
1970-71,25.0,UTS,ABA,PF,5.0,,22.0,13.1,18.0,0.727,1.6,1.6,11.5,16.4,0.7,0.773,1.6,3.3,0.5,6.5,14.7,21.3,3.3,,,8.2,4.9,29.5,,mcdonro01,1.0
1971-72,26.0,UTS,ABA,SF,1.0,,10.0,10.8,14.4,0.75,0.0,0.0,10.8,14.4,0.75,0.75,0.0,3.6,0.0,,,0.0,0.0,,,0.0,10.8,21.6,,mcdonro01,
1972-73,27.0,UTS,ABA,SF,3.0,,4.0,9.0,27.0,0.333,0.0,9.0,9.0,18.0,0.5,0.333,0.0,0.0,,9.0,0.0,9.0,0.0,,,0.0,0.0,18.0,,mcdonro01,0.0
1984-85,22.0,DEN,NBA,SG,10.0,3.0,123.0,7.9,16.7,0.474,0.6,0.9,7.3,15.8,0.463,0.491,2.0,3.5,0.583,2.6,2.3,5.0,5.0,1.5,0.0,4.7,1.8,18.4,,whitewi01,0.667
1985-86,23.0,DEN,NBA,SG,4.0,0.0,21.0,3.4,12.0,0.286,1.7,6.9,1.7,5.1,0.333,0.357,0.0,0.0,,1.7,3.4,5.1,10.3,1.7,0.0,3.4,6.9,8.6,,whitewi01,0.25
2000-01,21.0,PHO,NBA,C,4.0,4.0,75.0,2.9,7.7,0.375,0.0,0.0,2.9,7.7,0.375,0.375,0.0,0.0,,4.8,8.6,13.4,0.0,0.0,3.4,0.5,5.3,5.8,,tsakaja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsakaja01,
2003-04,24.0,MEM,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,,tsakaja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsakaja01,
2005-06,26.0,MEM,NBA,C,4.0,3.0,59.0,3.7,6.1,0.6,0.0,0.0,3.7,6.1,0.6,0.6,0.6,1.2,0.5,2.4,4.3,6.7,1.2,0.6,0.6,4.3,7.9,7.9,,tsakaja01,
2006-07,27.0,HOU,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,24.0,24.0,1.0,12.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,24.0,,tsakaja01,
2009-10,24.0,CHI,NBA,PF,5.0,5.0,145.0,4.0,9.4,0.421,0.0,0.0,4.0,9.4,0.421,0.421,1.5,2.7,0.545,2.2,6.5,8.7,0.7,0.2,0.7,0.5,4.2,9.4,,gibsota01,
2010-11,25.0,CHI,NBA,PF,16.0,0.0,284.0,5.5,9.6,0.566,0.0,0.1,5.5,9.5,0.573,0.566,1.1,1.9,0.6,3.3,5.1,8.4,1.1,0.6,2.8,1.8,4.1,12.0,,gibsota01,0.0
2011-12,26.0,CHI,NBA,PF,6.0,0.0,137.0,5.5,12.1,0.457,0.0,0.0,5.5,12.1,0.457,0.457,3.9,5.8,0.682,3.9,6.3,10.2,1.1,1.1,2.6,0.8,5.0,15.0,,gibsota01,
2012-13,27.0,CHI,NBA,PF,12.0,0.0,206.0,5.4,11.5,0.47,0.0,0.3,5.4,11.2,0.484,0.47,2.8,3.8,0.727,2.6,3.7,6.3,0.7,0.7,1.0,1.6,6.5,13.6,,gibsota01,0.0
2013-14,28.0,CHI,NBA,PF,5.0,0.0,154.0,7.5,13.3,0.561,0.0,0.0,7.5,13.3,0.561,0.561,6.3,8.4,0.75,4.9,2.3,7.2,0.5,0.5,2.8,1.9,2.8,21.3,,gibsota01,
2014-15,29.0,CHI,NBA,PF,12.0,2.0,276.0,4.4,9.4,0.472,0.0,0.0,4.4,9.4,0.472,0.472,2.7,3.9,0.7,3.3,5.3,8.6,1.6,0.5,1.6,1.4,3.3,11.6,,gibsota01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gibsota01,
2016-17,31.0,OKC,NBA,PF,5.0,5.0,118.0,6.4,10.7,0.6,0.0,0.0,6.4,10.7,0.6,0.6,2.1,2.4,0.875,0.9,4.6,5.5,0.9,0.3,0.0,2.4,4.0,14.9,,gibsota01,
2017-18,32.0,MIN,NBA,PF,5.0,5.0,123.0,4.1,6.4,0.636,0.0,0.0,4.1,6.4,0.636,0.636,0.9,0.9,1.0,2.0,3.8,5.9,0.6,0.3,0.6,1.2,2.3,9.1,,gibsota01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gibsota01,
2020-21,35.0,NYK,NBA,C,5.0,3.0,138.0,3.1,5.2,0.6,0.0,0.0,3.1,5.2,0.6,0.6,0.3,0.3,1.0,4.2,5.0,9.1,1.0,2.1,1.3,0.8,3.4,6.5,,gibsota01,
2018-19,22.0,MIL,NBA,PF,8.0,0.0,43.0,6.7,13.4,0.5,0.8,4.2,5.9,9.2,0.636,0.531,1.7,1.7,1.0,0.8,7.5,8.4,3.3,0.0,0.8,5.9,5.9,15.9,,wilsodj01,0.2
1975-76,23.0,DNA,ABA,C,13.0,,155.0,4.9,11.6,0.42,0.0,0.0,4.9,11.6,0.42,0.42,3.5,6.5,0.536,5.6,10.9,16.5,2.1,0.2,3.3,3.5,6.5,13.2,,webstma01,
1976-77,24.0,DEN,NBA,C,6.0,,96.0,4.9,9.7,0.5,,,0.0,0.0,0.5,0.5,1.5,2.3,0.667,5.2,9.7,15.0,1.1,0.7,4.1,,4.5,11.3,,webstma01,
1977-78,25.0,SEA,NBA,C,22.0,,904.0,5.5,11.2,0.489,,,0.0,0.0,0.489,0.489,3.2,4.8,0.675,3.8,7.7,11.5,2.3,0.2,2.3,2.9,3.0,14.1,,webstma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,webstma01,
1980-81,28.0,NYK,NBA,C,2.0,,63.0,3.4,6.9,0.5,0.0,0.0,3.4,6.9,0.5,0.5,0.0,2.3,0.0,2.3,3.4,5.7,0.6,0.0,0.6,1.7,3.4,6.9,,webstma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,webstma01,
1982-83,30.0,NYK,NBA,C,6.0,,115.0,2.2,5.6,0.389,0.0,0.0,2.2,5.6,0.389,0.389,4.4,6.9,0.636,4.1,4.7,8.8,0.9,0.0,2.2,1.3,5.6,8.8,,webstma01,
1983-84,31.0,NYK,NBA,C,12.0,,204.0,2.5,5.1,0.483,0.0,0.0,2.5,5.1,0.483,0.483,1.6,2.6,0.6,4.2,5.6,9.9,0.5,0.7,3.0,0.4,5.6,6.5,,webstma01,
2010-11,23.0,SAS,NBA,SG,4.0,0.0,7.0,10.3,30.9,0.333,5.1,20.6,5.1,10.3,0.5,0.417,0.0,0.0,,0.0,5.1,5.1,10.3,5.1,5.1,5.1,5.1,25.7,,greenda02,0.25
2011-12,24.0,SAS,NBA,SG,14.0,12.0,289.0,4.7,11.3,0.418,2.5,7.2,2.2,4.1,0.545,0.527,0.9,1.2,0.7,0.4,5.2,5.6,1.9,0.9,1.2,1.9,3.0,12.8,,greenda02,0.345
2012-13,25.0,SAS,NBA,SG,21.0,21.0,669.0,4.5,10.0,0.446,3.0,6.1,1.5,3.9,0.389,0.594,0.6,0.8,0.8,1.0,3.7,4.7,1.7,1.2,1.2,1.0,2.7,12.5,,greenda02,0.482
2013-14,26.0,SAS,NBA,SG,23.0,23.0,529.0,5.3,10.8,0.491,3.3,6.9,2.0,3.9,0.517,0.642,0.6,0.7,0.818,0.6,4.1,4.7,1.4,2.2,1.2,1.4,3.4,14.5,,greenda02,0.475
2014-15,27.0,SAS,NBA,SG,7.0,7.0,204.0,3.7,10.8,0.344,2.1,7.1,1.6,3.7,0.429,0.443,0.7,1.1,0.667,1.2,2.6,3.9,2.6,1.2,1.2,0.9,2.1,10.2,,greenda02,0.3
2015-16,28.0,SAS,NBA,SG,10.0,10.0,267.0,4.0,8.6,0.469,3.2,6.3,0.8,2.3,0.353,0.656,0.3,0.4,0.667,0.0,4.2,4.2,0.9,2.8,1.1,0.8,2.7,11.6,,greenda02,0.511
2016-17,29.0,SAS,NBA,SG,16.0,16.0,436.0,3.7,9.2,0.405,2.1,6.3,1.6,2.9,0.543,0.523,0.7,1.2,0.571,1.1,3.6,4.7,1.9,0.8,1.2,1.4,2.5,10.2,,greenda02,0.342
2017-18,30.0,SAS,NBA,SG,5.0,5.0,103.0,2.8,10.5,0.267,1.7,7.0,1.0,3.5,0.3,0.35,0.0,0.0,,1.4,2.4,3.8,0.3,0.3,1.4,0.7,2.8,7.3,,greenda02,0.25
2018-19,31.0,TOR,NBA,SG,24.0,24.0,684.0,2.8,8.2,0.342,2.1,6.3,0.7,1.9,0.389,0.468,1.1,1.2,0.913,0.9,3.7,4.6,1.4,1.7,0.6,1.4,3.2,8.7,,greenda02,0.328
2019-20,32.0,LAL,NBA,SG,21.0,21.0,525.0,4.0,11.7,0.347,2.7,7.9,1.4,3.8,0.364,0.462,0.7,1.0,0.667,1.7,2.8,4.5,1.8,1.4,1.1,0.8,3.3,11.5,,greenda02,0.339
2020-21,33.0,PHI,NBA,SF,8.0,8.0,199.0,3.8,8.7,0.438,2.5,6.7,1.3,2.0,0.636,0.583,0.0,0.0,,1.6,2.2,3.8,3.8,1.6,1.4,0.9,2.4,10.1,,greenda02,0.378
2021-22,34.0,PHI,NBA,SF,12.0,12.0,319.0,4.1,10.0,0.404,3.5,8.6,0.6,1.5,0.385,0.579,0.0,0.1,0.0,1.0,3.2,4.2,1.1,1.4,0.5,1.5,2.6,11.6,,greenda02,0.408
2022-23,35.0,CLE,NBA,SG,4.0,0.0,40.0,0.9,4.5,0.2,0.9,3.6,0.0,0.9,0.0,0.3,0.0,0.0,,1.8,4.5,6.3,0.9,1.8,0.9,1.8,6.3,2.7,,greenda02,0.25
1981-82,23.0,SAS,NBA,PF,2.0,,4.0,9.0,18.0,0.5,0.0,0.0,9.0,18.0,0.5,0.5,0.0,0.0,,0.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,18.0,,yonakri01,
1981-82,23.0,WSB,NBA,PF,7.0,,242.0,4.8,10.9,0.438,0.0,0.0,4.8,10.9,0.438,0.438,1.5,2.1,0.714,2.1,7.0,9.1,1.9,1.5,0.7,2.4,4.5,11.0,,mahorri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mahorri01,
1983-84,25.0,WSB,NBA,PF,4.0,,154.0,3.5,5.8,0.6,0.0,0.2,3.5,5.6,0.625,0.6,1.9,2.3,0.8,1.6,8.4,10.1,1.4,0.2,1.4,1.4,4.4,8.9,,mahorri01,0.0
1984-85,26.0,WSB,NBA,PF,4.0,1.0,41.0,3.5,7.0,0.5,0.0,0.0,3.5,7.0,0.5,0.5,3.5,3.5,1.0,1.8,4.4,6.1,0.0,0.0,2.6,0.9,7.9,10.5,,mahorri01,
1985-86,27.0,DET,NBA,PF,4.0,0.0,61.0,3.0,7.7,0.385,0.0,0.0,3.0,7.7,0.385,0.385,1.2,1.2,1.0,1.8,5.3,7.1,0.0,0.6,0.0,1.8,8.3,7.1,,mahorri01,
1986-87,28.0,DET,NBA,PF,15.0,15.0,483.0,4.4,8.1,0.541,0.0,0.1,4.4,8.0,0.546,0.541,2.1,2.6,0.8,3.1,7.5,10.6,0.4,0.4,0.8,1.2,4.5,10.9,,mahorri01,0.0
1987-88,29.0,DET,NBA,PF,23.0,21.0,409.0,2.7,7.9,0.344,0.0,0.0,2.7,7.9,0.344,0.344,1.1,1.7,0.684,1.7,6.2,7.8,1.1,0.4,0.9,1.4,5.6,6.6,,mahorri01,
1988-89,30.0,DET,NBA,PF,17.0,17.0,360.0,4.0,6.9,0.58,0.0,0.0,4.0,6.9,0.58,0.58,1.7,2.6,0.654,3.0,5.7,8.7,0.7,0.9,1.3,1.1,5.9,9.7,,mahorri01,
1989-90,31.0,PHI,NBA,PF,10.0,10.0,342.0,3.9,9.1,0.43,0.0,0.1,3.9,8.9,0.435,0.43,2.1,2.7,0.769,1.9,5.5,7.4,1.1,0.7,0.8,1.4,4.3,9.9,,mahorri01,0.0
1990-91,32.0,PHI,NBA,C,8.0,8.0,208.0,3.5,6.2,0.556,0.0,0.0,3.5,6.2,0.556,0.556,1.9,2.4,0.786,1.2,6.1,7.3,2.4,0.3,0.7,1.4,4.3,8.8,,mahorri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mahorri01,
1992-93,34.0,NJN,NBA,PF,4.0,2.0,63.0,2.3,5.7,0.4,0.0,0.0,2.3,5.7,0.4,0.4,0.0,0.0,,2.3,5.1,7.4,1.7,0.0,1.1,0.6,5.1,4.6,,mahorri01,
1993-94,35.0,NJN,NBA,PF,3.0,0.0,19.0,0.0,1.9,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,,1.9,5.7,7.6,0.0,0.0,1.9,1.9,13.3,0.0,,mahorri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mahorri01,
1996-97,38.0,DET,NBA,C,2.0,1.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,,mahorri01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mahorri01,
1998-99,40.0,PHI,NBA,PF,5.0,0.0,29.0,2.5,7.4,0.333,0.0,0.0,2.5,7.4,0.333,0.333,1.2,2.5,0.5,2.5,7.4,9.9,1.2,1.2,0.0,1.2,7.4,6.2,,mahorri01,
1979-80,28.0,ATL,NBA,PF,4.0,,18.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,,pellosa01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pellosa01,
1981-82,30.0,ATL,NBA,PF,1.0,,4.0,9.0,27.0,0.333,0.0,0.0,9.0,27.0,0.333,0.333,0.0,0.0,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,,pellosa01,
2000-01,25.0,LAL,NBA,PF,13.0,0.0,48.0,0.7,9.7,0.077,0.0,0.0,0.7,9.7,0.077,0.077,2.3,3.7,0.6,4.5,3.0,7.5,3.0,0.0,1.5,1.5,3.0,3.7,,madsema01,
2001-02,26.0,LAL,NBA,PF,7.0,0.0,10.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,,0.0,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,3.6,3.6,0.0,,madsema01,0.0
2002-03,27.0,LAL,NBA,PF,12.0,2.0,169.0,2.8,6.6,0.419,0.0,0.2,2.8,6.4,0.433,0.419,1.5,3.4,0.438,3.0,3.0,6.0,2.6,0.6,0.4,1.7,6.8,7.0,,madsema01,0.0
